PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
WizBc,3r3k/1p1q2p1/6Qp/1Pp2p2/5P2/1BP1p3/PP4PP/5RK1 w - - 0 33,f1d1 d7d1 b3d1 d8d1,821,121,85,19,endgame kingsideAttack mate mateIn2 short,https://lichess.org/zrc1wzuX#65
WizFb,7k/7p/1Q1Ppp2/p4r2/P4q2/1P5R/5P1K/8 w - - 5 39,h3g3 f5h5 h2g2 f4e4,1708,75,96,1957,crushing endgame short,https://lichess.org/wjEPhUyG#77
WizHq,3r1rk1/5p2/p6R/4q1p1/4B2p/1P1p1P2/P4PRP/3Q2K1 w - - 0 29,d1d2 e5a1 d2c1 a1c1,1115,78,88,174,backRankMate mate mateIn2 middlegame short,https://lichess.org/6TI5eePx#57
WizJL,rnbqk1nr/p4ppp/2p1p3/1p2N3/P1pPP3/2P5/5PPP/R1BQKB1R b KQkq - 1 8,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1354,80,62,93,crushing long middlegame pin trappedPiece,https://lichess.org/b3FKeTMl/black#16
WizKP,R7/6pk/7p/1P5r/8/5p1r/P4PRP/7K w - - 0 33,g2g3 h3h2 h1g1 h2h1,1319,91,20,69,endgame mate mateIn2 rookEndgame short,https://lichess.org/nMXW8Jfz#65
WizS2,5rk1/R4ppp/B1p5/2Ppq3/8/8/P2Q1PPP/6K1 w - - 0 25,a6b7 e5a1 d2c1 a1c1,1061,77,100,285,backRankMate endgame mate mateIn2 short,https://lichess.org/F5dG20hZ#49
WizTU,7k/ppnq1r2/2p3pQ/7p/3P4/2P5/PP3PPP/4R1K1 b - - 0 26,f7h7 h6f8,1310,76,79,94,endgame mate mateIn1 oneMove,https://lichess.org/rXutv9mV/black#52
Wizeq,1r1k2nr/3Ppp1p/p1q3p1/8/4P3/5N2/5PPP/QNB1K2R w K - 0 17,c1f4 c6e4 e1d2 e4f4,1708,74,96,2399,advantage fork middlegame short,https://lichess.org/uzjD3yt0#33
Wizjd,2kr1b1r/pp4pp/1qp1p3/3nP3/8/5Q2/PPPB1PPP/1K1R1B1R w - - 1 14,d2g5 d5c3 f3c3 d8d1,1131,75,86,327,crushing deflection discoveredAttack middlegame pin queensideAttack short,https://lichess.org/JCrjKDuH#27
WiznZ,rn1qk2r/pp2bppp/4pn2/1B6/3B1N2/5PN1/PPb3PP/R2QK2R b KQkq - 1 12,b8c6 b5c6 b7c6 d1c2,1534,76,60,316,advantage middlegame short,https://lichess.org/XieP7fKA/black#24
Wj0EA,r3rk2/1qp3R1/p3bp2/1p5Q/4n3/3pB1P1/PP3P2/4K2R b - - 0 24,e4g5 h5h8 e6g8 h8g8,1320,117,88,15,mate mateIn2 middlegame short,https://lichess.org/fJAvxnl0/black#48
Wj0Jq,1r5k/3R2p1/p3Q2p/2p5/p7/1P5P/1q3PP1/6K1 w - - 0 30,b3a4 b2c1 d7d1 c1d1,1678,77,93,424,crushing endgame short,https://lichess.org/VlJ8A1CI#59
Wj0Ru,r1b1k1r1/ppp1qp1p/2pn4/8/8/4BN2/PQ3PPP/RN2K2R w KQq - 1 13,e1e2 e7e3 e2e3 d6c4 e3e2 c4b2,2402,79,96,417,advantage attraction fork long middlegame sacrifice,https://lichess.org/6tEe0kay#25
Wj0bY,1r6/7p/4k1p1/p4p2/3K1P2/1P3B2/6PP/8 b - - 0 39,b8b3 f3d5 e6d6 d5b3,748,95,100,159,crushing endgame fork short,https://lichess.org/26YJHKIX/black#78
Wj0s5,6k1/R7/6K1/6p1/P4p1p/7P/6r1/8 b - - 3 49,f4f3 a7a8,1066,88,42,38,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/JGFd9dBZ/black#98
Wj16E,6rk/1P6/5p1p/Q4b2/6p1/2Pn3P/3n2P1/6RK w - - 1 40,a5a8 d3f2 h1h2 g4g3,1653,87,88,52,endgame mate mateIn2 short,https://lichess.org/Fm9zchut#79
Wj16w,1r6/5pk1/RpRP3p/6b1/3pB3/3P3P/1r6/6K1 b - - 0 41,g7f6 d6d7 f6e5 c6c8,1487,77,89,652,advancedPawn advantage discoveredAttack endgame short,https://lichess.org/20Jf6NDz/black#82
Wj1H0,R7/2q2pkp/2P3p1/1Qprb3/8/5N1P/5PPK/8 w - - 0 38,f3e5 c7e5 g2g3 d5d2,1724,235,85,3,crushing endgame pin short,https://lichess.org/IPqEjIx2#75
Wj1UT,8/2p5/R1p2k2/3p1P2/P2P1p1P/2PQ1Pn1/8/q1K5 w - - 23 43,d3b1 g3e2 c1c2 a1c3 c2d1 e2d4,2316,86,90,203,crushing endgame exposedKing long,https://lichess.org/kSfmGzGz#85
Wj1Xj,5k2/1p5p/p2p1P2/7q/5Q2/1B3K2/P1P2RP1/4r3 w - - 2 39,f4g4 e1e3 f3e3 h5g4,1180,74,99,1186,advantage deflection endgame short,https://lichess.org/07kcUWar#77
Wj29j,2r2r1k/pp3p2/4p2P/3pqnNP/1b1n4/2NQR3/PP1B4/1K3R2 b - - 1 25,f5e3 d3h7,1460,77,80,173,master mate mateIn1 middlegame oneMove,https://lichess.org/znCjSFXP/black#50
Wj2Ys,r1b2rk1/p1q2ppp/1bN2n2/3Np3/1P6/P3P1P1/1R3P1P/3QKB1R b K - 0 17,c7c6 d5e7 g8h8 e7c6,995,78,100,166,crushing fork middlegame short,https://lichess.org/T0Nbez1x/black#34
Wj2bP,r3kb1r/pp3ppp/1qnpb3/2p3B1/4Q3/2P1P3/PP3PPP/R3KBNR w KQkq - 3 11,f1c4 b6b2 a1b1 b2c3,1787,75,91,207,crushing opening short,https://lichess.org/8IYJU3qb#21
Wj2dy,4rbk1/1p3ppp/p7/q2p1N2/P3n3/1PPQ2P1/1B3P1P/2R3K1 w - - 1 25,c3c4 d5c4 f5h6 g7h6,1857,75,85,236,advantage middlegame short,https://lichess.org/AJWhnMCZ#49
Wj2vE,8/p3k2p/1p4p1/2p5/3r4/1P2p1PP/P3P1K1/3R4 w - - 0 32,d1d4 c5d4 g2f3 e7d6 f3e4 d6c5,1845,74,96,337,crushing defensiveMove endgame long master,https://lichess.org/aJmwAnEM#63
Wj2vH,2k5/2p2p2/1p4b1/1Q4P1/1p1K4/2r5/6P1/8 w - - 4 48,b5b4 c7c5 d4c3 c5b4,1691,74,100,1364,crushing endgame fork short,https://lichess.org/gRzgCCZN#95
Wj2xN,r7/q7/2pk1pp1/pp1pn2b/3R3P/P5QB/1PP2P2/2K1R3 w - - 6 34,f2f4 a7d4 f4e5 f6e5 c2c3 d4f4 g3f4 e5f4,1699,74,93,435,advantage middlegame veryLong,https://lichess.org/DuagdniY#67
Wj3DC,r3q2r/1p1n1pk1/3pb3/p5B1/2PnP1P1/3P3P/PP1QBRK1/R7 b - - 3 20,h8h7 d2c3 g7g6 c3d4,1650,90,41,39,crushing middlegame pin short,https://lichess.org/znAWsqgh/black#40
Wj3d4,3r1rk1/pp5p/2p3p1/3n4/1q1B1PP1/1P1Q3P/P1PP4/2KRR3 w - - 1 27,c1b1 d5f4 d3f3 b4d4,2196,77,90,387,advantage middlegame short,https://lichess.org/reWow5nj#53
Wj4QF,4Q3/6pk/5p2/6np/3p1N2/3P1qP1/PPP2PK1/8 w - - 4 38,g2h2 f3f2 f4g2 g5f3,1123,75,100,221,crushing endgame short,https://lichess.org/4TU3cwOt#75
Wj4QW,3Q2k1/p4q1p/2b5/2p3B1/5p1P/1P6/2P3P1/6K1 b - - 1 36,g8g7 g5h6 g7h6 d8g5,1927,79,92,160,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/YX3HUAOf/black#72
Wj4Vo,2r5/3kpp2/p2p2p1/1p1Pb3/8/3R2P1/P4qBK/1R1Q4 w - - 2 30,d1f1 c8h8,1745,77,90,1026,mate mateIn1 middlegame oneMove,https://lichess.org/SLoVphkN#59
Wj4aO,rbbqk1r1/p4p2/1p1p4/2pPp1p1/2P1n2p/1P1N2Pn/P3BPKP/R1BQ1RN1 b q - 1 19,h3f4 g3f4 g5f4 g2h1,1094,492,100,3,defensiveMove equality middlegame short,https://lichess.org/snxIvgyF/black#38
Wj4eO,r2q1rk1/2p3p1/p1nppb1p/1p1Pp3/4P3/P1P2N2/1P3PPP/RN1QR1K1 b - - 0 13,e6d5 d1d5 f8f7 d5c6,1179,78,98,789,crushing fork middlegame short,https://lichess.org/EHd7aPyG/black#26
Wj4iu,2kr1r2/pp5p/7p/2p5/3bP3/2PN4/PP4PP/R4R1K b - - 0 22,d4c3 f1f8 d8f8 b2c3,1595,75,97,1628,advantage endgame intermezzo pin short,https://lichess.org/Pw7Pg4m8/black#44
Wj4mu,r4rk1/1bqp1ppp/p1n1pn2/4P3/Pp1P4/1B4NN/2P2PPP/R2QR1K1 b - - 0 19,f6d5 b3d5,1106,166,-7,6,advantage middlegame oneMove,https://lichess.org/aNFn4Hb8/black#38
Wj4qP,3q1rk1/bp3ppp/p3p3/P7/1P1NnQ2/4r3/6PP/2R2RK1 b - - 1 26,d8d4 f4f7 f8f7 c1c8 d4d8 c8d8 f7f8 f1f8,1722,74,88,105,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/LHHAiS8g/black#52
Wj4tQ,2r2r1k/1p1b2pB/1qn1p3/3pP3/1p1P3Q/P4N2/6PP/2N3K1 b - - 1 26,c6d4 h7g6 h8g8 h4h7,1582,75,92,440,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ZVhSFmjL/black#52
Wj4va,r2q3r/pp2bk2/2p1p1R1/3n1b2/3P1B2/1BP2Q2/P1P2P1P/2K3R1 b - - 0 20,f7e8 g6g8 h8g8 g1g8 e8f7 g8d8,1644,75,96,1559,advantage exposedKing long middlegame skewer,https://lichess.org/K7Og2VEQ/black#40
Wj5HD,3r2rk/p2p1p2/1pp4q/4pQ2/4P2P/PP1P4/1P3P2/R4RK1 w - - 1 28,g1h1 h6h4 f5h3 h4h3,952,85,100,222,endgame kingsideAttack mate mateIn2 short,https://lichess.org/97RGGiEV#55
Wj5Ir,r4brk/6p1/p2p3p/3q4/3Bn3/3Q3P/PP3PP1/R3R1K1 b - - 2 27,e4c5 d4g7 f8g7 d3d5,1140,75,100,546,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/884kLPHj/black#54
Wj5K1,rnbqr1k1/pp3ppp/2p2p2/8/1b1P4/2NB4/PPP1NPPP/R2QK2R b KQ - 4 9,d8d4 d3h7 g8h7 d1d4,1468,88,86,72,crushing discoveredAttack kingsideAttack opening short,https://lichess.org/b2sd5VqL/black#18
Wj5Q5,6k1/p4pp1/6p1/4q3/P7/6P1/7P/5RKR w - - 0 39,h2h4 e5g3,1488,88,81,101,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/Y1yEaBww#77
Wj5h9,8/4p1kp/6p1/1q6/3P3b/2Q1P2P/P3K1P1/5R2 w - - 3 29,e2d2 b5f1,1114,120,57,26,advantage endgame hangingPiece oneMove,https://lichess.org/lEaKuHqL#57
Wj5hK,2k4r/ppp1q2p/3b1p2/8/4P1n1/1Q6/PPPN1PPP/3K1B1R w - - 1 16,d1c1 g4f2 f1a6 b7a6,1931,77,88,60,advantage middlegame short,https://lichess.org/tbtCOLDE#31
Wj63o,1r4k1/p4p1p/3Qb1p1/q1p5/1p2P1P1/P4P2/1bP1R3/1NKR4 w - - 0 24,c1b2 b4a3 b2a1 b8b1 a1b1 a3a2 b1b2 a5b4 b2a1 b4c3,2120,78,89,382,advancedPawn attraction discoveredAttack doubleCheck mate mateIn5 middlegame veryLong,https://lichess.org/OAkaztLd#47
Wj6GF,1rq2rk1/pppb1ppp/2nb4/3Bp1N1/8/BQP3P1/P2PPP1P/R3K2R b KQ - 12 12,d6a3 g5f7 a3c5 f7d6 g8h8 d6c8,2007,85,85,26,advantage discoveredAttack long middlegame,https://lichess.org/YGMVzsPK/black#24
Wj6Is,3q1r2/p4pk1/1r2p3/3p4/Q7/1NP1P1R1/PP3nP1/2K5 b - - 1 25,g7f6 a4h4 f6e5 h4f4,1994,75,98,1115,mate mateIn2 middlegame short,https://lichess.org/ftvCil5t/black#50
Wj6K6,r4rk1/pbp1p1bp/1p3npn/2P3N1/2B1NPP1/4B2P/P6R/1R2K3 b - - 2 21,b7d5 e4f6 e7f6 c4d5,1338,77,89,459,crushing kingsideAttack middlegame short,https://lichess.org/uVpYkdbD/black#42
Wj6pL,8/2p5/1pPp3k/3P1p1P/1P3P2/2B2BK1/8/1r6 w - - 7 45,f3e2 b1b3 g3h4 b3c3,1610,74,96,1555,crushing endgame pin short,https://lichess.org/vnwruGmT#89
Wj6wd,2rr2k1/pb3ppp/1p2pb2/3n4/1PNP4/PQ3BPq/5P1P/2BR1RK1 w - - 1 24,f3g2 h3g2 g1g2 d5f4 g2g1 f4e2,2087,77,94,1174,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/PCd4qeqV#47
Wj72H,r2qk1nr/pbp2ppp/1p2p3/4Q3/1b1P4/2N5/PPPB1PPP/R3KB1R b KQkq - 0 9,g8f6 e5b5 c7c6 b5b4,1454,78,75,73,advantage fork opening short,https://lichess.org/0h8yjUSF/black#18
Wj7H1,8/r1p3pk/rp1n1p1p/4BP1q/P5R1/7P/2Q2PP1/4R1K1 b - - 0 30,f6e5 e1e5 h7h8 g4g7 h8g7 f5f6 g7f6 e5h5,2344,145,33,18,attraction crushing discoveredAttack middlegame sacrifice veryLong,https://lichess.org/ZJ7JqYay/black#60
Wj7L3,r3r1k1/ppq2ppp/3b4/nQ1p4/3P4/P1P2N1P/3B1PP1/R3R1K1 b - - 6 19,a5c4 e1e8 a8e8 b5e8,1266,77,93,509,crushing kingsideAttack middlegame short,https://lichess.org/oLgc8k6n/black#38
Wj7NT,1r4qk/pbpnp2p/5n2/1p3Q2/6B1/2NP1Pr1/PPP5/2KR2NR b - - 3 20,f6g4 f5d7 g8g5 c1b1,1968,189,5,19,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/d0i0BPyT/black#40
Wj7ha,6Q1/2q2r1p/p7/1p1p4/3pPk2/1P1Bn1PP/P7/4R1K1 b - - 0 40,f4f3 e1f1 e3f1 g8g4 f3e3 g4e2,1910,151,76,8,endgame long mate mateIn3 sacrifice,https://lichess.org/Fb2V9lwN/black#80
Wj7oP,r4rk1/ppq4p/5Np1/5b2/3P3Q/1PP1b2P/P5P1/R4R1K b - - 7 23,g8h8 f6d5 c7d8 h4d8 a8d8 d5e3,1955,75,96,1675,advantage fork long middlegame,https://lichess.org/SnomJYC4/black#46
Wj7rE,r4rk1/pp2qppp/2p1b3/7N/8/1B4Q1/PPP3P1/5R1K b - - 9 25,g7g6 h5f6 e7f6 f1f6,1047,80,98,398,advantage kingsideAttack middlegame short,https://lichess.org/Brh5yt9f/black#50
Wj7tr,b4b1r/n2p2k1/2nq2p1/1p1QR1Bp/7P/1P1B4/5PP1/R5K1 w - - 0 26,a1a7 c6e5 d5d6 f8d6,1586,207,60,20,advantage middlegame short,https://lichess.org/pcXD0lmH#51
Wj813,2r1r1k1/p4p1p/1p1p2p1/3P2Bn/B3P1Q1/5R2/Pq1N2PP/5bK1 w - - 0 27,d2f1 b2d4 f3f2 d4a4,1536,76,86,87,advantage fork middlegame short,https://lichess.org/sTRs89b4#53
Wj81D,r2q1rk1/pp1n1pp1/2pbpn1p/3pN3/3P1B1Q/2PBPP1P/PP4P1/R3K2R b KQ - 2 13,d7e5 d4e5 d6e5 f4e5,1281,169,-15,9,advantage fork middlegame short,https://lichess.org/XaWFC4Eb/black#26
Wj8I5,r6r/p1pq2pp/k1Nb1nn1/4p3/2QpP3/5PB1/PP4PP/2R3K1 b - - 0 21,a6b7 c4b5 b7c8 b5a6,1924,74,99,852,mate mateIn2 middlegame short,https://lichess.org/jLn28YYl/black#42
Wj9L7,8/8/4K3/8/3bk3/8/2p2P2/2B5 w - - 4 53,f2f4 d4e3 c1b2 e3f4,1572,75,91,155,bishopEndgame crushing endgame interference short,https://lichess.org/jgUjcLNX#105
Wj9NA,1k2r2r/3p4/Qpnp4/1Nq4p/8/2PB4/2KR2P1/7R w - - 11 32,b5d6 c6b4 c2b3 b4a6,1328,78,90,203,crushing middlegame pin short,https://lichess.org/tyGzro7l#63
Wj9O1,4r1k1/5ppp/2R5/3pP3/8/4P2P/r4PPN/6K1 b - - 0 29,e8e5 c6c8 e5e8 c8e8,608,96,100,112,backRankMate endgame mate mateIn2 short,https://lichess.org/9t7xsbvD/black#58
Wj9Um,4q2k/1b2b1rp/pp2B3/2p1P3/P3Np2/1P3P2/2P1Q2P/3R3K w - - 1 30,d1g1 g7g1 h1g1 e8g6 e6g4 h7h5,1838,81,78,43,advantage attraction fork long middlegame,https://lichess.org/nLiokoxV#59
Wj9W9,r1b1k2r/pppp2pp/5n2/4N3/4P3/3B4/q1PQ1PPP/2R1K2R b Kkq - 0 14,e8g8 d3c4 a2c4 e5c4,1065,78,100,69,crushing fork middlegame short,https://lichess.org/ftnRWqkj/black#28
Wj9qu,1r5k/pB4p1/Q2p1q1p/2p5/4P3/P2p3P/1PPB2P1/6K1 w - - 0 25,d2c3 d3c2 c3f6 c2c1q,1780,81,70,54,advancedPawn crushing endgame promotion short,https://lichess.org/Wmuya99l#49
Wj9vQ,1r4k1/2N1r1pp/3Q1p2/8/P7/1q6/5PPP/5RK1 b - - 0 32,b3b4 d6b4 b8b4 c7d5 e7b7 d5b4,1791,74,98,150,advantage attraction endgame fork long,https://lichess.org/i1fzGNPi/black#64
WjA0W,1r3rk1/1p1b1p1p/2np2pn/p2Nb3/P1PN1PPq/1P6/1B4B1/R2Q1RK1 b - - 0 17,h6g4 d4f3 h4h5 f4e5,1768,95,57,26,advantage middlegame short,https://lichess.org/xW9hg9Am/black#34
WjA31,2N5/p6k/4pQ2/1p3b1p/2pP2q1/P1P1Pp2/5PPP/2RR2K1 w - - 3 29,g1f1 g4g2 f1e1 g2g1 e1d2 g1f2,1480,76,100,1087,deflection endgame long mate mateIn3,https://lichess.org/Q4VmOmbz#57
WjA3T,r1bqk2r/pp2bppp/2np1n2/1Bp1p3/4P3/3P1N2/PPP2PPP/R1BQKN1R w KQkq - 4 7,f1g3 d8a5 c2c3 a5b5,1447,122,71,10,advantage fork opening short,https://lichess.org/KNktObwL#13
WjA8k,2r3k1/6p1/5pNp/1p6/p7/P3K2P/1P4P1/2n2R2 b - - 1 33,c1b3 g6e7 g8f7 e7c8,898,116,85,23,crushing endgame fork short,https://lichess.org/2qGPztMF/black#66
WjADW,r3kb1r/ppq2ppp/5n2/8/8/1NN1B1Pb/PP2BP1P/Q3K2R b kq - 2 15,c7c6 e2b5 c6b5 c3b5,1190,77,89,257,advantage middlegame pin short,https://lichess.org/1SIR0u7k/black#30
WjAGr,5bk1/1ppq3p/p1p1rpp1/8/3pN1P1/1Q3P2/PPP5/R5K1 b - - 1 22,b7b6 e4f6 g8g7 f6d7,1064,87,98,263,crushing endgame kingsideAttack pin short,https://lichess.org/SA4zbIHa/black#44
WjAMv,8/4R3/6pp/2p4q/P4Q1P/3P2Pk/2P2P2/6K1 w - - 3 42,a4a5 h5d1 e7e1 d1e1,930,86,100,170,endgame mate mateIn2 short,https://lichess.org/Z5j761AG#83
WjAbu,4rr2/p6p/1pp2kp1/3P4/4p3/nP3B2/P1P1RPPP/4R1K1 b - - 0 28,e4f3 e2e8 f8e8 e1e8,1659,291,43,1,crushing endgame short,https://lichess.org/iC34N42L/black#56
WjAbx,5rk1/1Q2n2p/p5p1/q3P1N1/2bP4/4P3/P1B3PP/R4rK1 w - - 3 23,a1f1 f8f1,1321,80,91,147,mate mateIn1 middlegame oneMove,https://lichess.org/0y1w70q3#45
WjAme,q5rk/p2n4/3p3p/4p3/3P4/2P2Npb/PPQ2P1P/R3R1K1 w - - 1 21,c2e4 g3f2 g1f2 g8g2,1439,79,86,150,advancedPawn advantage attraction doubleCheck kingsideAttack middlegame short,https://lichess.org/0mUso22J#41
WjAwv,r2kr3/pp1P1pp1/2p2q1p/4p3/8/B6Q/P4PPP/3R2K1 b - - 0 24,e8e6 a3c5 d8c7 h3a3,2204,114,80,20,advantage clearance endgame short,https://lichess.org/Hn9g6iDI/black#48
WjAzh,2rq1rk1/pp1b1p2/4p1p1/3n2b1/3P4/2N2N2/PPQ1BP2/1K4RR b - - 1 19,g5f6 g1g6 f7g6 c2g6,1380,75,88,518,crushing kingsideAttack middlegame sacrifice short,https://lichess.org/IxyMTfLr/black#38
WjB7U,r2q1rk1/ppp1bp1p/3p2pQ/8/2P2PbP/2N1P3/PP1B4/R3KB1R w KQ - 1 15,h4h5 e7h4 h1h4 d8h4,1268,99,90,31,mate mateIn2 opening short,https://lichess.org/UH2QtQhf#29
WjBEw,rn2r1k1/pp1b1p1p/2q2PBB/2b1p3/3p4/8/PP3QPP/R4R1K b - - 0 22,h7g6 f2h4 c5f8 h6f8,2040,77,80,653,crushing middlegame short,https://lichess.org/R2hJa8pU/black#44
WjBcA,5rk1/p3pp2/np4pp/4N2n/8/2P1Q3/q1P2PPP/2KRR3 w - - 0 21,c1d2 f8d8 e5d3 a6c5 d2e2 c5d3 e2f1 a2c2,2393,77,80,117,advantage middlegame pin veryLong,https://lichess.org/UkfsVaGc#41
WjBnv,6Q1/2p1k2r/p2p1p1r/4p3/P1P5/3Pq2P/5RP1/5R1K w - - 3 29,f2f6 h6h3 g2h3 e3h3 h1g1 h3h2,1809,75,95,1646,endgame long mate mateIn3 sacrifice,https://lichess.org/CJUMxiTw#57
WjBzz,2k3r1/2p2p1r/4pB2/3pP1P1/2nP3P/pKP2R2/P7/7R w - - 2 36,h4h5 c4d2 b3a3 d2f3,976,77,100,311,crushing endgame fork short,https://lichess.org/CmzbGtqy#71
