PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
WkApv,8/5pkp/1p4p1/p1b3q1/8/6P1/5P1P/3R1QK1 w - - 8 37,f1b5 c5f2 g1f2 g5b5,844,153,41,52,crushing discoveredAttack endgame short,https://lichess.org/PudEBlzO#73
WkArI,1r1q1rk1/p3ppbp/6p1/8/3nB3/4B3/P4PPP/R2Q1RK1 b - - 2 16,d4e2 d1e2 g7a1 f1a1,1330,92,82,42,advantage middlegame short,https://lichess.org/RI06RgR6/black#32
WkBIX,r4r2/ppp1Q1k1/2b3p1/7q/2PP2nP/3B4/PP6/1K1R1R2 b - - 2 25,g7h6 f1f8 a8f8 e7f8,1176,86,95,103,crushing middlegame short,https://lichess.org/8Nz6iSfg/black#50
WkBMg,1r2r1k1/5pp1/2p1q2p/p2p4/3Q2PP/P1P1P3/4KP2/1R1R4 w - - 2 24,d4a4 b8b1 d1b1 d5d4 a4d4 e6a2 b1b2 a2b2,2032,85,71,47,clearance crushing endgame fork pin veryLong,https://lichess.org/8knfpeK5#47
WkBN3,r1b3k1/p3R1p1/1pp2nNp/3p1P2/3P4/1N1B3P/1qP3P1/6K1 b - - 1 31,f6h5 e7e8 g8f7 e8f8,1447,75,93,1063,hookMate kingsideAttack mate mateIn2 middlegame short,https://lichess.org/oSKPEtP2/black#62
WkBx6,8/1R6/3p4/8/2p3p1/2k1P1K1/Pr3PP1/8 w - - 4 36,b7b2 c3b2 a2a4 c4c3,1027,78,100,131,crushing endgame short,https://lichess.org/YAnWIPki#71
WkByM,rn3rk1/p4p1p/8/2P3B1/2bp4/2nNPQ2/3qBPPP/2R2K1R w - - 1 20,g5h6 c4d3 f3g4 d3g6,1792,85,82,37,advantage middlegame short,https://lichess.org/YuPzAQj9#39
WkC7g,r4r2/pb3pk1/q3pRnp/4B2Q/1p6/1P6/1P4PP/4R1K1 b - - 2 27,g6e5 h5h6 g7g8 e1e5,2146,75,95,1262,crushing intermezzo middlegame short,https://lichess.org/65104mI5/black#54
WkCCF,6k1/8/6pp/1p2qp2/1P6/6PP/2Q2P1K/8 b - - 0 43,f5f4 c2g6 g8f8 g6h6,1606,74,91,575,crushing endgame queenEndgame short,https://lichess.org/ErwcTATY/black#86
WkCPV,3rr1k1/bpq2p2/p1p2n1p/3nN2P/1P1P4/3Q4/P1B2PP1/R3R1K1 b - - 1 26,d5b4 d3g3 g8f8 e5g6 f7g6 g3c7,1815,76,100,120,advantage discoveredAttack long middlegame,https://lichess.org/Kw5sgRCq/black#52
WkCam,5k2/p3p2p/3rb2Q/8/2r5/2b3P1/P4P1P/4R1K1 b - - 5 29,f8e8 e1e6 d6e6 h6e6,1376,230,-9,28,advantage endgame short,https://lichess.org/0wpW6od0/black#58
WkCs1,2r4Q/3k1p2/p2q4/3pR2p/8/1PP5/P5PK/8 w - - 2 33,h8h5 f7f6 h5f7 d7c6 f7d5 d6d5,1712,74,91,242,crushing defensiveMove endgame long pin,https://lichess.org/nqYLijfA#65
WkDVm,3r1nk1/1b5r/1p1P2p1/p5p1/2B3n1/2N5/PP3RPP/5RK1 b - - 2 27,g8h8 f2f8 d8f8 f1f8,672,107,93,195,crushing kingsideAttack middlegame short,https://lichess.org/UbE71F06/black#54
WkDY4,rnbqk1r1/pp3p1p/3p4/2p1n1P1/3bP2P/2P2Q2/PP1P1P2/RNB1KBNR w KQq - 1 11,f3f6 e5d3 f1d3 d4f6,1578,149,67,7,advantage discoveredAttack middlegame short,https://lichess.org/MmA7VXbf#21
WkDdn,r2b4/1pp2p1k/p1n1r3/3N3p/5P2/P5N1/1P4P1/1R2R2K b - - 7 31,h7g6 f4f5 g6h7 f5e6,1364,77,94,826,crushing fork middlegame short,https://lichess.org/JG4y8vTG/black#62
WkDeG,r3k3/pb1Rr1bp/1pp3p1/4p1N1/4P3/4B2P/PPP2PP1/5RK1 w - - 3 18,f1d1 e7d7 d1d7 e8d7,1211,82,89,61,advantage master middlegame short,https://lichess.org/MtF4LnUi#35
WkDpY,1r1q1r1k/6pp/1n1p4/3npQB1/1P6/1B1P3P/5PP1/R3R1K1 w - - 0 24,f5e4 d8g5 b3d5 f8f4,1863,75,91,364,advantage middlegame short,https://lichess.org/XVN5gLAQ#47
WkE3u,8/4PQpk/7p/3p3P/1q6/5K2/1P6/8 b - - 0 48,b4b3 f3g2 b3c2 g2g3,2690,95,74,146,crushing defensiveMove endgame master queenEndgame short,https://lichess.org/0cXJCS2K/black#96
WkE4N,2r3k1/6b1/3r4/p2q1B1Q/P2P4/1p6/1P3P2/R1nR1K2 b - - 0 35,d6h6 f5h7 g8h7 h5d5,1585,139,67,8,crushing discoveredAttack middlegame short,https://lichess.org/jTZlA2JV/black#70
WkE7c,r2qkb1r/ppp2ppp/2n5/3pP3/3P2b1/2NBpN2/PPP3PP/R2Q1RK1 b kq - 3 10,g4f3 d1f3 d8e7 c3d5 c6d4 f3e4,2613,114,87,257,advantage capturingDefender long opening,https://lichess.org/Jt4ABlRa/black#20
WkEBN,r1bq1rk1/ppp2ppp/3b4/4n2Q/2B2p2/P1NP4/1PP2PPP/R1B2RK1 w - - 4 11,c4a2 c8g4 h5g4 e5g4,1435,75,76,379,crushing opening short trappedPiece,https://lichess.org/vqIfShiK#21
WkEI6,rn3rk1/1b3ppp/p7/1p1N4/3N4/6P1/P3PPBP/2R3K1 b - - 0 16,b8d7 d5e7 g8h8 g2b7,1313,75,94,971,advantage discoveredAttack middlegame short,https://lichess.org/AtwnJEMo/black#32
WkEl6,5rk1/6b1/1BNp3p/1p1Pp1p1/1P2P1n1/5qP1/7P/1QR3K1 w - - 1 30,c1f1 f3e2 f1f8 g7f8,1957,77,91,386,crushing middlegame short,https://lichess.org/QAvwzVTw#59
WkEle,3r1q1k/1b4bp/p3B1p1/1p6/3N4/8/PP1Q2PP/5RK1 b - - 2 25,g7d4 d2d4 d8d4 f1f8 h8g7 f8f7,1563,76,84,189,advantage long middlegame,https://lichess.org/AOh9NUey/black#50
WkFDE,r3r2k/p4Q1p/3p4/3B1pq1/1P2p3/P3P2b/5PP1/3R1RK1 w - - 0 29,d5a8 g5g2,1039,81,96,592,mate mateIn1 middlegame oneMove,https://lichess.org/LkGpETi7#57
WkFDQ,r6k/5p2/p1b1B2p/1p5Q/3q4/6P1/PP3P2/R5K1 b - - 0 26,f7e6 h5h6 h8g8 h6e6 g8g7 e6c6,1183,85,91,78,advantage endgame exposedKing fork long,https://lichess.org/WtqeIZhA/black#52
WkFGX,5k1r/p1R3pp/3ppp2/4n3/QP6/5q1P/P3KP2/2R5 w - - 8 29,e2d2 f3d3 d2e1 e5f3,1247,75,79,250,endgame mate mateIn2 short,https://lichess.org/hWhyODSS#57
WkFO1,8/7k/4p3/3pP1N1/3P4/2n1K3/8/8 b - - 1 47,h7g6 g5e6 c3b5 e6f4 g6f5 f4d5,1533,75,91,294,crushing endgame exposedKing knightEndgame long,https://lichess.org/zkGukSyW/black#94
WkFSQ,8/pq4k1/4Qpp1/7p/7P/4R1P1/P4PK1/2r5 w - - 7 36,g2h3 b7h1,853,87,66,51,endgame mate mateIn1 oneMove,https://lichess.org/58TTxm6a#71
WkFjt,1r3rk1/6pp/3p1p1b/1p2q3/2pnP3/P1N4N/1P3QPP/3R1RK1 w - - 4 26,f2d4 e5d4 d1d4 h6e3 h3f2 e3d4,1145,84,89,53,attraction crushing fork long middlegame,https://lichess.org/wdaGq7FO#51
WkFvX,6k1/p1p2ppp/b1p5/2qp2P1/5P1P/2P2RQ1/P3r3/3B3K b - - 1 27,e2a2 f3e3 g8f8 g3e1 a2e2 e3e2,1500,500,100,0,endgame equality long quietMove,https://lichess.org/eE0SKARG/black#54
WkFyl,r3kb1r/pbp1qppp/1p1pn3/8/2P2n2/3PBB2/PP2QKPP/RN4NR w kq - 0 13,f3b7 f4e2 b7c6 e8d8,1383,79,83,54,advantage opening short,https://lichess.org/QTooWT0A#25
WkG5n,r4k2/5p2/pp5N/5Qp1/PPq1n3/2Pp1N1P/3R4/5K2 w - - 1 34,f5h7 e4d2 f3d2 c4f4,996,88,90,80,advantage clearance middlegame short,https://lichess.org/yN45fJ4T#67
WkG8q,r4rk1/ppp3p1/3pP2p/6q1/4pRp1/2N1P3/PPP3PP/R2QN1K1 w - - 0 17,f4g4 g5e3 g1h1 f8f1,1117,77,100,252,backRankMate mate mateIn2 middlegame short,https://lichess.org/aOUuKW14#33
WkG9g,1n1r4/ppk1rp1p/2p2pb1/2bp1B2/3N4/P1N1PPP1/1PPK3P/4R2R w - - 9 18,e1e2 c5d4 e3d4 e7e2 c3e2 g6f5,1622,114,48,14,advantage long middlegame,https://lichess.org/H9PNiDVB#35
WkGIh,r3kr2/3b2nR/3Qp3/3pPP2/8/p1P5/PP1N2q1/2KR4 b - - 0 27,g7f5 d6d7,1472,76,92,357,mate mateIn1 middlegame oneMove,https://lichess.org/4EJfStri/black#54
WkGSW,4N1R1/5p2/4p1pk/4P2p/5P1P/4n3/6PK/r7 b - - 11 42,a1a2 g8h8,1184,84,95,175,endgame mate mateIn1 oneMove,https://lichess.org/sae3yog4/black#84
WkGbR,8/3R3p/1k3p2/4pP2/2r4p/5P1K/6P1/8 b - - 1 48,c4c7 d7c7 b6c7 h3h4 e5e4 f3e4,1437,119,73,16,crushing endgame long rookEndgame,https://lichess.org/xBhuM35J/black#96
WkGid,r5k1/1p4pp/2q5/P2bp3/8/2B1b3/1Q4PP/R2B3K w - - 2 35,c3e5 a8f8 d1b3 f8f2,2238,83,91,265,advantage middlegame quietMove short,https://lichess.org/8aOx56XV#69
WkGnm,r1b2rk1/pp4pp/4P2n/5P2/2B5/P2P3P/1PP1KP2/R6R b - - 0 17,f8f5 e6e7 c8e6 c4e6,1117,83,97,382,advancedPawn crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/Xeh7MP3f/black#34
WkGr1,r3qrk1/ppp3pp/4b3/4b3/4Q3/2P1P3/PPB3PP/R3BRK1 b - - 0 18,e5h2 g1h2 f8f1 e4h7,1251,77,70,104,advantage middlegame short,https://lichess.org/JySd3EPC/black#36
WkH6s,r2qk1nr/ppp2p2/1nb1p1pp/3pP1b1/3P1N2/2PB1N2/PP3PPP/R1BQK2R w KQkq - 2 12,f4e6 f7e6 d3g6 e8d7 f3g5 h6g5,1500,500,100,0,equality long opening,https://lichess.org/znn1YbFo#23
WkHBw,5qk1/p2r1ppp/1pp5/8/3PQ3/7P/P5P1/3R2K1 b - - 1 27,f8d6 e4e8 d6f8 e8d7,1015,76,100,439,crushing deflection endgame short,https://lichess.org/qTijPESJ/black#54
WkHps,8/1p3B2/p2N2pp/7k/4R2P/3r3P/Pr6/6K1 w - - 0 35,d6f5 d3d1 e4e1 d1e1,1074,139,100,20,endgame mate mateIn2 short,https://lichess.org/oipODGfi#69
WkHuX,2r5/1p2b1pp/p2pkp2/P1rRp3/2N1P3/1PPR1P2/6PP/6K1 w - - 3 26,c4d6 c5d5 d3d5 e7d6,1685,75,93,921,advantage endgame intermezzo short,https://lichess.org/uNoKKSVG#51
WkI6q,4r1k1/r4ppp/qR6/2n1p3/3pB3/3P2P1/4QP1P/1R4K1 b - - 5 32,a6a3 b6b8 a7e7 e4c6,2165,77,89,258,crushing middlegame short,https://lichess.org/soLvAvp3/black#64
WkIOa,3r2k1/1q4pp/4Q3/1p6/2p1R3/2P4P/1r4P1/R6K b - - 0 31,g8h8 e6e8 d8e8 e4e8,919,85,90,96,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/g11hBF2M/black#62
WkISo,r3r1k1/1R4p1/6p1/p4p2/2p5/3q2N1/Q4PPP/2R3K1 w - - 0 27,c1c4 e8e1 g3f1 d3f1,1501,76,84,355,mate mateIn2 middlegame short,https://lichess.org/LdrRGgYD#53
WkIs2,r4rk1/pp3ppp/5b2/8/2bN4/1Pn1B2P/P4PP1/R1R3K1 w - - 0 21,b3c4 f6d4 e3d4 c3e2,1530,75,93,875,advantage middlegame short,https://lichess.org/ySHCnhTi#41
WkJ6q,r2q1rk1/4ppbp/b2p1np1/nNpP4/4P3/3Q1NP1/PP3PBP/R1B2RK1 w - - 1 13,f3d2 c5c4 d3e2 a6b5,1765,80,78,95,advantage interference middlegame short,https://lichess.org/7lKo1ksA#25
WkJ81,3r1rk1/p1q2ppp/1p1p4/3Np1Pn/1P2P3/5P2/P1PQ3P/R4RK1 b - - 0 19,c7c6 d5e7 g8h8 e7c6,1032,224,-41,4,crushing fork middlegame short,https://lichess.org/JTmOdIrM/black#38
WkJN1,r2q1rk1/p2b2pp/n3pb2/3p4/N1pP2Q1/P5P1/5PBP/R1B1R1K1 b - - 1 18,f6d4 g4d4,1500,500,100,0,equality hangingPiece middlegame oneMove,https://lichess.org/f3zyxAwy/black#36
WkJXJ,r4rk1/p2n1ppp/1ppb4/3p4/7q/5QPP/PPB2P2/R1B1R1K1 b - - 0 16,h4h3 c2f5 h3f5 f3f5,1620,74,97,2840,advantage middlegame short trappedPiece,https://lichess.org/8Jq26SBd/black#32
WkJbF,5rk1/1p4pp/pq2p2n/3pP3/3P3b/PP1QBr1B/2R3KP/2R5 b - - 5 26,h6f5 g2f3 f5e3 f3e3 h4g5 e3e2 g5c1 c2c1,1778,80,87,71,advantage hangingPiece middlegame veryLong,https://lichess.org/DNlh8YCs/black#52
WkKMj,3r1r2/5pk1/1q1p1npp/p1pb1P2/1pP5/3Q2NN/PP4PP/R4RK1 w - - 0 24,c4d5 c5c4 g1h1 c4d3,1069,76,100,772,crushing discoveredAttack middlegame short,https://lichess.org/ru7aXMc7#47
WkKVe,r1b2rk1/ppp1n1pp/2n2p2/3qp3/3P4/PP2PN1P/4BPP1/RN1QK2R b KQ - 0 11,e5d4 e2c4 d5c4 b3c4,1316,77,89,402,crushing opening pin short,https://lichess.org/Nz13eHM9/black#22
WkKZV,r2q1rk1/bp2nppp/p7/4Pn2/1P3P2/P1NQB3/6PP/3R1R1K w - - 2 19,e3a7 d8d3 d1d3 a8a7,1557,75,90,371,advantage intermezzo middlegame short,https://lichess.org/fM0wdRaE#37
WkKcg,4qb2/1p4k1/p1np2bR/P3p1Q1/1P2P3/2P2PP1/B7/6K1 w - - 1 43,f3f4 f8e7,1500,500,100,0,equality middlegame oneMove,https://lichess.org/IJv8YECV#85
WkL2J,8/2N5/8/p4k2/6R1/5n1P/r7/5K2 w - - 1 52,g4c4 f3d2 f1e2 d2c4,1353,87,74,33,crushing discoveredAttack endgame fork short,https://lichess.org/olqLlsYX#103
WkLC7,r1b2rk1/ppp2pp1/3p3p/4nP2/4P2q/PBP5/1P1NQ1PN/R6K b - - 3 24,e5g4 e2g4 h4g4 h2g4,1056,82,98,310,advantage middlegame short,https://lichess.org/nBMcOXIE/black#48
WkLF6,8/pp2kpp1/2p1n2p/4Pn1P/PPB1NP2/6P1/6K1/8 w - - 3 36,b4b5 f5e3 g2f3 e3c4,1094,111,43,28,crushing endgame fork short,https://lichess.org/rvx6NXyJ#71
WkLHE,8/p5pk/7p/3P3r/2Pnq3/1P4P1/P4Q1P/2B2RK1 w - - 1 44,c1b2 d4e2 f2e2 e4e2,1308,77,99,2029,crushing endgame short,https://lichess.org/ZxqfgPqL#87
WkLMC,2r1nQ1k/7p/4p1pP/p1qpP3/1p6/1P6/P1P2RP1/1KR5 b - - 2 30,c5f8 f2f8,686,98,100,173,endgame mate mateIn1 oneMove,https://lichess.org/0b7OYGPa/black#60
WkLMS,4R3/1p3ppk/2p4p/1pQ5/8/r2r1P1P/3q2P1/1R4K1 b - - 7 40,a3a2 c5f5 g7g6 f5f7,1223,76,92,147,endgame mate mateIn2 short,https://lichess.org/nvdk5rD2/black#80
WkLQ6,4rR2/p1r1B1P1/1pkp2P1/2p1n3/8/8/P6P/6K1 b - - 5 39,e5g6 f8e8 g6e7 e8e7 c7e7 g7g8q,1334,77,89,340,advancedPawn advantage endgame hangingPiece long promotion,https://lichess.org/R4EbeKPn/black#78
WkLaL,1rb2r2/4q2k/2ppP1pp/3P1p2/1pP2R2/pP5R/P2Q2PP/6K1 b - - 1 29,c6d5 f4f5 g6g5 f5f8 e7f8 h3f3 f8f3 g2f3,2424,107,68,40,advantage middlegame veryLong,https://lichess.org/iBhnlmVw/black#58
WkLjG,6k1/ppq2pp1/2b4p/5Q1P/7r/1BP5/PP3PP1/3R2K1 w - - 1 30,b3f7 c7f7 d1d8 c6e8 f5e5 g8f8,1966,75,92,728,advantage defensiveMove endgame long,https://lichess.org/7VqUcCbb#59
WkLkn,2r5/p1r1b2k/1p2qP1p/3p2p1/3P1B2/1RP3Q1/6PP/2R3K1 b - - 0 33,g5f4 g3g7,1190,78,91,104,mate mateIn1 middlegame oneMove,https://lichess.org/CM6IBohQ/black#66
WkLlW,2r2b1r/3q1k2/p3ppp1/1p5p/3P1Q2/5PP1/PPbBP1BP/2R2RK1 w - - 2 24,d2c3 f8h6 f4h6 h8h6,1875,74,93,785,crushing middlegame short,https://lichess.org/fmBCDr9M#47
WkLtC,2r2rk1/1p1bbppp/pq1ppn2/4n3/P2NP3/2N5/BPPBQPPP/R4RK1 w - - 9 14,a2b3 b6d4 d2e3 d4b4,1556,90,84,73,advantage hangingPiece middlegame short,https://lichess.org/3FjvhfKx#27
WkLuB,3r2k1/pb3pp1/1p2pq1p/8/3r2PP/P4P2/1PR1B3/1K2QR2 b - - 0 23,b7c6 c2c6 d4d2 c6c3,2421,89,64,43,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/v7qPgqW0/black#46
WkM0I,4r2k/pp4pp/3p1r2/2p1qP1Q/4PR2/7P/PPP5/6RK b - - 3 27,e5f4 h5e8 f6f8 e8f8,788,85,86,168,endgame hangingPiece mate mateIn2 short,https://lichess.org/uUZUJL0Z/black#54
WkM2r,rn2qrk1/1bpp3p/p2n2p1/1p1p3P/3Q2P1/2N2N2/PPP1BP2/R3K2R b KQ - 0 16,f8f3 h5g6 e8g6 e2f3,1920,82,73,51,crushing middlegame short,https://lichess.org/F4SZ5fVC/black#32
WkMJn,r1bk1b1r/p3qppp/2pN4/2p1P3/3p2n1/P4N2/1P1P1PPP/R1BQ1RK1 b - - 1 12,g4e5 f3e5 e7d6 e5f7,1358,78,88,988,crushing opening short,https://lichess.org/2DywhixI/black#24
WkN2G,2r2rk1/1b2bppp/p3p3/1p2P2P/3q4/P2B1N2/1P3PPR/R2QK3 b Q - 1 18,b7f3 d3h7 g8h7 d1d4,1418,124,88,12,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/KEAQgy65/black#36
WkNHS,r1b2rk1/pppp1ppp/8/2P5/6nq/1BN5/PPP3PP/R1BQ1K1R w - - 7 12,g2g3 h4f6 c1f4 g4e3 f1f2 e3d1,2110,100,72,21,crushing exposedKing long opening pin,https://lichess.org/MyhfkTbo#23
WkNIA,8/7p/1pk5/p1r5/P3RPP1/8/5K2/8 b - - 1 41,c6d5 e4e5 d5d6 e5c5,943,87,89,58,crushing endgame rookEndgame short,https://lichess.org/tBDRPCXZ/black#82
WkNW5,r1r1nk2/1b1pn2p/4p2Q/p6P/3NP3/3B4/2P1K3/8 b - - 2 32,e8g7 h6f6 f8e8 f6g7,1526,77,90,158,crushing deflection middlegame short,https://lichess.org/0WLrG1hq/black#64
WkNae,7r/p1p2qk1/2Q1P1p1/8/7b/P3PN2/1r3PP1/2R3K1 w - - 0 25,e6f7 h4f2 g1f1 h8h1 f3g1 h1g1,1353,76,63,236,endgame long mate mateIn3,https://lichess.org/x27CDtBZ#49
WkNbl,R7/P3k1pp/8/5p2/8/5pP1/3p3P/6K1 w - - 0 43,g1f2 d2d1q a8e8 e7e8,1004,78,100,272,advancedPawn advantage endgame promotion short,https://lichess.org/mnL0vrkU#85
WkNl6,2k4r/pp1rb2p/2n1R1p1/1B6/8/8/PPP2PPP/R1B3K1 w - - 0 15,b5c6 d7d1 e6e1 d1e1,630,94,100,411,backRankMate mate mateIn2 middlegame short,https://lichess.org/8w5PoUhc#29
WkNvn,rnb1k2r/pp1p1ppp/2p1pB2/8/2qP4/4P3/P3KPPP/R2Q1BNR w kq - 0 9,d1d3 c4d3 e2d3 g7f6,1219,75,97,888,advantage opening short,https://lichess.org/nJ2itVfG#17
WkO5a,3rr1k1/2p2Rp1/1pp3qp/6n1/2Q5/2N5/PPP3PP/5RK1 b - - 2 23,b6b5 f7f8 g8h7 c4g8,1692,75,96,2039,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/tPB65zcW/black#46
WkO8b,rnb2rk1/pp3ppp/3B4/8/8/2P5/Pq2PPPP/R2QKB1R w KQ - 0 11,d6f8 b2c3 d1d2 c3a1,1353,75,100,259,crushing deflection middlegame short,https://lichess.org/ewI7CAUF#21
WkODj,r5k1/1p1b1p2/p6p/3p1Bp1/P2N2nB/2P1R2K/1P1Q2Pq/R7 w - - 2 24,h3g4 h2f4 g4h5 f4h4,2116,74,96,875,mate mateIn2 middlegame short,https://lichess.org/uis9Zkdx#47
WkOPt,6k1/p1pR4/1q4pp/4pr2/6Q1/7P/Pr4P1/7K b - - 1 29,f5g5 d7d8 g8f7 g4d7 f7f6 d8f8,1260,76,100,631,endgame exposedKing long mate mateIn3,https://lichess.org/f1DtlTtj/black#58
WkOWS,r7/P3kp2/6p1/3P4/2K5/R3P2p/8/8 w - - 1 51,c4c5 g6g5 a3a1 g5g4,2281,165,18,13,crushing defensiveMove endgame quietMove rookEndgame short,https://lichess.org/OinsK11R#101
WkOeI,r5r1/p7/k1Qp4/1Rb5/P7/3p2P1/4q2P/7K b - - 7 40,c5b6 b5a5 a6a5 c6b5,1748,83,65,34,attraction endgame mate mateIn2 pin sacrifice short,https://lichess.org/Clvt4zfw/black#80
WkOlN,2rq1rk1/pb2bppp/1p6/3p2P1/3Rp3/1NPnP2P/PPQ1KPBB/6R1 b - - 3 22,e7g5 g2e4 d5e4 d4d8,1500,500,100,1,equality middlegame short,https://lichess.org/iD59Ni04/black#44
WkOy8,2q1r1k1/p3rppp/2p5/2pp2N1/2P5/PP1P3b/3Q1P2/RN2R1K1 w - - 0 21,e1e7 c8g4 g1h2 g4g2,1364,82,68,63,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7XRAKUTz#41
WkP7G,6k1/7p/8/1r2p3/8/8/6PP/4R2K w - - 2 34,e1e4 b5b1 e4e1 b1e1,616,101,44,65,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/bDoeSmtS#67
WkPDj,2r3k1/pb1qr1p1/1p1B4/3p2N1/3p4/2PQ1P1P/PP4P1/R5K1 b - - 3 23,d7d6 d3h7 g8f8 h7h8,935,82,100,233,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ZEDpeKH2/black#46
WkPJ4,r1b1k2r/np1pbppp/1q2pn2/1Np5/Q1P1P3/3P1N2/PP3PPP/R1B1R1K1 b kq - 0 10,d7d6 b5c7 e8d8 c7a8,1911,76,92,104,advantage doubleCheck middlegame short,https://lichess.org/AkMtZZPM/black#20
WkPR2,4r1k1/pppQ1ppp/3p4/6Nq/2Pb4/P6P/1P3PP1/R5K1 b - - 7 21,d4f2 g1f2 h5e2 f2g1,1784,75,91,619,advantage endgame hangingPiece short,https://lichess.org/s6bSSu0B/black#42
WkPXH,rn1qk1nr/pbp2ppp/1p2p3/4N3/2PP4/8/P1P2PPP/R1BQKB1R b KQkq - 0 8,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1491,94,87,44,crushing long opening pin trappedPiece,https://lichess.org/9IRsuSvo/black#16
WkPbx,r1b2n1r/pppnqR1k/4p2p/3pP3/3P2Q1/2N5/PPP3PP/5RK1 b - - 1 22,e7f7 f1f7,884,93,73,49,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/cLmQAu9Q/black#44
WkPgb,r2qkbnr/ppp2pp1/3p3p/4N3/2B1PpbP/2N5/PPPP2P1/R1BQ1RK1 b kq - 0 8,g4d1 c4f7 e8e7 c3d5,1622,74,94,2310,attackingF2F7 mate mateIn2 opening short,https://lichess.org/HCy9Ettw/black#16
WkPuK,r4rk1/5ppp/p1R1qb2/1pR5/2b2B2/P4N1P/1PQ2PP1/6K1 b - - 6 25,e6e2 c5c4 e2c4 c6c4,1737,76,81,318,advantage middlegame short,https://lichess.org/CcNOm2sY/black#50
WkQ3Z,rn1qkbnr/pb3ppp/4p3/1p2N2Q/2pPpB2/2P5/PP3PPP/RN2KB1R b KQkq - 1 8,d8f6 f4g5 g7g6 g5f6 g6h5 f6h8,1619,74,100,423,advantage long middlegame trappedPiece,https://lichess.org/if9zx7k4/black#16
WkQ62,r2k1b1r/p2n3p/1p2p2n/1P1p2p1/3PP3/P2B3P/1P1B1P2/2R1K2R b K - 2 18,d5e4 d3e4 a8b8 d2g5,2015,77,86,121,advantage middlegame short,https://lichess.org/NOkRL3PY/black#36
WkQJ2,r1b1k2r/ppppn1p1/1q2p2p/1Bb1N3/3p4/2NP4/PPP2PPP/R2Q1RK1 b kq - 1 11,e8g8 e5c4 d4c3 c4b6,2147,81,91,223,advantage opening short trappedPiece,https://lichess.org/vyBqnDpB/black#22
WkQNQ,r4rk1/ppn2p2/4b1pQ/4P1B1/8/3q4/P5PP/6RK b - - 1 22,c7d5 g5f6 d5f6 e5f6 g6g5 h6g7,1378,75,94,668,long mate mateIn3 middlegame quietMove,https://lichess.org/AaSHW7vn/black#44
WkQRp,4r2k/p1p1rpp1/2p1qn1p/2P5/7Q/2P4P/PP3PP1/R1B2RK1 w - - 0 20,c1h6 g7h6 a1e1 e6f5,1500,500,100,0,equality middlegame short,https://lichess.org/Ix0nciVH#39
WkQYo,r4rk1/p4qpp/2p5/2P1p3/2R5/P2P2Nb/5P1P/R1BQ2K1 w - - 1 26,c4h4 f7f2 g1h1 h3g2,1172,79,100,289,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/3LI0n0Ka#51
WkQdb,4kb1r/pq3bpp/4pp2/Q2p3P/1ppP2P1/P3PP2/1PP1B3/R3K1R1 w Qk - 0 23,a3b4 f8b4 a5b4 b7b4,1117,129,80,19,crushing fork middlegame short,https://lichess.org/p1ul9Npj#45
WkQeP,2rq4/Qp3rkp/3p1pp1/3n1b2/2pN4/N6P/PP3PP1/R3R1K1 b - - 2 23,f5d3 d4e6 g7g8 e6d8,1083,78,100,93,crushing fork master middlegame short,https://lichess.org/CXPUZ8xX/black#46
WkQlk,r7/p7/2p2Q2/3p2qb/2pP1R1k/P1P5/1P4P1/6K1 b - - 15 41,h5g4 f4g4 h4g4 f6f3 g4h4 f3h3,2147,75,96,954,attraction endgame long mate mateIn3 pin sacrifice,https://lichess.org/IWfbcUQF/black#82
WkQnf,rnbqr1k1/ppp1bppp/8/3pN3/8/2PBB3/PPP2PPP/R2Q1RK1 b - - 1 10,b8d7 d3h7 g8h7 e5f7,2436,84,84,122,crushing deflection kingsideAttack opening short,https://lichess.org/IvMKKd6Q/black#20
WkQpL,3r1r1k/ppp1Nppp/5R2/8/8/P6P/1PPq1QP1/5R1K b - - 0 24,g7f6 f2f6,978,82,100,289,endgame mate mateIn1 oneMove,https://lichess.org/7TrRLDbm/black#48
WkQtn,2r5/p1r2p1p/4p1k1/1q1pQ1p1/3PP1P1/4P2P/PP1RK3/7R w - - 8 27,e2f2 c7c2 e4d5 c2d2,1316,75,83,370,crushing endgame short,https://lichess.org/HuG6vqH4#53
WkQv2,3r4/1pr1p1k1/p3R1pp/8/3N4/2P5/PP5P/1K6 b - - 1 34,d8d6 e6d6 e7d6 d4e6 g7f6 e6c7,1367,79,92,436,advantage endgame fork long,https://lichess.org/1UnJhG27/black#68
