PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
XCooh,6k1/3q1pp1/1b1p3p/pN1Pp3/Ppr1P3/5P1P/1Q4PK/2R5 b - - 4 29,d7c8 b5d6 c4c1 d6c8,1314,205,-69,5,advantage endgame fork short,https://lichess.org/L67hllMK/black#58
XCooq,r4Qk1/p3r2p/6pB/1p2P3/2p5/8/6PP/5R1K b - - 1 32,a8f8 f1f8,1266,118,0,14,endgame mate mateIn1 oneMove,https://lichess.org/TsH3BWsa/black#64
XCouB,2r5/3p1k1p/3Pp1p1/pP3p2/P2R1PP1/5K1P/2r5/R7 w - - 1 35,g4f5 c8c3 d4d3 c3d3,1461,76,88,164,crushing endgame rookEndgame short,https://lichess.org/Izzfz8MD#69
XCouX,r2r2k1/p3Rp1p/1p4p1/8/4P3/4Q3/q4PPP/2R3K1 b - - 0 22,a2d2 e7e8 d8e8 e3d2,1350,77,95,2609,advantage deflection endgame master short,https://lichess.org/DexjsOrA/black#44
XCp80,1k1r4/ppp2ppp/2n5/8/3P2n1/2PQPN2/6PP/R3q2K w - - 0 20,a1e1 g4f2 h1g1 f2d3,816,84,100,177,crushing endgame fork short,https://lichess.org/X31zq0Pi#39
XCp9g,r1bqr1k1/1p3pp1/p1n4p/2b1p1N1/4Q2P/2NP4/PP1B1PP1/2KR3R b - - 0 15,f7f5 e4c4 c8e6 g5e6,1775,81,74,40,crushing fork middlegame short,https://lichess.org/rZpc8JyO/black#30
XCphy,2r2Q2/p1pk3q/1n1pN3/1P1P2P1/4p3/B3P2P/5P2/2R3K1 w - - 3 40,f8f5 h7f5 c1c7 c8c7,810,94,78,46,crushing hangingPiece middlegame short,https://lichess.org/ZN8M0vVI#79
XCpnV,r3qbk1/p1p5/2ppb2p/4P1p1/4N3/3Q2P1/PPP3PP/R5K1 b - - 1 18,e6f5 e4f6 g8h8 d3f5,1485,74,94,152,advantage discoveredAttack fork middlegame short,https://lichess.org/QqSODAx5/black#36
XCpuC,r2qk1nr/1p1nb3/p2pQP2/2pP3p/2P2p1p/3B4/PP3P2/R4RK1 b kq - 0 20,d7f6 d3g6 e8f8 e6f7,1112,79,64,98,mate mateIn2 middlegame short,https://lichess.org/HECvHKJL/black#40
XCqKy,6k1/4q1p1/3p3p/3b4/1P6/2Q2N1P/4rPP1/5RK1 w - - 0 31,f1e1 d5f3 e1e2 f3e2,1683,76,93,531,advantage endgame short,https://lichess.org/P73FMZoK#61
XCqWX,r4k2/p5bp/2p3p1/5p2/P1Bp1q2/7P/1B2R1P1/6K1 b - - 1 28,d4d3 b2a3 c6c5 a3c5 f4d6 c5d6,1512,75,95,1459,endgame exposedKing long mate mateIn3,https://lichess.org/HqWBzi7m/black#56
XCqaw,r3q1k1/1pp3b1/3pp1P1/3n1rNp/p2P3B/P1Pb3P/1P1N1P1Q/2K1R2R b - - 2 24,f5g5 h4g5 d5c3 b2c3,1500,500,100,3,equality hangingPiece middlegame short,https://lichess.org/kxVCweKm/black#48
XCqgD,7r/p1p5/1p6/3p2k1/3P1Rb1/2P5/PP5K/5R2 w - - 5 37,h2g2 g4h3 g2g3 h3f1,1500,500,100,0,endgame equality short skewer,https://lichess.org/j5gnlTbn#73
XCr2z,5r2/1p3pkp/3Q2pn/3Np3/4P3/1N3PPb/2qR1K1P/8 b - - 4 31,c2b3 d6f6 g7g8 d5e7,1108,78,100,164,mate mateIn2 middlegame short,https://lichess.org/hwqs8z1C/black#62
XCr5x,rn2k1nr/ppp2ppp/8/4Pb2/2q5/2BB4/PPK3PP/RN1Q2nR b kq - 1 12,f5g4 d3c4 g4d1 c2d1,1243,78,92,482,advantage opening short,https://lichess.org/g91GkSpu/black#24
XCrI6,rn4rk/bp1nqp1p/p1p1P2B/3p1Q2/2b5/2N3P1/PP3PBP/R3R1K1 b - - 0 18,e7f6 f5f6 d7f6 e6f7,1637,105,-75,15,advancedPawn advantage kingsideAttack middlegame short,https://lichess.org/GDqOxXnl/black#36
XCrMB,r1r3k1/5ppp/p3p3/1p6/8/3RQP2/2q3PP/4RK2 b - - 1 25,c2c5 d3d8 c8d8 e3c5,1163,77,92,395,advantage deflection endgame short,https://lichess.org/CQQWagEv/black#50
XCrg9,r5k1/pp1bq1B1/2n1p1Q1/8/8/4P3/P3KPPP/3R4 b - - 0 22,e7g7 g6g7 g8g7 d1d7,1500,500,100,0,attraction endgame equality short,https://lichess.org/gvXkxoxu/black#44
XCrmZ,3r1rk1/1p1nqppp/p2R4/8/4Pp2/1N6/PPP1Q1PP/1K1R4 w - - 2 19,e2f3 d7e5 d6d8 e5f3,1400,76,91,879,advantage middlegame short,https://lichess.org/hI4q09rr#37
XCro7,8/7p/3Q2p1/5b2/6k1/8/1rq4P/3RKR2 w - - 0 33,d1d4 g4h5 f1f5 g6f5,1871,78,80,39,crushing defensiveMove endgame master short,https://lichess.org/ZVMNhyco#65
XCrwM,1B4k1/p4ppp/1p6/1Q6/1N6/7P/Pq3PPK/4r3 w - - 0 31,b8a7 b2f2 b4d5 e1e2,2219,83,89,383,crushing endgame short,https://lichess.org/oSxKBQdD#61
XCrzA,3r1r1k/pp4pp/2p5/5p2/5B2/Q7/B3RPPP/1q4K1 w - - 0 25,a2b1 d8d1 e2e1 d1e1,616,99,100,199,backRankMate endgame fork mate mateIn2 short,https://lichess.org/0inColc0#49
XCs3M,6k1/p1q4p/1p4p1/4Rp2/1Pr2P2/P6P/1Q4P1/6K1 b - - 0 33,c4f4 e5e8 g8f7 b2h8 c7d6 e8d8 d6d8 h8d8,2516,101,89,140,advantage clearance endgame veryLong,https://lichess.org/vxIcrz96/black#66
XCs4a,5rk1/p4pp1/Bqpbpn1p/5b2/3p1P2/1PN1P2P/P1P1Q1P1/R4RK1 w - - 0 17,e3d4 b6d4 g1h1 d4c3,1007,77,100,419,advantage fork middlegame short,https://lichess.org/1Y5XFntH#33
XCs6G,rn1qk2r/pbp2ppp/1p2pn2/3p4/1bPP4/2N2NP1/PP1BPPBP/R2QK2R b KQkq - 1 7,d5c4 d1a4 c7c6 a4b4,1399,74,90,1848,advantage fork opening short,https://lichess.org/B2glQ1kj/black#14
XCsMp,6Q1/p7/4kpp1/P3pb1p/3p4/7P/2r3P1/q1B2R1K b - - 1 33,e6d6 c1a3 a1a3 g8f8 d6d5 f8a3,1881,74,96,2656,advantage endgame long sacrifice skewer,https://lichess.org/WTp9RqE1/black#66
XCshX,2r2rk1/pp3p2/3Q2p1/q3p1P1/4bP2/2P1B3/PP6/2KR2R1 w - - 1 23,a2a3 c8c3 b2c3 a5c3,1306,77,90,714,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/ZkLdI3Pz#45
XCsms,r3qrk1/pp1b2pp/3P4/2pNpp2/2P1n3/1P2PN1P/PQ4P1/R4RK1 b - - 4 20,e8g6 d5e7 g8h8 e7g6,1117,77,91,234,crushing fork middlegame short,https://lichess.org/fIeHpEFJ/black#40
XCtDg,r6r/pbB1bk2/q1n2n1p/2pN2p1/2p5/3P2P1/PP2QPBP/4RRK1 b - - 0 20,a8e8 d5f6 e7f6 e2h5 f7g7 e1e8 h8e8 h5e8,2477,85,95,150,crushing deflection discoveredAttack exposedKing master middlegame veryLong,https://lichess.org/U9nHvba3/black#40
XCtJP,r4rk1/pb3pp1/1p1p1n1p/8/4P2B/6P1/PPP2P1P/2K1RB1R w - - 1 17,f1g2 g7g5 h4g5 h6g5,1364,81,86,57,advantage middlegame short trappedPiece,https://lichess.org/WlR2YCED#33
XCtZb,2k2rr1/1p1q4/p4Q2/3p3p/3P4/2N5/PPb2P1P/2R2R1K w - - 3 21,f6e5 d7h3 e5d5 f8d8,2284,82,84,152,crushing middlegame short,https://lichess.org/TwDfid4L#41
XCtg4,r2q3r/pp2k1b1/3p1n1p/3Bn1BQ/4P3/8/PPP2PPP/RN2K2R w KQ - 1 14,f2f4 h6g5 h5g5 g7h6,2095,78,82,97,advantage clearance middlegame short,https://lichess.org/KbtfeeUd#27
XCti1,r1bq1r2/p2pppbk/2p3p1/6Q1/4P1P1/2N5/PPP3PP/2KR1B1R w - - 1 13,h2h4 g7h6 g5h6 h7h6,1374,74,96,1452,crushing middlegame pin short,https://lichess.org/x6ry0pVj#25
XCtj2,5rk1/5ppp/8/2Q1p3/P1P5/2PP2q1/4n1B1/1R3RK1 w - - 0 26,g1h1 g3h4 g2h3 h4h3,1267,76,86,598,mate mateIn2 middlegame short,https://lichess.org/8ADCkmUW#51
XCtzc,r2qkb1r/pppb1pp1/2n1p2p/3p4/3P4/2NQPNP1/PPP2PP1/R3KB1R w KQkq - 0 9,f3d2 c6b4 d3e2 b4c2,1160,83,97,402,crushing opening short,https://lichess.org/Reyji6wI#17
XCu0O,r1b2k2/7R/2p1p3/3pbp2/1p6/Pq6/1P2Q1R1/1K3N2 w - - 2 30,e2e5 b3d1 b1a2 b4b3,1895,75,98,1547,fork mate mateIn2 middlegame short,https://lichess.org/9SvRGNPr#59
XCuLy,r1b1k2r/pp2bp1p/4p2p/3p2q1/1P1P4/N2B4/P4PPP/R2QR1K1 b kq - 0 16,e7b4 d1a4 c8d7 a4b4,1327,76,98,1117,crushing fork middlegame short,https://lichess.org/l3VkV5f0/black#32
XCuWi,4Q3/p4rkp/1p6/3p1r2/P2P2p1/2Nb2q1/1P4NR/2R4K w - - 3 30,g2e3 d3e4 e8e4 d5e4 e3f5 f7f5,2252,82,90,348,crushing long middlegame,https://lichess.org/C3lWcs45#59
XCucR,3r2k1/5pp1/p1p4p/1p6/1P3P2/Pq3BP1/3rQ2P/R1R3K1 w - - 3 31,e2f1 b3e3 g1h1 d2f2 f3c6 f2f1,1773,75,93,820,advantage kingsideAttack long middlegame,https://lichess.org/2nogXXxY#61
XCugQ,7r/8/6Q1/1p3p2/2bR4/4k3/2r3P1/6K1 w - - 2 48,g6g7 c2c1 d4d1 c1d1,1026,95,70,36,endgame mate mateIn2 short,https://lichess.org/qEuvkc9N#95
XCugW,6Q1/1P2k3/2Pp1p1p/4p1p1/4P3/3K2P1/7P/4q3 b - - 9 49,e1f1 d3c3 f1c1 c3b3 c1e3 b3a4 e3a7 a4b5 a7c5 b5a6 c5c6 a6a7,2583,106,91,73,crushing defensiveMove endgame queenEndgame veryLong,https://lichess.org/HW4tNUza/black#98
XCurX,8/8/3kp1P1/6K1/8/8/R7/7r b - - 0 43,e6e5 g6g7 h1g1 g5f6 e5e4 a2a6,2296,147,70,13,advancedPawn crushing defensiveMove endgame long rookEndgame,https://lichess.org/VNsThe7E/black#86
XCuwE,2r1r1k1/pp2bppp/2q2n2/2p1Nb2/3p4/P4PP1/1P1Q1P1P/R1B1RBK1 b - - 13 20,c6d5 f1c4 d5c4 e5c4,1576,77,94,542,advantage middlegame short,https://lichess.org/6vOAsB0S/black#40
XCv2J,rnb1r1k1/p5pp/1p2pq2/2pp1p2/2P2P2/1P1BP1PQ/PN1P3P/1R3RK1 b - - 3 17,d5d4 h3g2 b8c6 g2c6,2078,74,94,1779,advantage middlegame short,https://lichess.org/kqxx5qdt/black#34
XCv5m,4r1k1/pp3n1p/4pBp1/3p3N/1q1P4/1P2Q3/P5PP/6K1 b - - 7 27,g6h5 e3g3 f7g5 g3g5 g8f7 g5g7,1257,75,100,556,endgame long mate mateIn3,https://lichess.org/Ycf2DPR1/black#54
XCvDU,8/1p3p2/1pk1pP2/4P2K/P1PB4/8/8/2b5 b - - 6 53,c1a3 h5h6 a3f8 h6h7,1496,103,38,38,bishopEndgame crushing defensiveMove endgame master masterVsMaster short,https://lichess.org/0Be6mHKw/black#106
XCvRz,6k1/1r3pp1/5n2/4p2p/1q2P3/3Q1PP1/1BP4P/1K1R3R w - - 5 27,b1c1 b4b2 c1d2 b7d7,1567,74,96,1134,advantage middlegame pin short,https://lichess.org/RFCn9guD#53
XCvYA,8/6k1/7p/p1p5/2Pb4/4R1B1/P5KP/r7 b - - 0 46,d4e3 g3e5 g7g6 e5a1,1500,500,100,0,endgame equality fork short,https://lichess.org/mrgldkCl/black#92
XCvah,2rq1rk1/np4pp/4p3/pP1pN3/P2P4/3N4/4Q1PP/4R2K b - - 2 33,c8c4 e5c4 d5c4 e2e6,1809,75,93,485,advantage discoveredAttack middlegame short,https://lichess.org/4EMypF5n/black#66
XCvm5,1q4k1/p2n1pp1/1r1P1n1p/8/1p1Q4/P4B1P/1B3PP1/3R2K1 w - - 0 31,a3b4 b6b4 d4e3 b4b2,1032,80,95,299,advantage middlegame short,https://lichess.org/yXMnkYl4#61
XCvtg,7r/pp3q2/4bk2/4np2/5Q2/1PP3RP/P6K/8 b - - 4 39,h8g8 f4h4 g8g5 h4g5,1735,74,98,692,endgame mate mateIn2 short,https://lichess.org/6Kil5ZKz/black#78
XCvwZ,r1bqk2r/pppp2pp/2n5/2bQp3/8/2P2B2/PPK3PP/RN3R2 b kq - 2 12,d7d6 f3h5 e8d7 h5g4 d7e7 d5f7,2093,74,96,1499,exposedKing long mate mateIn3 middlegame,https://lichess.org/TmKC8MIC/black#24
XCw3M,1kr5/pp6/3b4/5p2/2QP3P/8/PP3PP1/6K1 w - - 1 33,c4e6 c8c1 e6e1 c1e1,874,87,100,171,endgame mate mateIn2 short,https://lichess.org/3fYz8t2o#65
XCw9T,r4Nk1/1p1n2p1/pqppb2p/4pp2/2P5/3Pn1P1/PP1QPNBP/R4RK1 b - - 0 17,e3f1 f8d7 b6f2 g1f2,1566,91,74,35,advantage middlegame short,https://lichess.org/izpfjcGb/black#34
XCwBD,3rr1k1/pp3pp1/6qp/2P1n3/2Q5/2P1PB2/P4PPP/2R2RK1 w - - 1 20,c4e2 d8d2 f3e4 d2e2,1885,75,85,85,advantage middlegame short,https://lichess.org/7ElMnugB#39
XCwQw,8/5pk1/1Q4p1/3q4/p2B4/7P/2r2PPK/8 b - - 1 48,g7h7 b6f6 d5d4 f6d4,1574,75,82,235,advantage endgame short,https://lichess.org/QtocNkJf/black#96
XCwRQ,r5k1/2p3pp/p3p3/1p1b4/2PP4/5r2/P3QP2/2R1R1Kq w - - 2 27,g1h1 f3h3 h1g1 h3h1,1781,75,93,342,doubleCheck endgame mate mateIn2 short,https://lichess.org/jDbRnG2f#53
XCwUF,r2r2k1/pp3p2/1q1N2p1/1N5p/5Q1P/1P6/P1P3P1/b4R1K b - - 0 19,a1g7 f4f7 g8h7 f1f6 d8f8 f7g6,2029,91,100,28,advantage kingsideAttack long middlegame pin,https://lichess.org/LkwPByWV/black#38
XCwXq,1k4r1/1pp2p2/p1p5/7q/1P1pPQNp/P2P1Pr1/2P5/4R1RK w - - 5 30,g1g3 h4g3 h1g2 g8g4 e1h1 h5h1,1774,75,93,1020,crushing discoveredAttack endgame kingsideAttack long,https://lichess.org/vyzcYtBt#59
XCwYA,5kr1/4r3/R7/8/5R2/5p2/3K4/8 b - - 2 50,e7f7 a6a8 f8g7 f4g4,1292,76,74,401,crushing endgame rookEndgame short,https://lichess.org/0oqWHLBV/black#100
XCwiZ,rn1q1r2/pbp3pk/1p2pb2/3p2N1/2PP3P/8/PP3PP1/R1BQK2R b KQ - 1 12,f6g5 h4g5 h7g8 d1h5,2089,76,89,372,crushing defensiveMove discoveredAttack middlegame short,https://lichess.org/wN81sFen/black#24
XCwp0,5rk1/5npp/Q7/2Np4/3Ppq2/2P5/1P2R1PP/6K1 w - - 1 26,c5e6 f4c1 g1f2 c1h6,2340,88,78,59,crushing endgame short,https://lichess.org/V0SkpoWa#51
XCwpM,6k1/5p2/6qp/8/3P2p1/2P2QP1/P2B1RKP/1r6 w - - 0 41,f3f4 g6c6 f2f3 g4f3,1797,75,97,1719,advantage endgame short,https://lichess.org/HFJOSwzd#81
XCwuN,6k1/pp1R1ppp/b1p5/5N2/P7/8/1P3PPK/4r3 b - - 1 37,e1e2 d7d8 e2e8 d8e8,1212,292,0,2,endgame mate mateIn2 short,https://lichess.org/WWF7Shuv/black#74
XCx94,r3k1nr/1ppb1ppp/p3pq2/n2P4/1bB1PB2/1PN5/P3NPPP/R2QK2R w KQkq - 1 10,e4e5 b4c3 e2c3 f6f4,1203,76,100,815,advantage opening short,https://lichess.org/yk5cqdRV#19
XCxAa,r1b1k2r/pp2pp2/3p1np1/1q1N4/4P2P/1B4b1/PP1B2P1/R2Q2KR b kq - 5 16,f6d5 b3a4 b5a4 d1a4,1557,99,7,28,advantage middlegame pin short,https://lichess.org/QqV3QWoe/black#32
XCxNI,1r2r1k1/1q2bp2/p4n1p/4n1p1/2p5/P1N1BN1P/BPP2PK1/R2Q1R2 b - - 6 22,e5f3 d1f3 b7f3 g2f3,1340,125,54,10,advantage middlegame short,https://lichess.org/4zBC40GF/black#44
XCxXe,8/5kpp/3q1p2/p1Np4/P1nP2P1/8/1p3PK1/4Q3 b - - 3 45,f7g6 e1e8 g6g5 e8h5 g5f4 h5f5,1993,74,97,1262,endgame long mate mateIn3,https://lichess.org/aInlGihP/black#90
XCy04,6r1/2p1k3/1p1b4/p2PpRp1/8/P2R2pP/1P3PK1/8 w - - 0 32,g2g3 e5e4 g3g4 e4d3,995,78,100,168,crushing discoveredAttack endgame short,https://lichess.org/rAuJhR92#63
XCy2i,r2qk2r/pppn1ppp/3bp3/3pB3/3P1Pb1/2P5/PP1NP1PP/R2QKB1R w KQkq - 1 9,h2h3 d8h4 g2g3 h4g3,1298,77,92,307,mate mateIn2 opening short,https://lichess.org/9qGQuyU4#17
XCy6l,8/5Qpk/7p/4B3/2K5/1N3PP1/2q5/r7 w - - 2 41,c4d4 a1d1 d4e3 d1e1,2475,88,90,427,crushing endgame short,https://lichess.org/4dVwgZFB#81
XCyE0,r3qrk1/2p3p1/bp1p3p/2bPp1p1/p3P2P/5NR1/PPPB1P2/2K1Q2R b - - 1 18,g5h4 h1h4 f8f3 g3f3,1959,75,85,103,advantage middlegame short,https://lichess.org/DQfXyUGH/black#36
XCyEt,8/3k1ppp/2rp4/1Q1p4/3P4/4r3/PPP2q1P/1KR3R1 w - - 0 24,g1g7 f2c2 c1c2 e3e1 c2c1 e1c1,1560,75,93,141,endgame long mate mateIn3 sacrifice,https://lichess.org/OG3kkIFl#47
XCyFa,4Q3/8/2K4p/P1P2pk1/3P4/1q2p1P1/8/R7 w - - 4 57,a1e1 b3a4 c6c7 a4e8,1385,78,72,51,crushing endgame short skewer,https://lichess.org/S5ODvAsi#113
XCyKI,4k3/3R2Q1/8/7p/1P6/5r2/1K6/4r3 w - - 2 56,d7a7 e1e2 b2a1 f3f1,1466,214,0,5,endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/oKdeJRBJ#111
XCyKZ,8/5k2/1p4p1/p1p3K1/P1P4P/1P6/8/8 w - - 7 48,g5h6 f7f6 h6h7 g6g5 h4g5 f6g5,1837,76,82,79,crushing endgame long pawnEndgame zugzwang,https://lichess.org/GKOBfvdw#95
XCyPj,r1b2rk1/pp3ppp/6q1/2b1p2N/3n4/2B3Q1/PPP2PPP/1K1R1B1R w - - 2 15,g3e5 g6c2 b1a1 c2d1,1123,79,97,318,backRankMate fork mate mateIn2 opening short,https://lichess.org/3EXu7hGY#29
XCynR,r6r/1R3R2/1p2p3/4Pnk1/1p4N1/1P4P1/P6P/6K1 w - - 1 30,f7g7 f5g7 b7g7 g5f5,1531,76,87,148,advantage endgame short,https://lichess.org/thtsELMf#59
XCypV,rn2k3/ppp2pp1/5nq1/4p3/1b6/2NP1B1r/PPPBPP2/R2QK2R w KQq - 0 11,f3b7 h3h1 b7h1 g6g1,1053,81,100,139,mate mateIn2 middlegame short,https://lichess.org/kK2V1jds#21
XCypj,1q2k2r/7p/p1Q2pp1/3pN2B/3Pb3/4P3/5PPP/6K1 b k - 0 25,e8e7 c6d7 e7f8 d7f7,1232,76,100,917,endgame mate mateIn2 short,https://lichess.org/2NYLoZmI/black#50
XCyui,2r2rk1/pp5p/4qpp1/4pn2/4N1R1/5P2/P1PQ1P1P/6RK b - - 11 21,f5d4 d2h6 g8h8 g4g6,2279,87,89,190,advantage middlegame pin short,https://lichess.org/L5n7INwO/black#42
XCywl,4r3/3k1Q1p/3P4/1r6/8/7P/PPP1q3/2KR4 b - - 1 43,d7c6 f7c7,1469,84,93,1430,endgame mate mateIn1 oneMove,https://lichess.org/RsiMXHxZ/black#86
XCyzM,3r1k2/p4p1p/8/3B2p1/8/2N5/P1r2PPP/3R2K1 w - - 2 30,d5e4 d8d1 c3d1 c2e2 f2f3 e2e1 g1f2 e1d1,2169,114,85,15,crushing endgame fork veryLong,https://lichess.org/2kaV2WsB#59
XCyzs,7k/p2p2r1/1pb1pN2/7p/8/7P/PP3RP1/6K1 b - - 0 30,g7g2 f2g2 c6g2 g1g2,1098,203,54,12,advantage endgame short,https://lichess.org/IS8dQVdi/black#60
XCz4s,8/1pN2k2/1p3npp/r1bp1b2/3n4/3QpP2/PP4PP/2R1R1K1 w - - 6 25,d3d1 e3e2 e1e2 d4e2,1313,76,89,532,advancedPawn crushing doubleCheck kingsideAttack middlegame short,https://lichess.org/Cnbkzave#49
XCz56,r4k2/2RP1pp1/7p/p7/8/6P1/5PKP/8 b - - 0 33,f8e7 c7c8 e7d7 c8a8,1353,74,97,2345,crushing endgame rookEndgame short,https://lichess.org/PaXjSwW3/black#66
XCzCM,8/1p1r2pk/p4n1p/3nqp2/1P1Np3/P3P1PP/2Q2PB1/2R3K1 w - - 3 34,c2c5 d7c7 c5c7 d5c7,1364,76,93,139,crushing middlegame short,https://lichess.org/hwtvHCDk#67
XCzSo,7k/1pp3p1/p3B3/8/1q2nQ2/7P/PP3bP1/R1B2K2 w - - 2 26,c1e3 b4b5 e6c4 b5c4,2082,76,96,604,mate mateIn2 middlegame short,https://lichess.org/rJV8L1b1#51
XCzUK,rn2kq2/pb3p1r/1p1P4/2pP2B1/3b1P2/2N5/PP4PP/R2Q1R1K b q - 2 18,f8h8 f1e1 e8f8 g5e7 f8g8 d1g4 h8g7 e7g5,2373,113,79,27,crushing defensiveMove middlegame veryLong,https://lichess.org/u2zVtuIz/black#36
XCzaG,r6k/6p1/2br1q1p/p1Q1p3/P3Pp2/1P3R1P/4R1P1/5BK1 w - - 4 31,e2c2 c6e4,1335,83,95,98,crushing middlegame oneMove,https://lichess.org/rrd6Kc5A#61
XCziT,5R2/pr4pk/4R3/6P1/1p3P2/8/r7/6K1 b - - 0 34,b4b3 g5g6 h7h6 f8h8,1546,76,91,1151,endgame mate mateIn2 rookEndgame short,https://lichess.org/XccW3bwR/black#68
XCzmZ,1r3rk1/2n2pbp/1p1p2p1/p1n1pb2/2P5/P1B1PN1P/1P3PP1/R1Q2RK1 w - - 0 21,f1d1 c5b3 d1d6 b3c1,1728,75,93,848,advantage fork middlegame short trappedPiece,https://lichess.org/wAmceX36#41
XCzrj,r3r2k/pb3Qp1/1p5q/2pp4/3P4/3BPR2/PP4PP/6K1 b - - 5 22,e8e3 f7f8 a8f8 f3f8,1014,78,100,102,mate mateIn2 middlegame sacrifice short,https://lichess.org/lQUTlcue/black#44
XD0NY,1n2r3/6Rp/3k2p1/1P1P4/rp2pP2/2p5/N1P4P/R5K1 b - - 0 28,d6d5 a2c3 b4c3 a1a4,1606,74,90,589,crushing discoveredAttack endgame short,https://lichess.org/lbFeAhMi/black#56
XD0Zw,8/1R2pk1p/6p1/5nP1/1P2K3/8/7P/8 w - - 9 42,b4b5 f5d6 e4d5 d6b7,906,84,100,235,crushing endgame fork master short,https://lichess.org/hxdrMV1v#83
XD0nJ,r4rk1/p1pn1pp1/1p5p/8/2P1R3/P7/1B4PP/3R2K1 b - - 0 22,f8e8 e4e8 a8e8 d1d7,1163,97,97,83,advantage endgame short,https://lichess.org/ldr84I2u/black#44
XD0o7,5rk1/3qb1pp/1pp2pb1/r1n1P3/2P5/5N2/P2N1PPP/R1BQR1K1 w - - 2 21,d2b3 d7d1 e1d1 c5b3,1640,95,75,23,crushing middlegame short,https://lichess.org/c5c5dtkH#41
XD0vz,3r4/5rbk/p3p1Rp/1p1bP3/2pP3q/P6R/3Q1PPP/6K1 b - - 8 30,h4e4 d2h6 g7h6 h3h6,2259,80,85,62,mate mateIn2 middlegame sacrifice short,https://lichess.org/e0n5MhHa/black#60
XD111,2Q5/p7/3p1qpk/1N6/4pbPn/1BPR3P/PP3P2/5RK1 w - - 0 34,d3d6 f4h2 g1h2 f6f4 h2g1 h4f3 g1h1 f4h2,2199,86,87,198,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/5RVOftzX#67
XD14A,2r2rk1/1p1q1bpp/5b2/p2p4/PQ6/3P2P1/1B2PPBP/R4RK1 w - - 0 22,b4b5 d7b5 a4b5 f6b2,1116,191,-50,6,advantage capturingDefender middlegame short,https://lichess.org/2Q5dFwM4#43
XD1K2,8/8/6k1/1p3p2/2pB3R/2P2r1p/4K3/8 b - - 3 48,g6g5 d4f6 g5f6 e2f3,1735,74,89,410,crushing endgame short,https://lichess.org/QPdHebqc/black#96
XD1Mj,2k4r/1pp2p2/q2rp2p/3p2p1/1Q1P4/P3P1P1/1R3PP1/2R3K1 b - - 7 27,d6b6 b4b6 a6b6 b2b6,1326,81,18,81,crushing endgame pin short,https://lichess.org/6zMJUKRT/black#54
