PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
XE6QR,2r3k1/p4ppp/2n2q2/5b2/3P1Q2/4PN2/Pr3PPP/R3KB1R w KQ - 0 16,f1e2 c6b4 e1g1 b2e2,1984,97,81,40,advantage middlegame short,https://lichess.org/aIDVa7pW#31
XE6X0,6k1/5p2/R6p/7P/3B2K1/p5P1/r7/2b5 b - - 0 39,c1b2 a6a8 g8h7 a8h8,1118,78,100,200,endgame mate mateIn2 short,https://lichess.org/HHxnwMKh/black#78
XE6Zh,r4r2/7p/p5p1/1p3pk1/3Pb1q1/2P1R3/PP4PQ/4R1K1 b - - 4 32,g4h4 e3g3 h4g3 h2g3,1245,75,96,2046,advantage middlegame short,https://lichess.org/JAKp17Qw/black#64
XE6dE,3r2k1/p1pr1ppp/8/p5Pn/4q2P/P2B4/Q1K5/1N1R1R2 b - - 1 28,d7d3 a2f7 g8h8 f7f8 d8f8 f1f8,1380,79,72,120,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/fh01T4AT/black#56
XE6mW,r5k1/1p2RQbr/p1p5/7p/PP1P2bP/8/2P3P1/6K1 b - - 5 24,g8h8 e7e8 a8e8 f7e8 g7f8 e8f8,1224,78,74,298,endgame exposedKing long mate mateIn3,https://lichess.org/sjMqsiJ2/black#48
XE6sK,5rk1/pq3p1p/6p1/6r1/B2R4/1PQ2P1b/P1P3PP/5RK1 w - - 3 26,c3d2 g5g2 d2g2 h3g2,1099,79,57,152,advantage fork middlegame short,https://lichess.org/caGbuWJq#51
XE6tm,2q2r2/p1p1kp1N/1r1pp3/1B3R2/2P1Q3/7P/Pb4P1/6K1 b - - 0 24,b2e5 e4h4 f7f6 h7f8 c8f8 f5h5,2316,89,90,134,advantage long middlegame,https://lichess.org/Q3tNspap/black#48
XE73U,8/p7/3p4/3P1rk1/5r1p/3R1p1P/P4RK1/8 w - - 0 42,f2f3 f4f3 d3f3 f5f3 g2f3 g5f5,2038,77,90,891,crushing defensiveMove endgame long rookEndgame zugzwang,https://lichess.org/79t8FEnV#83
XE7X1,6rk/ppp5/6q1/2b5/8/2N2B2/PPP4P/R1B2R1K w - - 3 23,c3e4 g6g1 f1g1 g8g1,1167,79,100,115,mate mateIn2 middlegame sacrifice short,https://lichess.org/8CEV3aAq#45
XE7am,rqb2rk1/pp1p1pbp/1n2p1p1/1N2n3/5B2/1B3N2/PPP1QPPP/R4RK1 b - - 1 14,a7a6 f3e5 a6b5 e5g6,2017,77,90,281,advantage middlegame short,https://lichess.org/97o11w31/black#28
XE7ev,r5Q1/ppk4p/4rq2/3p4/6P1/5N1P/PPPR1P2/2K5 w - - 3 27,g8a8 f6f3 c2c3 e6e1 c1c2 f3e4 c2b3 e4c4,1469,84,67,39,crushing endgame hangingPiece veryLong,https://lichess.org/aU01J1Sf#53
XE7jS,3r1rk1/4qpb1/p5pp/N7/4b3/2P1Q3/PP2R1PP/5RK1 w - - 0 34,e3e4 e7c5 g1h1 c5a5,1422,76,95,2076,advantage fork middlegame short,https://lichess.org/6v1AqKC9#67
XE7ps,4rrk1/1p3pp1/2pb1nqp/p7/3P4/P3BQ1P/BPP2P2/R4K1R b - - 6 21,e8e4 h1g1 e4e3 f2e3,2015,77,90,338,crushing middlegame short,https://lichess.org/quS6xJMo/black#42
XE7rJ,r2q1r1k/pb2b1pp/2p1pn2/8/8/3B2Q1/PPP3PP/RNB2R1K w - - 0 16,c1g5 f6e4 f1f8 d8f8 g3h4 e4g5,2187,97,77,26,advantage long opening,https://lichess.org/cajibn4s#31
XE7vk,r1bkr3/ppp3Rp/5p2/8/2BP1n2/B1P5/P4PPP/RN4K1 w - - 1 17,g7h7 e8e1 c4f1 f4e2 g1h1 e1f1,1227,79,96,434,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/2N98YmnV#33
XE86B,1r3rk1/B1p2pbp/3p2p1/4p3/4P1Q1/3q3R/P4PPP/2R3K1 b - - 0 22,b8b1 h3d3 b1c1 d3d1,1639,76,92,386,advantage middlegame short,https://lichess.org/4ZiZge0h/black#44
XE8TE,3r4/Q2k1prp/1ppq1b2/3P4/2P1R3/2PB4/P4p2/4R2K b - - 1 28,d6c7 e4e7 f6e7 e1e7 d7e7 a7c7,1589,75,90,317,advantage attraction deflection long middlegame sacrifice,https://lichess.org/LObHA4to/black#56
XE8if,2rq1rk1/1b3pp1/pp5p/3pnB2/2pP1P1b/4P1N1/PP3QPP/2R2RK1 w - - 0 19,f5c8 e5d3 c8b7 d3f2,1594,76,88,584,advantage fork middlegame short,https://lichess.org/BCgbIFBG#37
XE9XM,6k1/2pr1ppp/p7/8/2P5/P1n1B3/5PPP/R5K1 w - - 0 24,a1c1 c3e2 g1h1 e2c1,984,78,100,353,crushing endgame fork short,https://lichess.org/WfxPjcRY#47
XE9iG,3rr1k1/p4pp1/3qnn1p/4N3/3p4/3Q1N1P/PP2RPP1/4R1K1 w - - 0 23,e1d1 e6f4 d3d2 f4e2,1148,76,92,609,advantage fork middlegame short,https://lichess.org/DLq1TKQu#45
XE9nQ,3r2k1/7p/3Pp1pb/2Q1P3/p1P1q3/8/P5PP/B4RK1 w - - 6 29,c5d4 h6e3 d4e3 e4e3,1356,77,83,106,crushing endgame fork short,https://lichess.org/FevbE7ix#57
XEAQs,r5k1/p4pp1/Q3bn1p/4q3/4N3/3B2P1/Pr3PP1/R3R1K1 b - - 0 19,f6e4 d3e4 e5c5 e4a8,1968,97,80,19,advantage middlegame short,https://lichess.org/Tm96BGuU/black#38
XEAXQ,2bq1rk1/r5bp/2Qp2p1/pp1Pp3/1B2B3/8/PP3PPP/R4RK1 w - - 0 19,b4d6 a7a6 d6f8 a6c6,1992,75,91,133,advantage master middlegame short,https://lichess.org/Avo3g5cu#37
XEAtL,5k2/1p5R/1p6/1P6/2P3K1/2r4p/8/8 w - - 3 55,h7h3 c3h3 g4h3 f8e7 h3g3 e7d6 g3f3 d6c5 f3e4 c5c4,1985,78,90,351,crushing endgame rookEndgame veryLong,https://lichess.org/hq9ATaiS#109
XEB0e,3r1rk1/pb2nppp/1p3b2/n1pq4/8/PP1PBNP1/3R1PBP/1N1Q1RK1 w - - 3 15,f3g5 d5g2,1471,82,74,66,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DMWHMvPw#29
XEB4s,8/q5bk/2Qp2pp/3Pp3/P3P1P1/7P/1P4K1/8 b - - 3 35,a7c5 c6c5,1325,77,72,96,crushing endgame oneMove,https://lichess.org/jLzLZdCa/black#70
XEBD7,2k2r2/1pp5/4p2r/2Pp4/b1nP4/P1RBPNp1/6P1/1R3K2 w - - 10 34,d3c4 h6h1 f1e2 h1b1,1335,144,25,9,crushing middlegame short skewer,https://lichess.org/BxWPXYuR#67
XEBHj,2r4r/4q1k1/R3p1Bp/3pP1pP/2nP1pQ1/2p5/1PK2BP1/5R2 w - - 0 32,b2c3 e7b7 f1b1 b7a6,1974,104,45,20,crushing middlegame short,https://lichess.org/VJyhX3Q1#63
XEBKs,2k5/1b6/3K2p1/1P1pB3/5Pp1/6P1/8/8 b - - 9 55,c8d8 e5d4,2548,151,78,41,bishopEndgame crushing defensiveMove endgame oneMove zugzwang,https://lichess.org/Y63grg8P/black#110
XEBMA,2k2r2/1pp1q3/p3P3/3P3p/1n5R/1PN3P1/PK1Qr3/8 w - - 0 36,d2e2 f8f2 e2f2 b4d3 b2c2 d3f2,1829,105,63,23,advantage attraction endgame fork long pin sacrifice,https://lichess.org/Wc8UEaLf#71
XEBN5,8/2pb4/B2p4/p1pPP2k/2P2K2/P7/8/8 b - - 0 55,d6e5 f4e4 h5g6 a6b5 d7c8 e4e5,2785,125,88,419,bishopEndgame crushing defensiveMove endgame long,https://lichess.org/boXwl2kk/black#110
XEBNe,8/7R/p1kp4/1p3nq1/4Q3/P1P5/5rP1/3K4 b - - 3 30,d6d5 e4e6 f5d6 e6d7 c6c5 d7c7,1483,76,78,186,endgame long mate mateIn3,https://lichess.org/UZXu3MQb/black#60
XEBQN,8/p4p2/2k1p1p1/1pp1P3/5P2/1PP4P/P3K3/8 w - - 1 36,c3c4 b5c4 b3c4 c6b6 e2f3 b6a5,2052,78,87,269,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/xB2WwsIm#71
XEBcx,2r3k1/ppr3P1/2q1p2B/4bB1b/8/8/PP4RP/3R1Q1K b - - 0 35,h5d1 f5e4 c7f7 e4h7,2644,117,90,217,advantage middlegame short,https://lichess.org/YdVbO7CD/black#70
XEBfs,rnb1k2r/1pp2ppp/3p4/3Pp3/1pP1P2q/8/PP4PP/RN1QKBNR w KQkq - 1 9,g2g3 h4e4 d1e2 e4h1,1130,81,47,69,crushing fork opening short,https://lichess.org/MriVP8Tz#17
XEBiW,2r1kq1r/1b1p1pR1/p3pP1p/1pP4Q/1P3P2/3R4/P5PP/7K b - - 0 33,b7e4 d3d7 e8d7 g7f7 d7c6 f7f8 h8f8 h5e5,2118,75,93,1321,attraction crushing deflection fork middlegame sacrifice veryLong,https://lichess.org/Md0RCx0D/black#66
XEBnp,3r2k1/1Q3pp1/2pBp2p/1p6/3Pq3/4P2P/5PP1/n1R3K1 b - - 1 27,d8d6 b7b8 g8h7 b8d6,1174,76,100,927,advantage endgame fork short,https://lichess.org/dJE0oI7s/black#54
XEC0c,r2q1rk1/1pp2ppp/p2pbn2/2bNp1B1/4P3/1n1P1N1P/PPP2PP1/R2Q1RK1 w - - 0 11,d5f6 g7f6 a2b3 f6g5,1072,80,94,252,advantage opening short,https://lichess.org/n9Xwzuzv#21
XEC1M,8/1p2R3/3p1k2/p2P4/5q2/8/P5P1/4R2K w - - 0 39,e7b7 f4h4 h1g1 h4e1,968,77,100,330,crushing endgame fork queenRookEndgame short,https://lichess.org/Grt1LJT5#77
XEC3E,r2Q2k1/5ppp/5bq1/8/8/2B1R3/PP3PPP/3R2K1 b - - 0 23,a8d8 d1d8 f6d8 e3e8,974,79,100,136,endgame mate mateIn2 short,https://lichess.org/1JXq42zU/black#46
XECak,4r2k/6r1/p3Bb1p/1p1p1P2/1P1Pq3/P6P/1B3QP1/2R3K1 w - - 5 34,c1e1 g7g2 f2g2 e4e1,1848,75,86,118,crushing deflection fork middlegame short,https://lichess.org/bwTpKC7L#67
XEClc,r7/5pk1/3p2n1/ppp5/4P1Q1/P1PPq2P/1P4K1/RN3R2 w - - 5 37,g4f3 g6h4 g2g3 h4f3,1342,77,94,2373,crushing fork middlegame short,https://lichess.org/owBOtymz#73
XECon,5rk1/5p2/1q1p1Qp1/pBn3Np/P6P/1P6/5PP1/6K1 b - - 2 33,c5b3 b5c4 d6d5 f6b6,2186,78,68,68,crushing endgame short,https://lichess.org/MTJyv3qu/black#66
XECpi,rnbq1rk1/ppp2ppp/3p1n2/3Np3/2P1P3/3PP3/PP4PP/R2QKBNR b KQ - 2 7,c8g4 d5f6 d8f6 d1g4,1176,76,99,1035,advantage kingsideAttack opening short,https://lichess.org/BCTA3vfe/black#14
XECvm,r5k1/2p1nppp/p3p3/n3Nb2/1p1P4/1P1NP3/P4PqP/2RQK2R w K - 2 21,d1f3 g2f3 e5f3 f5d3,1276,95,60,27,advantage middlegame short,https://lichess.org/mb7EdFG8#41
XED04,rn1qk2r/5pp1/p2pp3/1p6/3Nb1Pb/4BB2/PPPQ4/R3K2R w KQkq - 0 15,h1h4 d8h4 e3f2 h4h7,1925,256,-67,20,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/c4cfbv1h#29
XEDRN,4r1k1/6p1/pQ3p1p/8/8/P6P/3q1PP1/2R3K1 w - - 2 40,c1c8 d2e1 g1h2 e8c8,1770,117,14,14,crushing endgame short,https://lichess.org/oi96y64S#79
XEDi5,5r1k/4p2p/2pp1qp1/Q7/4n3/2P2P2/P1P3PP/3R2K1 w - - 0 24,f3e4 f6f2 g1h1 f2f1 d1f1 f8f1,1261,76,79,129,backRankMate endgame long master mate mateIn3 sacrifice,https://lichess.org/IwCtXXbj#47
XEDmk,1r1q1r2/2n2kb1/p2p1pp1/1PpP1bP1/2n4Q/2N5/1P2N1B1/R1B2K1R b - - 0 21,f8h8 h4c4 h8h1 g2h1,1500,500,100,0,equality hangingPiece middlegame short,https://lichess.org/rZ1KoEYH/black#42
XEE6s,r3r3/ppk3pp/2p2n2/8/5b2/2N3P1/PPP2P1P/3RR1K1 b - - 0 19,f4d2 e1e8 a8e8 d1d2,1424,105,18,19,advantage middlegame short,https://lichess.org/3frejzRh/black#38
XEEBX,r2q1rk1/bb3pp1/pp2p1np/7P/1PPNN3/P2Q4/2B2PP1/3R1RK1 b - - 0 22,g6e5 e4f6 d8f6 d3h7,1195,77,98,1188,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Eukf44LT/black#44
XEEbj,8/pN3ppk/3R3p/2P5/1n6/5P2/PP3r1P/1K6 w - - 2 28,a2a3 f2f1 d6d1 f1d1,829,81,50,88,endgame mate mateIn2 short,https://lichess.org/u28laS2M#55
XEEev,r6r/ppkB1pp1/4p3/2bpP1p1/Q2n4/P7/1q1N1PPP/1R3RK1 w - - 0 19,b1b2 d4e2 g1h1 h8h2 h1h2 a8h8 a4h4 h8h4,1665,85,83,308,anastasiaMate attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/bwTHN5Dw#37
XEEkz,8/6p1/1Q1kp3/p7/3P4/8/q1P3PK/8 b - - 13 41,d6d5 b6c5 d5e4 c5e5,1410,75,87,518,endgame mate mateIn2 queenEndgame short,https://lichess.org/7LMO2l3d/black#82
XEF4O,2b1r2k/5R2/pQp4r/4p1N1/Pp2P2n/5p2/1PPqBK2/6R1 w - - 0 42,g5f3 h4f3 f7f3 h6h2 g1g2 h2g2,1436,85,36,49,clearance crushing exposedKing long middlegame pin,https://lichess.org/FGK2XVQ3#83
XEFFr,1r1n4/1bN2Q2/4p3/1p1qbp2/2k5/2PpB2P/1P3PP1/R2R2K1 w - - 14 30,f7e7 d5g2,1386,76,93,95,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QyYIWpUV#59
XEFHv,r2r1k2/p1R3b1/1p2pq1p/n5p1/4Q3/P4P2/5P1P/1B2R1K1 b - - 5 28,e6e5 b1a2 a8c8 e4b4,2540,93,89,111,crushing middlegame quietMove short,https://lichess.org/0TEa1NOM/black#56
XEFcM,r1bqk2r/pppp1ppp/8/2b1p3/2BnP1n1/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 1 7,c1g5 d4f3 d1f3 d8g5,1377,94,83,31,advantage kingsideAttack opening short,https://lichess.org/nBTP5FL4#13
XEFeM,1r1qkb1r/Q2bnppp/3p4/3Np1B1/4n3/5N2/PPP2PPP/R3KB1R b KQk - 0 11,e4g5 d5c7 d8c7 a7c7 g5f3 g2f3,1682,76,94,341,crushing long opening,https://lichess.org/IQk9XiAr/black#22
XEFpV,8/8/8/2kp4/p1b2Kp1/1p4P1/1B6/N7 w - - 13 55,b2a3 c5d4 a3b2 d4d3,1215,77,95,263,crushing defensiveMove endgame short,https://lichess.org/11tG8c5z#109
XEFwn,r1b3k1/1p4p1/p5p1/2ppnpBP/8/2P1Pp2/PP4P1/R3K2R w KQ - 0 20,h5g6 f3g2 h1g1 e5f3,1813,74,97,2253,advancedPawn advantage endgame short,https://lichess.org/K8maROMI#39
XEG69,3k4/1B2r3/8/2P2p2/1P3P1n/P5P1/3p1P1P/1q1R2K1 w - - 0 37,d1b1 e7e1 b1e1 d2e1q,1383,78,90,1695,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/UQfMSjlB#73
XEGri,5rk1/1p4pp/1p6/1Nb5/P2B4/1P5P/2n3P1/4R1K1 w - - 4 29,e1e4 c2d4 b5d4 f8d8,1754,73,97,2465,advantage endgame short,https://lichess.org/tBrGHuTh#57
XEH8N,r1b1k2r/pppp1ppp/5q2/2b5/5P2/2PB2n1/PP4PP/RNBQ1R1K w kq - 5 12,h2g3 f6h6 d1h5 h6h5,923,100,50,42,mate mateIn2 opening short,https://lichess.org/LEvbCGIg#23
XEHCn,8/3R1pk1/6p1/8/pp2r3/5KB1/7P/b7 b - - 1 40,e4d4 g3e5 g7g8 e5d4,1101,81,58,88,crushing endgame fork short,https://lichess.org/5n9Rv8Gy/black#80
XEHH2,6k1/p1p2pp1/2p4p/4p3/1Pb5/8/3QN1PP/q2B3K b - - 3 32,c4b3 d2d8 g8h7 d8d3 g7g6 d3b3,1249,75,98,1102,advantage endgame fork long,https://lichess.org/sB2uOZbY/black#64
XEHJL,2kr3r/ppp1qp2/2npb2p/2b5/Q1BPPp2/5N1P/PP1N1PP1/R3K2R b KQ - 0 15,c6d4 f3d4 e6d7 c4b5,2143,79,89,264,advantage middlegame short,https://lichess.org/ZKtcjPRD/black#30
XEHM0,Q7/p4ppk/1bn1r2p/8/1P6/2P3qP/PB3PP1/3R1RK1 w - - 5 24,a8b7 e6g6 b7c6 g6c6,1934,77,91,261,crushing middlegame pin quietMove short,https://lichess.org/S0BPccZJ#47
XEHP2,1r3rk1/2p2pp1/p1ppqn1p/P3p3/1P1PP3/2N1PR1P/2P1Q1P1/1R4K1 b - - 2 19,e6c4 e2c4,1047,261,-78,4,crushing hangingPiece middlegame oneMove,https://lichess.org/p74lCcKO/black#38
XEHTg,Rnr5/2pN1pkp/1pP3p1/8/3r4/6P1/5P1P/2R3K1 b - - 3 32,b8d7 a8c8 d7c5 c8c7,1285,77,83,191,advantage endgame hangingPiece short,https://lichess.org/mR478Gys/black#64
XEHeS,8/4R1pk/2p4p/2P1B3/r2P4/4P2P/5PPK/2q5 b - - 1 39,h7g6 g2g4 g6h7 e7g7,2169,128,27,23,crushing endgame quietMove short,https://lichess.org/GPK5spOC/black#78
XEHhy,r1bq1rk1/1p2ppbp/3p1np1/p1pP4/2P1P3/PP1n1NP1/3NKPBP/R1BQ3R b - - 2 11,f6e4 d2e4,1500,500,100,0,equality hangingPiece middlegame oneMove,https://lichess.org/LyWy7rls/black#22
XEHqm,4r1k1/ppq3pp/2p5/2Bp4/8/2P5/PP1NQ1Pb/R4R1K b - - 1 23,e8e2 f1f8,616,106,91,219,mate mateIn1 middlegame oneMove,https://lichess.org/1FoS662h/black#46
XEHvf,q3k2r/p1pb1ppp/3b1n2/3p4/8/1P2P3/PBPP1PPP/RN1QK2R w KQk - 0 10,d1f3 d7g4 f3f6 g7f6,1334,75,96,644,advantage middlegame short trappedPiece,https://lichess.org/W7zMI4hc#19
XEID5,r5k1/pbqp2pp/1p2pr2/5n2/3P1PQ1/P2B4/1BP2RPP/R5K1 b - - 4 16,c7c6 d4d5 c6d5 b2f6,1390,75,84,242,crushing discoveredAttack middlegame pin short,https://lichess.org/tmOilSBX/black#32
XEIGP,8/8/3P4/p4k2/P4p1p/1Nb2K1P/8/8 b - - 0 51,c3e5 d6d7 e5c7 b3d4,1394,77,74,130,advancedPawn crushing endgame short,https://lichess.org/f62qWQgY/black#102
XEIP1,5b2/7k/pp3rp1/2p5/2PpBqPp/3P1Q1P/P4PK1/4R3 b - - 3 35,f4e5 e4g6 h7g6 e1e5 f6f3 g2f3,1189,76,100,649,crushing discoveredAttack endgame long,https://lichess.org/xT5663YH/black#70
XEIaR,8/2R1Pkp1/1p5p/1p6/6PK/P3r3/7P/8 w - - 1 46,h2h3 g7g5 h4h5 e3h3,1401,75,94,1102,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/YhnKOEN2#91
XEIfg,5rk1/3Q1ppp/6q1/8/2P5/1PB4P/3P2P1/6K1 w - - 0 31,c3b4 g6b6 c4c5 b6b4,1792,75,96,1776,crushing endgame fork short,https://lichess.org/CyXyKUmU#61
XEIpO,2k1rb1r/ppp1q1pp/3pNn2/4n3/8/2N5/PPPQ1PPP/R1B1R1K1 w - - 3 14,e6f8 e5f3 g2f3 e7e1,1812,107,79,14,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/s2bYk9BW#27
XEJ7Z,6rk/5p2/pp3r1p/2pQ3P/2P1PP2/3P1KP1/P3R1R1/5q2 w - - 9 46,f3e3 g8g3 e3d2 g3g2 e2g2 f1g2,1823,82,72,48,crushing endgame long,https://lichess.org/1t1sTNLj#91
XEJ7i,2k2b1r/1bNp1p2/3P2q1/4P1p1/5Q2/4B2P/3R2P1/6K1 w - - 0 34,f4g5 f8h6 g5g6 h6e3 g1h2 f7g6,1472,371,-78,4,advantage fork intermezzo long middlegame sacrifice skewer,https://lichess.org/7pztcWID#67
XEJDm,8/1p4r1/1Pp1p2k/P1P1Pqpp/3P1r2/4QP1P/5R1K/R7 w - - 3 55,a5a6 f4h4 f2g2 f5h3 h2g1 h3h1 g1f2 h1a1 a6b7 h4h1,2350,91,90,338,crushing defensiveMove endgame skewer veryLong,https://lichess.org/oaxyWV35#109
XEJZ1,1r1qk2r/p1pb1ppp/5n2/Q1bp4/3n4/2NBB3/PPP2PPP/R3K1NR b KQk - 9 12,b8b2 a5c5 d4c2 d3c2,1411,75,89,221,advantage hangingPiece middlegame short,https://lichess.org/SawNJ26X/black#24
XEJxv,r5k1/1p3ppb/4p2p/1B6/P1P5/2n2N1P/5PP1/R5K1 w - - 1 27,a1c1 c3e2 g1f1 e2c1,791,82,100,330,crushing endgame fork short,https://lichess.org/Ggig1grW#53
XEK0v,3r1b1r/p1pk2pp/3q1p2/1QpP4/8/2N1B3/PP2KP1n/R2R4 b - - 1 20,d7e7 e3c5 e7f7 c5d6,1374,75,98,1579,crushing middlegame pin short,https://lichess.org/M2nyDsgW/black#40
XEK51,r3k2r/pp1n1p1p/2pqpp2/5b2/3P4/5N2/PPP1QPPP/2KR1B1R w kq - 2 11,f3h4 d6f4 e2d2 f4h4,1227,80,57,87,advantage fork middlegame short,https://lichess.org/pV441etP#21
XEKBy,2r3k1/5pp1/RR1b3q/3Q4/3P4/4P1P1/P4P2/6K1 w - - 1 34,b6d6 c8c1 g1g2 h6h1,1015,79,92,67,endgame mate mateIn2 short,https://lichess.org/yy4AUehF#67
XEKrH,1Q3bk1/4qrpn/3p1n1p/2pPpP2/2P1P3/P1N1B3/4B2P/1R5K w - - 9 29,b1b7 e7b7 b8b7 f7b7,1203,77,58,69,crushing middlegame short,https://lichess.org/ddz0PAQU#57
XELJi,2r1r1k1/1p2bpp1/2p4p/1p6/4NPP1/P7/1PP1R1P1/1K2R3 b - - 1 26,e7f8 e4f6 g7f6 e2e8 c8e8 e1e8,1114,77,96,257,crushing discoveredAttack endgame kingsideAttack long,https://lichess.org/w0BrYUOw/black#52
XELN2,rnb2rk1/pp2bppp/3p1n2/4p3/2B1P3/2NQBP2/PqP1N1PP/R4RK1 b - - 1 11,b2a3 c3d5 a3d3 d5e7,2027,78,92,200,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/nuOAouOx/black#22
XELQj,5r1k/1p2n1p1/p6p/1q6/3Q4/1BP2N2/P4rPP/R5K1 b - - 4 26,b5e2 d4f2 e2f2 g1f2,1498,92,68,28,advantage middlegame short,https://lichess.org/tpSLCzoe/black#52
XELXN,5r2/2q3kp/5pp1/2p5/4PR2/8/r3BQPP/2R3K1 w - - 2 29,f2e3 a2e2 e3e2 c7f4,1500,500,100,0,deflection equality middlegame short,https://lichess.org/uLxKbFDe#57
XELgu,r1bqk2r/pp2npb1/2n3pp/1BppN3/8/2NP4/PPP2PPP/R1BQR1K1 b kq - 1 10,d8d6 c1f4 e8g8 e5c6,2301,85,89,192,crushing opening short,https://lichess.org/uJ5uF9gD/black#20
XELo0,1rbq1rk1/1p1n1p1N/p2p3p/2pP1Qb1/P1P5/2NB4/1P3PPP/R4nK1 b - - 3 17,d7e5 h7f6 g8g7 f6h5 g7h8 f5h7,1934,74,93,231,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/0Aj6MF1g/black#34
XELoU,2kr3r/pp2qpp1/2pb4/7p/2B3b1/4nN1P/PP3PP1/R1BQR1K1 w - - 0 15,e1e3 d6h2 f3h2 d8d1,1519,77,74,96,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/mE5mxMkE#29
XEMTY,r1bq1rk1/5pbp/1p4p1/2NNp3/p1BnP3/P5Q1/1PP2PPP/2KR3R w - - 0 19,c5d3 d4e2 c1b1 e2g3,1382,146,71,11,advantage fork middlegame short,https://lichess.org/nUDyPch8#37
XEMd5,r3r1k1/2pqbppp/p1np2b1/1p1BP1P1/4n3/2P1BN1P/PP3P2/RN1QR1K1 b - - 0 15,d6e5 d5f7 g6f7 d1d7,1345,78,93,245,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/2IfAYAxi/black#30
XEMzq,r6r/1b3k1p/p1qp1np1/2p5/1P2P3/P2PBQP1/3N1P1P/R5K1 b - - 0 19,c5b4 e3d4 h8f8 f3f6,1832,74,91,338,crushing middlegame short,https://lichess.org/m75QzM6i/black#38
XENCu,7k/7p/p1Q5/4r3/6qN/1P1P2P1/P1P3K1/8 w - - 1 37,c6f3 e5e2 g2f1 g4f3 h4f3 e2c2,1274,77,86,248,advantage deflection endgame long,https://lichess.org/qZy3VA8P#73
XENQI,4r1k1/p1q2p1p/2Pp2p1/3Q4/1P6/4rP2/P5PP/2RR2K1 w - - 5 27,d5d6 e3e1 d1e1 e8e1 c1e1 c7d6,1815,75,96,2807,advantage endgame long,https://lichess.org/BJq73BAW#53
XENTs,1r2r3/4nRpp/R7/7k/8/6PP/5P2/6K1 b - - 5 32,b8d8 f7g7 e7g6 g7h7,1993,77,76,101,crushing endgame short,https://lichess.org/xdQeR4g7/black#64
XENY0,5r1k/1b1n2pp/pp6/n2p4/P1p4Q/N1P2NP1/1P2qPBP/R1B3K1 w - - 2 24,h4g4 d7e5 g4d4 e5f3,2369,91,88,478,advantage kingsideAttack middlegame short,https://lichess.org/vAs7TF3i#47
XENlW,8/7p/2K1k3/6p1/P7/5PP1/5b1P/8 b - - 0 45,h7h5 a4a5 g5g4 f3g4,1500,500,100,0,bishopEndgame endgame equality quietMove short,https://lichess.org/Z4Erc1zF/black#90
XENsf,5r2/pb6/1p5k/2p1q1pp/1P6/1B1Q4/1P3pPP/R4K1R w - - 0 28,a1d1 f8d8 d3c3 b7a6 b4b5 a6b5 f1f2 e5e2 f2g3 e2g4,2693,110,88,217,crushing middlegame veryLong,https://lichess.org/54HyUIRu#55
XEOAe,r4k1r/1p3ppp/p4n2/2qp4/3n4/PP1BQ2P/4NPP1/R3R1K1 b - - 3 20,a8e8 e3d4 c5d4 e2d4,1549,75,92,436,advantage middlegame short,https://lichess.org/Q6Y5rZhT/black#40
XEOGT,2r2rk1/pp1b2pp/1q1p4/3n1p2/1PP1pP2/PQ6/3BB1PP/2R2R1K b - - 1 22,d5f6 c4c5 d6d5 c5b6,1046,76,100,183,crushing discoveredAttack middlegame short,https://lichess.org/tY9P9nh4/black#44
XEOXX,1r5k/8/p2p4/2p1pb2/1PP2pr1/P4R2/4BK2/4R3 b - - 1 34,e5e4 f3h3 h8g7 e2g4,1150,79,94,129,advantage discoveredAttack endgame short,https://lichess.org/YAdNxWat/black#68
XEOcr,6r1/2Qbk2p/2p2p2/3pp2P/pPr5/R4N2/1PPn1P2/7K w - - 2 34,f3d2 c4h4 a3h3 h4h3,1175,110,54,19,endgame mate mateIn2 short,https://lichess.org/DkgNKgFj#67
XEOnr,3k4/2Rp1p2/3KpPp1/1p2P1P1/4P1P1/1rp5/8/8 b - - 2 46,b5b4 c7d7 d8c8 d7f7 b3b1 f7c7,2137,77,88,229,crushing endgame long rookEndgame,https://lichess.org/bAQyUsku/black#92
XEOxq,8/ppp2pk1/8/3p1Q2/3P1KP1/2P4r/P4r2/R7 w - - 7 31,f4g5 f7f6 f5f6 f2f6,1581,75,95,2131,crushing endgame queenRookEndgame short xRayAttack,https://lichess.org/O5YtBSFm#61
