PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
YMSoJ,Q3R3/1q3kpp/5p2/5P2/2p5/2P2P2/P1P3PP/Rr5K w - - 1 25,a1b1 b7b1 e8e1 b1e1,831,102,86,29,backRankMate endgame mate mateIn2 short,https://lichess.org/V6Hj4XbB#49
YMSpN,rn2k2r/1p3p2/2p1p1b1/p3q1Pp/P3P3/B3QP2/1P3KP1/3R3R b kq - 1 21,h5h4 a3d6 e5b2 d1d2,2152,76,79,59,advantage defensiveMove middlegame short,https://lichess.org/ZDJdoKAV/black#42
YMSy6,r4r2/pbq1kpp1/1p2pn1p/1Bb1N1BQ/8/2P5/PP3PPP/3RR1K1 b - - 3 17,h6g5 h5f7 f8f7 e5g6,2271,75,96,620,master mate mateIn2 middlegame sacrifice short,https://lichess.org/hcZoyYSH/black#34
YMTeP,8/p3rpk1/Pr2p1pp/1bNp4/3P1PP1/1PR4P/7K/R7 b - - 2 32,e7c7 c5e6 b6e6 c3c7,866,78,100,139,advantage discoveredAttack endgame short,https://lichess.org/xImdEYY3/black#64
YMTuH,1k6/ppp5/3b2p1/5nP1/1P3P2/P1BP1KNr/8/6R1 w - - 0 35,f3g4 h3h4 g4f3 h4f4,1526,77,86,314,advantage endgame short,https://lichess.org/zBSriESi#69
YMTxO,rn2k2r/ppR1bppp/4b3/3q4/8/1P1N4/P2NQPPP/4KB1R b Kkq - 0 13,e7d6 c7c8 e8e7 c8h8,1728,76,92,430,crushing middlegame pin short skewer,https://lichess.org/MYHvqFmU/black#26
YMU0G,r4n1r/pp2bBpk/3p3p/q1p1PQ2/3P4/2P5/P1PB2PP/R5K1 b - - 0 18,g7g6 f7g6 f8g6 f5f7,1263,76,96,1494,mate mateIn2 middlegame sacrifice short,https://lichess.org/mphG9sAR/black#36
YMU8Q,rn1q1rk1/2b2ppp/4p3/8/3Qb3/1P3N2/PB3PPP/2R2RK1 b - - 0 17,e4f3 d4g7,1121,76,85,188,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dAWCfkvN/black#34
YMUMJ,r1b1k2r/pp3ppp/2ppq3/6Q1/4PPn1/2N5/PPP3PP/R4RK1 b kq - 1 16,e8g8 f4f5 e6f6 g5g4,1077,470,100,2,equality interference middlegame short,https://lichess.org/lc2jxkUD/black#32
YMURZ,r1bq1rk1/p4ppp/2Nbpn2/8/3P4/8/PP3PPP/RNBQ1RK1 b - - 0 11,d6h2 g1h2 d8c7 c6e5,1718,75,87,172,advantage hangingPiece master opening short,https://lichess.org/wWh8d4A9/black#22
YMUXk,r1b2rk1/2qn1pp1/p3pn1p/1p6/1bB5/1N2P1B1/PPQ1NPPP/R4RK1 b - - 1 15,e6e5 c4f7 f8f7 c2c7,1259,79,95,1055,crushing discoveredAttack middlegame short,https://lichess.org/mKcbbE61/black#30
YMUXt,2r2r2/1b1kn1Q1/p1q1p3/1p2P2P/2pP4/P1N1P3/1P1B4/1B3RK1 w - - 1 28,f1f8 c6h1 g1f2 c8f8 g7f8 h1g2 f2e1 b7f3 f8f3 g2f3,2133,93,57,24,advantage exposedKing intermezzo kingsideAttack middlegame veryLong,https://lichess.org/I0nYdvUj#55
YMUbt,8/3n4/R3k2P/6P1/7r/4K3/8/8 b - - 2 66,e6f7 g5g6 f7e7 g6g7,2041,287,-85,4,advancedPawn crushing endgame short,https://lichess.org/otPrdccJ/black#132
YMUn0,r1bq1rk1/p1p2ppp/1p1b1nn1/4pNB1/4P3/3B1N1Q/PPP2PPP/R2R2K1 b - - 3 14,g6f4 g5f4 c8f5 h3f5,2095,80,91,186,crushing middlegame short,https://lichess.org/5CXZoL3i/black#28
YMUpN,3r1rk1/pbqnbppp/1p2pn2/1B6/3Q4/PPN1PN2/1B3PPP/R3R1K1 b - - 2 15,d7e5 d4e5 e7d6 e5g5,1771,74,93,1166,advantage middlegame short,https://lichess.org/sIFvmLXg/black#30
YMUsT,r1q1k1nr/3nppbp/3p2p1/2pN4/3P4/1P3N2/PB2QPPP/R3K2R b KQkq - 5 15,g8f6 e2e7,1253,75,97,921,mate mateIn1 middlegame oneMove,https://lichess.org/SopsvUVz/black#30
YMUwM,8/8/8/8/3pBp1p/2k2P1P/1r6/1R4K1 b - - 29 68,b2b1 e4b1 c3d2 g1f1 d2e3 b1e4,1588,309,-80,1,crushing defensiveMove endgame long,https://lichess.org/ZnTGqbed/black#136
YMVIV,1r1r1k2/7p/1pB2p2/pP1N4/n2pR2P/P5P1/5PK1/8 b - - 3 33,d4d3 e4a4 d3d2 a4d4,1908,83,75,32,advantage endgame hangingPiece short,https://lichess.org/seB9VBvy/black#66
YMVMf,8/p5pk/1pQ1P2p/7K/3r3P/5RP1/P1P5/7q w - - 7 32,e6e7 h1f3 c6f3 g7g6,2024,73,93,2372,endgame mate mateIn2 sacrifice short,https://lichess.org/75T44Gn4#63
YMVRc,8/1R5p/6pk/p7/1p2pPP1/1P2P1K1/q7/8 b - - 1 36,a2b3 g4g5 h6h5 b7h7,1090,78,100,140,deflection endgame mate mateIn2 queenRookEndgame short,https://lichess.org/H3a1gtkn/black#72
YMVWG,2r1r2k/p2q2b1/1p1PNp2/5Qp1/1P2RB2/6P1/P4P1P/6K1 w - - 2 32,e6g7 d7f5 g7f5 e8e4,1693,76,92,280,advantage capturingDefender middlegame short,https://lichess.org/NI8ImQwM#63
YMViY,r1r2k2/4n1b1/4Q3/4N1P1/1p6/8/PP3q2/1K1R3R b - - 1 34,c8c2 e5d7 f8e8 d7f6 g7f6 e6f6 f2f6 g5f6,2119,115,84,16,advantage exposedKing middlegame veryLong,https://lichess.org/Oo1gBNrz/black#68
YMVkh,5n2/6k1/4p1p1/2ppP2p/8/P3B1R1/4K1PP/2r5 b - - 1 47,c1c3 e3h6 g7h6 g3c3,1146,76,94,367,advantage discoveredAttack endgame short,https://lichess.org/pYZKf6DL/black#94
YMVlA,4r2k/Q5pp/p2B1pn1/2P2b2/1P1p4/P7/B3qPPP/RN3RK1 w - - 3 22,a7f7 e2f1 g1f1 f5d3 f1g1 e8e1,1770,74,94,1866,attraction backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/44eUollo#43
YMW5X,r4b1r/pp1k1ppp/3p4/1Np3q1/2PpB3/1Q5b/PP1P3K/R1B1R3 b - - 5 15,g5h4 b3h3 h4h3 h2h3,1407,75,58,133,crushing middlegame short,https://lichess.org/jstXMjzP/black#30
YMWGu,3r2k1/pp3pp1/8/2p3N1/2BpP1q1/3P4/P1P1bPR1/R5K1 b - - 6 24,g4h5 c4f7 h5f7 g5f7,1104,81,93,119,crushing fork middlegame short,https://lichess.org/2NA5c2Lv/black#48
YMWf2,r4r2/2pb1k1p/p3pq2/1p4p1/3PPnR1/1BN2Q2/PP3P1P/6RK b - - 1 21,h7h6 e4e5 f6f5 c3e2 f4d5 f3f5,2593,88,83,61,crushing long middlegame,https://lichess.org/tY9Iu4xN/black#42
YMWfV,7k/1pp2q1p/p1n3p1/2Q2b2/1P6/P4N2/1b3PPP/4R1K1 b - - 3 27,b2a3 c5c3 h8g8 c3a3,1671,75,95,1992,advantage fork middlegame short,https://lichess.org/CXKgwL2t/black#54
YMWjz,6rr/p4pk1/1p2pb2/6B1/3PR3/PqP1Q2P/1P5K/6R1 b - - 0 31,f6g5 e3g5 g7f8 g5d8,1515,78,57,105,mate mateIn2 middlegame short,https://lichess.org/NUG4ouMa/black#62
YMWyo,r4rk1/1b3ppp/p1qpp3/1p3P2/4P3/P1NPQ3/1P4PP/R4R1K b - - 0 18,c6c5 d3d4 c5b6 f5f6,2087,76,90,144,crushing master middlegame short,https://lichess.org/vcL1cRiP/black#36
YMX6G,8/r1b4K/4pk2/PR1p1pp1/3P4/1NP3PP/5P2/8 w - - 3 38,h7h6 c7d6 b5b8 d6b8,2170,75,96,918,crushing endgame short,https://lichess.org/TcMhrrWt#75
YMXCH,1r4k1/8/3p2pp/p1p1n3/PqP1Pp2/3P1P2/B1Q2PK1/2R5 b - - 1 34,g8h7 c1b1 b4b1 a2b1,1537,74,96,3276,advantage endgame short,https://lichess.org/f6ikkBeI/black#68
YMXIO,4r1k1/5pp1/2Np3p/P2P4/1P3p2/5P2/4r1PP/q4Q1K w - - 0 34,f1a1 e2e1 a1e1 e8e1,652,101,71,70,backRankMate endgame fork mate mateIn2 short,https://lichess.org/k85xjRzJ#67
YMXSw,6k1/6p1/4p1p1/5p2/1p6/6N1/PP1r2PP/1K4R1 w - - 0 34,g3e4 f5e4,1289,474,100,1,endgame equality hangingPiece oneMove,https://lichess.org/Jldm23uq#67
YMXUc,r2q1r1k/p5p1/1p1b4/3Q1P2/8/P5p1/1P1B1P1P/R4RK1 w - - 0 23,f2g3 d6c5 d5c5 b6c5,1305,76,90,222,advantage middlegame short,https://lichess.org/3DHm4TQc#45
YMXXP,8/5kpp/p2B1p2/8/3n4/6P1/2p2P1P/4R1K1 w - - 3 31,e1c1 d4e2 g1f1 e2c1,975,148,63,11,crushing endgame fork master short,https://lichess.org/SXySzhHe#61
YMXgg,r1b1kbnr/pp3pp1/2pp1q1p/4n3/4P3/2NBBN2/PPP2PPP/R2QK2R w KQkq - 6 9,e3d4 e5f3 g2f3 f6d4,1177,89,87,69,advantage discoveredAttack opening short,https://lichess.org/2cKma9lZ#17
YMXgy,r1b2rk1/pp1p1ppp/2p5/8/2QP4/2N5/PP3qPP/1K2RR2 b - - 3 17,f2g2 c4f7 f8f7 e1e8 f7f8 f1f8,1765,75,94,685,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/mb5fIxwI/black#34
YMXkQ,8/5p2/2R5/1P3pkp/8/2K3P1/5P1P/1r6 w - - 4 39,b5b6 b1c1 c3b4 c1c6,1103,80,90,81,crushing endgame rookEndgame short skewer,https://lichess.org/byIGM6P9#77
YMY7O,r2q1rk1/1p2bppp/2n1pn2/1Npp4/5Pb1/PP2PNQ1/1B1PB1PP/3R1RK1 b - - 2 14,d8b6 b2f6 e7f6 g3g4,1294,110,53,32,advantage capturingDefender middlegame short,https://lichess.org/DUg4Futf/black#28
YMYCa,2N2k2/3b1B2/p6q/P1P5/1p2p1n1/1Q4P1/5P1P/2R1R1K1 w - - 1 39,e1e4 h6h2 g1f1 h2f2,1620,75,92,320,mate mateIn2 middlegame short,https://lichess.org/4SIHxD9K#77
YMYOQ,r3k3/1ppqb1pr/p3N3/3QR3/6p1/2P5/PP3PP1/RNB3K1 w q - 0 19,d5b7 d7d1 e5e1 d1e1,762,94,94,187,fork mate mateIn2 middlegame short,https://lichess.org/237rYpgv#37
YMYZ6,5r2/5p1k/p5pp/1bP1N3/PP4P1/4QPq1/3r2P1/R3R1K1 w - - 3 33,e1e2 d2e2 e3e2 b5e2,1387,75,94,872,crushing middlegame short,https://lichess.org/wXY897Jk#65
YMZ0G,r1b1kb1r/ppp4p/2nq1np1/4ppB1/4P3/2PP1Q2/PP1N2PP/R3KBNR b KQkq - 4 9,f5e4 f3f6 d6f6 g5f6,1566,74,92,248,advantage opening short,https://lichess.org/MglI3g0H/black#18
YMZ5o,5k2/1Q6/1p6/p7/3P1q2/8/7P/7K w - - 2 57,b7b6 f4f1,859,187,80,21,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/8XUyyFAd#113
YMZMV,r3r1k1/bpp2pp1/p2p3p/8/PP2Pn1q/2PB1Q1P/3N1PP1/2R2R1K w - - 2 22,f3g3 h4g3 f2g3 f4d3,1398,79,80,142,capturingDefender crushing middlegame short,https://lichess.org/QKmKUqlr#43
YMZOX,r2qr1k1/1b6/p5p1/2pnNp1p/P2p1P1b/1P1B3Q/2P3PP/R1B2R1K b - - 1 21,g8g7 e5g6 g7g6 h3f5 g6g7 f5h7,2305,79,77,67,attraction crushing long master middlegame,https://lichess.org/oWJkFEYP/black#42
YMZf1,8/7p/4ppp1/3p4/3PPK2/k4P2/6PP/8 w - - 0 42,e4e5 g6g5 f4e3 f6f5,2517,82,92,543,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/enlTT7AZ#83
YMZgy,r1bqkb1r/pp1p1p2/2p2n1p/6p1/2BpPB2/3P4/PPP2PPP/RN1QK2R w KQkq - 0 9,f4e5 d8a5 b1d2 a5e5,1481,74,96,2517,advantage fork opening short,https://lichess.org/6zfDXyXg#17
YMZmv,r1b1r1k1/pp2p1b1/1q1pPp2/3n1PPB/8/6R1/PP1p2PK/R2Q4 b - - 3 23,e8f8 h5f7 f8f7 d1h5 c8e6 f5e6,2459,103,83,38,advantage clearance kingsideAttack long middlegame sacrifice,https://lichess.org/uaxDD5gD/black#46
YMZxd,3R4/6kp/6p1/8/8/3Pn2P/PP3r2/2KR4 w - - 4 28,d1d2 f2f1 d2d1 f1d1,1332,84,69,79,endgame mate mateIn2 short,https://lichess.org/JoMnnajX#55
YMaff,r4rk1/pp1npp1p/1q1p2p1/3Pb3/4P3/2N4P/PP1BB1P1/R2QK2R w KQ - 0 15,a1b1 e5g3 e1f1 b6f2,1104,80,97,286,mate mateIn2 middlegame short,https://lichess.org/kgB6c0Ma#29
YMb7J,rn1qk2r/ppp2ppp/5n2/2b1p3/2B1P3/2P2Q2/PP1P2PP/RNB1K2R w KQkq - 0 8,c4f7 e8f7,796,145,28,21,advantage hangingPiece oneMove opening,https://lichess.org/uWEBmOj5#15
YMbOk,r6k/pp3r1p/1qp3pn/3bR3/8/2PB3P/PP1Q1PP1/4R1K1 w - - 0 22,d2h6 b6f2 g1h2 f2g2,1246,75,100,773,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/JRIn8Unn#43
YMbaM,rr4k1/5p2/4pbp1/1pPp3p/3P1P2/n1NK1NP1/R6P/1R6 w - - 0 44,c3b5 a3b1 a2a8 b8a8,1409,77,75,185,crushing hangingPiece middlegame short,https://lichess.org/96OF69Ix#87
YMbwu,2rq2k1/p4r2/Q1p1p1p1/3pP2p/3P3n/PP1B4/5PP1/2RR2K1 w - - 0 31,c1c6 c8c6 a6c6 d8g5,1929,76,91,406,advantage middlegame short,https://lichess.org/VVKNrdIg#61
YMc0w,4rr1k/pp4p1/6Qp/2p5/5b1P/3BP1K1/P1Pq4/4R2R w - - 0 26,e3f4 d2f4 g3h3 e8e3 e1e3 f4e3 g6g3 f8f3,1816,85,81,42,crushing middlegame pin veryLong,https://lichess.org/7qFVK6ae#51
YMc7A,8/3r1kpp/p2P2p1/1p1n4/2p1N3/7P/PP1R1PP1/6K1 b - - 4 30,f7e6 e4c5 e6d6 c5d7 d6d7 d2d5,1260,76,99,1377,attraction crushing endgame fork long,https://lichess.org/WOFTDdJD/black#60
YMcM9,3rk2r/pp1q1pp1/4n3/3p2b1/B7/4PQ1P/PP1B2P1/2R2RK1 b k - 1 23,d7a4 f3f7,1013,90,93,106,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/3K0PCglm/black#46
YMcWx,2k4r/pp3p2/3Rpn1p/2p3pr/2P2B2/5qPP/PP1Q1P1K/3R4 b - - 1 23,f6d5 c4d5 f3g4 h2g2 g4h3 g2f3,2399,80,68,67,advantage long middlegame,https://lichess.org/dPg9xNIc/black#46
YMclp,3rr1k1/pp1q2pp/4p3/2p3N1/2Pn4/3Q4/PP3PPP/3RR1K1 b - - 5 19,h7h6 d3h7 g8f8 h7h8 f8e7 h8g7,1328,75,92,613,crushing deflection interference kingsideAttack long middlegame,https://lichess.org/Xe2BAzTx/black#38
YMcmA,8/ppqn1pk1/2p2n2/2b1pP2/2P5/1P1B1P1r/P2Q2K1/R4R2 b - - 1 24,h3h4 d2g5 g7f8 g5h4,1135,76,100,138,advantage fork middlegame short,https://lichess.org/XGomtRPx/black#48
YMcrg,r2q1rk1/7p/p3b1p1/1p1N2b1/3P4/1Q2BP2/PP4PP/R4RK1 w - - 1 24,e3g5 d8g5 d5e7 g5e7,1885,75,92,400,advantage middlegame short,https://lichess.org/mPjUzMCw#47
YMczC,r5k1/pb5p/6pb/4p3/4q3/6Q1/PP3PPP/2R1R1K1 b - - 1 24,e4f4 g3b3 f4f7 b3f7 g8f7 c1c7 f7f6 c7b7,1702,75,92,380,attraction crushing fork middlegame veryLong,https://lichess.org/KhY4I4ft/black#48
YMd85,5N2/pp1k2p1/6bp/8/2KN3r/PP6/8/8 b - - 1 46,d7e7 f8g6 e7f6 g6h4,765,97,95,460,advantage endgame fork hangingPiece master masterVsMaster short superGM,https://lichess.org/8ejQQ3cf/black#92
YMdJe,8/2Rr1pkp/3P1p2/8/p5P1/1r2P2P/3R1K2/8 b - - 4 36,b3b7 c7b7 d7b7 d6d7 b7d7 d2d7,1331,86,76,51,advancedPawn crushing endgame long rookEndgame,https://lichess.org/20DlkF17/black#72
YMdLN,8/8/R4k2/3p4/PP1N4/4P1pq/3K4/8 b - - 1 59,f6e5 a6e6 h3e6 d4e6,1398,76,91,657,crushing endgame short,https://lichess.org/8E2bRg2t/black#118
YMdQr,r1bqkbnr/ppp2ppp/3p4/6B1/2BpP3/5Q2/PPP2PPP/RN3RK1 b kq - 0 7,d8g5 f3f7 e8d8 f7f8,1292,100,73,43,attackingF2F7 crushing deflection opening short,https://lichess.org/YCs15ni6/black#14
YMdVY,4rr2/1q4k1/p5p1/1p1bN3/2pP2PK/2P5/PP6/R2Q1R2 w - - 1 32,g4g5 f8h8 h4g3 h8h5 d1g4 d5e6 g4h5 g6h5,2718,104,86,311,advantage middlegame veryLong,https://lichess.org/kEhKIfOc#63
YMdoe,1qbr1rk1/1p1n1pbp/pNnpp1p1/8/2PNPP2/1P2BB2/P3Q1PP/2R2RK1 w - - 4 17,b6c8 c6d4 c8e7 g8h8 e2d2 d4f3,1546,77,73,153,advantage long middlegame,https://lichess.org/GRxizfRl#33
YMdwF,r2q1rk1/5pbp/pnp1p1p1/4B3/Q1BP4/4P3/PP3PPP/2RR2K1 w - - 4 19,a4c6 a8c8 e5c7 d8c7 c6c7 c8c7,1994,75,98,140,advantage long middlegame,https://lichess.org/jCaO4Uo8#37
YMdxf,4r3/8/Bbk2p1p/3p1Np1/P1p5/2P2PP1/1P6/2K5 b - - 0 27,b6f2 a6b5 c6b6 b5e8,1330,76,95,359,crushing endgame short skewer,https://lichess.org/eJwlAXb6/black#54
YMe4X,r4rk1/1p3pp1/p1np2qp/2bN4/2B5/P3PN2/1PP2PPP/2KR2R1 b - - 4 15,c6a5 d5e7 g8h8 e7g6,1245,132,0,13,advantage fork middlegame short,https://lichess.org/LzulJOI1/black#30
YMeQj,2kr4/ppp1bppp/8/4q3/1PP2R2/P1N4b/Q3N2P/R5K1 w - - 0 23,f4e4 e5g5 e2g3 d8d2,1977,74,94,857,advantage middlegame short,https://lichess.org/SSawt8fT#45
YMeVM,7R/2p3k1/3p3p/3n1p2/K1p5/5P1P/PP6/8 w - - 3 38,h8c8 d5b6 a4b4 b6c8,995,86,100,130,crushing endgame fork short,https://lichess.org/rTo91V9C#75
YMeeR,2k2b1r/Q4ppp/1pp1p3/3pP3/3P1P1P/5Pq1/PPn1K3/RN3B1R w - - 5 22,a7b6 g3e1 e2d3 c2b4,1972,76,97,1564,crushing middlegame short,https://lichess.org/cr7qGfqy#43
YMejX,2bk3r/p2pnppp/1p3q2/3Nn3/4PB2/3B4/2PQ1PPP/5RK1 b - - 13 18,e7d5 f4g5 f6e7 g5e7,1533,189,-27,12,advantage middlegame pin short,https://lichess.org/uyx0R4al/black#36
YMekI,r2qkb2/4n2r/p5pp/1bp1Q3/4P3/6P1/3N1PBP/R1B2RK1 w q - 1 20,f1d1 f8g7 e5c5 g7a1,1428,74,95,2314,advantage middlegame short skewer,https://lichess.org/LBzvjoCU#39
YMepB,r3k1r1/b4p2/p2p4/4p2P/1p2b2q/6B1/PPP1N1PN/R2Q3K w q - 0 26,g3h4 e4g2,1043,81,89,109,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1jjPslDn#51
YMewN,4k3/rb1p1q2/2pB3Q/p3P3/8/8/1P4P1/6K1 b - - 0 42,c6c5 h6h8 f7g8 h8g8,805,91,100,115,endgame mate mateIn2 short,https://lichess.org/CxrAyelr/black#84
YMf2N,r5k1/pp4r1/2p5/2PNb3/P3Bp2/1P5b/2Q1PB2/6K1 w - - 1 33,g1h2 g8f7 e4g6 g7g6,2370,87,79,94,advantage middlegame short,https://lichess.org/nXM7bEt8#65
YMf8O,1r4k1/Rb3pbp/5np1/1ppqB3/8/1P3PNP/2B3P1/Q5K1 b - - 0 27,f6e8 e5g7 e8g7 c2e4,1903,75,90,209,advantage master middlegame short,https://lichess.org/fHsCT6ds/black#54
YMfJL,8/8/p3k3/5ppp/6b1/PR4P1/8/6K1 b - - 2 51,g4e2 b3e3 e6d6 e3e2,976,127,-25,17,crushing endgame fork short,https://lichess.org/CnxsqWdL/black#102
YMfNN,1r3r2/3npk2/pq2pbpp/1P1p4/3P4/1Q1BPN1P/1P3PP1/2R2RK1 w - - 1 20,c1c6 b6c6 d3g6 f7g7,2218,78,91,892,advantage middlegame short,https://lichess.org/kZ5woPXz#39
YMfbq,2r3k1/5ppp/p1Q3n1/1pp2N2/8/PP4KP/2P1Rr2/3q4 b - - 1 31,c8c6 e2e8 g6f8 f5e7 g8h8 e8f8,1401,77,84,174,backRankMate deflection endgame fork long mate mateIn3,https://lichess.org/pE7jCBJB/black#62
YMfk6,8/1p3pk1/3p2p1/q3p3/4P3/P1R5/1QP1n1PP/7K w - - 4 29,c3f3 a5e1 f3f1 e1f1,857,83,100,121,endgame mate mateIn2 short,https://lichess.org/Am8MTnwb#57
YMfpl,5rk1/1Q3ppp/b4q2/8/3p4/6P1/2r2PBP/R3R1K1 w - - 0 22,b7a6 f6f2 g1h1 f2g2,1105,79,47,70,mate mateIn2 middlegame short,https://lichess.org/GMWsYDtl#43
YMfpn,r4rk1/pp3ppp/3Rb3/6B1/8/8/PPP2PPP/2K4R b - - 0 19,e6a2 b2b3 a2b3 c2b3,1613,153,0,12,advantage endgame quietMove short,https://lichess.org/smTicPVY/black#38
YMfsE,8/4k1pp/5p2/4p3/1P2P3/1r1N2P1/3K1P1P/8 b - - 6 34,e7d7 d3c5 d7d6 c5b3,927,90,92,55,crushing endgame fork short,https://lichess.org/eDl9vbD1/black#68
YMfxv,rnbq1r1k/ppp2p2/4pp1p/3pP3/2PP3Q/2P5/P4PPP/R3KBNR b KQ - 3 10,f8g8 h4h6,1163,76,99,743,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/KGuZVV1B/black#20
YMg6a,4r3/1p3k1p/p4B2/2p1n2N/3p4/3P4/PPP2PPP/R5K1 w - - 1 26,a1e1 e5f3 g2f3 e8e1,932,90,90,98,advantage discoveredAttack endgame short,https://lichess.org/QJDE8ytI#51
YMgJV,2r1k2r/1p3pp1/p1nbNqb1/3p1n2/3P1B2/P1N4P/1PPQBP2/2KR2R1 w k - 1 17,g1e1 f7e6 f4d6 f5d6,2207,146,5,8,advantage hangingPiece middlegame short,https://lichess.org/cM4iujvl#33
YMgkU,r3nk2/p1r3pp/1pp1Q3/4P1q1/2P2P2/6P1/P6P/1R2R1K1 b - - 0 22,c7e7 e6c6 g5g4 c6a8,1738,149,41,6,crushing middlegame short,https://lichess.org/NeEzzzHD/black#44
YMgtH,8/pp6/2b5/4b2p/6pP/1P4N1/P4kPK/3R4 w - - 9 38,d1d3 e5f4 d3c3 c6e4 b3b4 b7b5 c3b3 f4e5 b3b2 e5b2,1960,163,18,21,crushing endgame pin quietMove veryLong,https://lichess.org/6AjbBvKh#75
YMgwd,8/8/6p1/7p/3Kpk1P/5p2/8/3R4 w - - 2 56,d1g1 e4e3 g1g6 e3e2,1677,209,-57,9,advancedPawn crushing endgame rookEndgame short,https://lichess.org/gNwxpTsg#111
YMh5M,5b1r/p1r1kpp1/2R4p/4q3/Q7/4P3/PPR3PP/6K1 b - - 0 26,e5e3 g1f1 c7c6 a4c6 e3d3 f1e1,2396,115,79,30,advantage defensiveMove long middlegame,https://lichess.org/kvBJfmoD/black#52
YMhUI,6k1/p4pp1/1p2bb1p/8/1Pq5/P1N3P1/2Q2P1P/3R2K1 b - - 1 27,c4c3 d1d8 f6d8 c2c3,1169,79,98,431,advantage deflection endgame short,https://lichess.org/Ohrkq9kE/black#54
YMhjl,3r1qk1/2p3n1/p1p4Q/1p5p/4P1p1/1P1P2R1/PBP3PP/7K w - - 4 27,b2g7 f8f1,1261,78,12,102,endgame mate mateIn1 oneMove,https://lichess.org/ZSAY35HL#53
YMi1f,r4rk1/1p1qbpp1/p3p2p/3B4/3P1B2/P5P1/1P3P1P/2RQR1K1 b - - 0 18,e6d5 c1c7 d7c7 f4c7,1485,76,86,306,crushing middlegame short,https://lichess.org/exuLYhyB/black#36
YMi1u,8/p1B2pkp/6p1/8/PP6/5P2/5PrP/4K3 b - - 0 29,g7f6 e1f1 g2g5 c7d8 f6f5 d8g5,1952,75,96,1711,crushing endgame long skewer,https://lichess.org/5ojSRRzb/black#58
YMi4b,r2qr1k1/1p4pb/p6p/3N1p1Q/2PPp2n/1P2N2P/R4PP1/R5K1 w - - 2 29,d5c7 h7g6 h5e2 d8c7,1347,327,-100,4,crushing middlegame short,https://lichess.org/vFhFaQqS#57
YMi8i,1r1q2k1/Q1p2pp1/1p1p3p/3r4/P3N3/3P3P/1P3PP1/R4RK1 w - - 0 21,f1d1 d5a5 a7b8 d8b8,1544,74,95,3085,advantage middlegame short trappedPiece,https://lichess.org/i9DIObXv#41
YMiCS,3r3k/pp2n1pp/1q6/4P2Q/1P4Pb/P6P/1B1Nr3/R4R1K b - - 4 23,d8d2 f1f8 e7g8 f8g8 h8g8 h5e8,1748,78,82,75,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/ZDdmvOhH/black#46
YMiKp,rnb2k1r/ppp2pp1/3p4/6qp/6N1/3P1Q1N/PPP5/R3KB1R b - - 1 18,h5g4 h3g5 g4f3 h1h8,1484,84,20,41,crushing discoveredAttack middlegame short,https://lichess.org/JkU98Am7/black#36
YMiPD,4br2/5n2/1p2N1R1/p1p2k1B/2P5/4K3/PP6/8 b - - 0 39,f8h8 e6g7 f5e5 g6e6,1684,74,99,1418,endgame mate mateIn2 short,https://lichess.org/YW7UgH3g/black#78
YMivJ,8/6p1/R6p/2q1k1r1/p1P5/2Q5/P7/7K b - - 1 49,e5f5 a6a5 c5a5 c3a5,1620,74,89,302,crushing endgame pin short,https://lichess.org/UgvaiKJ0/black#98
YMj6N,r4rk1/1b3p2/p3p1pp/1p6/4NQ2/P2P2Pq/BPP2P1n/1R2R1K1 b - - 3 24,h2g4 f4g4 h3g4 e4f6 g8g7 f6g4,1613,77,85,136,advantage attraction fork long middlegame sacrifice,https://lichess.org/GDWBMmLT/black#48
YMjB0,7k/4Q1p1/6rp/8/8/1B1r1P2/5K2/8 w - - 0 40,b3c2 d3d2 f2e3 d2c2,1053,77,74,238,advantage endgame fork short,https://lichess.org/VtOaz1Tj#79
YMjOz,2k5/1pp1n2N/p7/8/P7/1P6/1r3PPP/3R2K1 w - - 1 28,d1d3 b2b1 d3d1 b1d1,988,99,59,48,backRankMate endgame mate mateIn2 short,https://lichess.org/M8S3255L#55
YMjTG,6k1/1p2bpp1/p2p3p/3QpP2/2B1P3/P1q3P1/7P/7K b - - 1 33,c3c1 h1g2 c1c2 g2h3 c2c4 d5c4,1438,132,38,10,crushing defensiveMove endgame long,https://lichess.org/cuY0gmL5/black#66
YMjXl,r1kr4/2p2R2/1p2p3/6Q1/1p1P4/8/P3nPPq/R6K w - - 0 29,h1h2 d8h8 f7h7 h8h7 g5h6 h7h6,1108,76,100,528,anastasiaMate endgame long mate mateIn3,https://lichess.org/bVkL5vw8#57
