PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
YLJpa,6k1/6p1/ppp3Qp/3p1P2/3Pq1P1/2P3PK/8/8 w - - 6 35,g6c6 e4h1,982,83,80,181,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/jUZhpYko#69
YLK23,6k1/6p1/1q1P1p2/6p1/P7/5P2/3Q2PP/1r2R2K w - - 1 44,e1b1 b6b1 d2c1 b1c1,600,100,44,82,backRankMate endgame mate mateIn2 short,https://lichess.org/BUf2XeBe#87
YLKEJ,2rqk2r/pp3ppp/2n1pn2/1Bb5/3p2Q1/1PP4P/PB1P1PP1/RN3RK1 w k - 3 12,g4g7 h8g8 g7g8 f6g8,1433,75,92,589,advantage middlegame short,https://lichess.org/Ir98kHrh#23
YLKN9,2rr3k/1pb2ppp/p3p3/2P3q1/1P1n4/PQ4P1/1B3PBP/R4RK1 w - - 3 22,b3c3 d4e2 g1h1 e2c3,875,89,85,66,crushing fork middlegame short,https://lichess.org/Rzl37b9H#43
YLKhC,rn1qk1nr/pbppp1bp/1p4p1/5p2/3PPP2/2PB4/PP4PP/RNBQK1NR w KQkq - 0 6,e4f5 b7g2 g1f3 g2h1,1270,78,94,285,advantage opening short trappedPiece,https://lichess.org/PG5Ji5vf#11
YLKoW,r1b1r1k1/1p1q1p1p/p2p1bpB/4n3/4QP2/3B4/PPP3PP/3RR1K1 b - - 0 20,e5d3 e4e8 d7e8 e1e8,1169,76,100,96,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FSv6PRao/black#40
YLKoq,8/8/4kn1p/1p4p1/2pP4/2P1K3/3N1PPP/8 w - - 4 32,h2h3 f6d5 e3e4 d5c3,989,83,96,258,crushing endgame knightEndgame short,https://lichess.org/D1C5EJwW#63
YLKxQ,r1bQ2k1/1p3ppp/p1p2b2/8/2P1rP2/4B3/PP4PP/2RR2K1 b - - 1 19,f6d8 d1d8 e4e8 d8e8,689,92,100,61,backRankMate mate mateIn2 middlegame short,https://lichess.org/Z50RbR5U/black#38
YLLDt,r1b2rk1/ppp3pp/8/1Pn5/P1q1Bn2/2N1Q2P/3PNP2/R4K1R b - - 0 19,f4e2 e4d5 c4d5 c3d5,1381,76,99,3104,crushing fork middlegame short,https://lichess.org/veGbxAtZ/black#38
YLLGr,r1bk3r/pp3Qbp/n1p2p2/5q2/2BP4/8/PPP2PPP/2KRR3 b - - 1 17,g7h6 c1b1 c8d7 d4d5,2513,108,72,27,advantage defensiveMove middlegame short,https://lichess.org/WioOzJ6q/black#34
YLLJl,5r2/ppk5/4p3/3r4/5Rp1/1P6/P1P3PP/7K w - - 0 29,f4f8 d5d1 f8f1 d1f1,600,98,100,132,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/LaGAdZzO#57
YLLRb,r1b2rk1/p2p1pp1/1pnNp3/4P3/P2P2Bq/R7/1P3P1P/3Q1RK1 b - - 0 18,c8a6 a3h3,1307,80,94,79,advantage middlegame oneMove,https://lichess.org/u9Wzffwl/black#36
YLLft,4r2k/5p1p/p1p2pr1/2p1qN2/1p2PR1Q/3P3P/P1P3P1/7K b - - 9 24,e8g8 h4h7 h8h7 f4h4 g6h6 h4h6,1619,75,88,456,attraction endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/uykPA6bm/black#48
YLLiN,8/pppkr3/5p2/5Q2/2Pq3P/PK6/8/4R3 b - - 3 34,d7e8 f5h5 e8d8 e1d1,2082,75,93,749,crushing endgame pin short,https://lichess.org/1GJxmRy2/black#68
YLLp5,1r6/2Rk1p1p/1P4p1/p4p2/5P2/P7/5KPP/8 b - - 6 37,d7e8 b6b7 b8b7 c7b7,1132,75,100,514,advancedPawn crushing endgame rookEndgame short,https://lichess.org/wC1ie3uE/black#74
YLMUt,r7/p1pbr2k/1p4Rp/4p3/2PP4/P1PB4/6PP/5RK1 w - - 2 27,g6h6 h7h6,1040,340,-75,3,crushing endgame hangingPiece oneMove,https://lichess.org/a96sYJXC#53
YLN2G,2k5/ppp3p1/4p2p/4P3/5P2/2P3P1/PP6/3K4 b - - 0 25,g7g5 f4g5 h6g5 d1e2 c8d7 e2f3,2159,75,94,575,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/HhXzTbXo/black#50
YLNBT,r5k1/1N4p1/pq1P1npp/2p5/2n1B3/8/PPQ3PP/R5K1 b - - 1 22,f6e4 c2c4 g8h7 c4e4 c5c4 g1h1,1806,76,87,393,crushing defensiveMove fork hangingPiece long middlegame,https://lichess.org/V3iTFBmn/black#44
YLNMD,r5k1/p5pp/2r5/3R4/P7/1P2P2P/2pQ2PK/1qR5 b - - 2 33,b1b3 d5d8 a8d8 d2d8 g8f7 d8d7,1654,75,99,2139,crushing endgame long,https://lichess.org/V8p9sm7Z/black#66
YLNUw,r4rk1/2pbq1p1/7p/1p2p1p1/p1PpP2Q/Pn1P1NRB/1P2KP1P/6R1 w - - 0 21,g3g5 h6g5 f3g5 g7g6,2087,76,79,82,crushing defensiveMove middlegame short,https://lichess.org/EPByddDN#41
YLNVO,3N2k1/p5pp/1p3n2/3P1p2/2nQ4/6PP/P1P1qpK1/5R2 w - - 0 32,f1f2 c4e3 d4e3 e2e3,1023,77,100,449,crushing endgame short,https://lichess.org/4AO7GIj2#63
YLNlG,3rr1k1/pp3p2/2p3p1/5bP1/2P1B2R/5P2/PP2K3/7R b - - 4 23,f5e4 h4h8 g8g7 h1h7,1092,103,100,19,endgame mate mateIn2 short,https://lichess.org/EnchXYpZ/black#46
YLNsn,8/2p5/3b4/1P2p3/2p5/p4P2/1k2K3/3Q4 w - - 6 60,d1a4 a3a2 a4c4 a2a1q,1340,180,82,7,advancedPawn advantage endgame promotion short,https://lichess.org/JPaY7Vtu#119
YLNyY,5rk1/1p1b3q/4p1pp/pP1p3B/P2P1r2/5R1P/4QPP1/5RK1 w - - 0 34,h5g6 h7g6 f3g3 g6g3 f2g3 f4f1,1523,77,87,79,advantage hangingPiece kingsideAttack long middlegame,https://lichess.org/bbFPUrq7#67
YLO0C,2kr1bnr/pbpp2pp/1p2q3/3NPp2/2B2P2/4Q3/PPP3PP/2KR2NR b - - 2 13,c7c6 d5b6 a7b6 c4e6,1401,75,91,1986,crushing discoveredAttack middlegame queensideAttack short,https://lichess.org/3tz84eh6/black#26
YLO6o,3r2k1/3r1ppp/8/pp5b/4p3/P3P2P/BPP3P1/2R1KR2 w - - 3 27,f1f2 d7d1 c1d1 d8d1,664,94,82,46,endgame mate mateIn2 short,https://lichess.org/ijTJjai5#53
YLOHi,4Qr1k/pp5p/1bp3p1/5nB1/1PB2P2/P1qP4/2P3PP/4R2K b - - 5 30,f8e8 e1e8 h8g7 e8g8,1490,75,90,456,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/LEboGVH0/black#60
YLOOm,8/3R2k1/p1q4p/2r1p1p1/8/P1p4P/3Q2P1/7K b - - 1 35,g7g6 d7d6 g6g7 d2d3 c6d6 d3d6,2150,158,63,14,advantage endgame fork long,https://lichess.org/l6P2hQRl/black#70
YLOX6,8/p1p4p/2P1k2K/pP2p1P1/1b2P3/8/1B6/8 b - - 4 43,b4e7 b2c1 a5a4 h6h7 e7g5 c1g5,1915,74,90,419,bishopEndgame crushing endgame long quietMove,https://lichess.org/2GhT44JT/black#86
YLOfG,7k/p5pp/3r4/1p6/8/P1P2PP1/4p1KP/2R5 w - - 0 34,g2f2 d6d1 f2e2 d1c1,1290,79,56,114,crushing endgame rookEndgame short,https://lichess.org/SnIwk2Nd#67
YLOlE,2r2rk1/ppQ3pp/4pq2/3p4/1P6/PR6/5PPP/5RK1 w - - 5 25,c7b7 f6f2 f1f2 c8c1 f2f1 c1f1,1765,81,83,36,endgame long mate mateIn3 sacrifice,https://lichess.org/4hYBpG59#49
YLOo4,r1bq1rk1/pp3pbp/5np1/6B1/2P1p3/3B1N2/PPQ2PPP/R4RK1 w - - 0 14,g5f6 e4d3 f6d8 d3c2,1687,76,88,123,advancedPawn crushing middlegame short,https://lichess.org/I8QCiVZg#27
YLPT4,8/p6B/8/8/2q2p2/kb6/3Q2PP/7K w - - 0 49,d2c1 c4c1,600,113,94,261,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/cuXj1Nvq#97
YLPTO,r1b2k2/ppp1qpp1/1b2n2B/3pn3/1P5R/2PB1N2/P1Q2PPP/R5K1 w - - 0 18,h6g5 e5f3 g2f3 e7g5,1730,87,60,32,crushing kingsideAttack middlegame short,https://lichess.org/gqL3HPSl#35
YLQ0Y,2r3k1/1b2q1r1/p6Q/1p4P1/4p2P/P2n3N/1P1B1P2/1K1R3R w - - 0 27,d2c3 c8c3 b2c3 e7f7,2508,81,92,499,advantage middlegame sacrifice short,https://lichess.org/qk2KUSKb#53
YLQ1L,4r1k1/4rpp1/6p1/8/3R4/5PbP/4B1P1/2R2K2 w - - 8 38,e2d3 e7e1 c1e1 e8e1,669,103,100,148,endgame mate mateIn2 short,https://lichess.org/qjaQgktN#75
YLQ2g,2kr3b/pp1b1p1R/3p1p2/q1pN1P2/2P3N1/3P4/PP2Q3/2K5 b - - 4 23,d7f5 d5e7 c8b8 e7f5,1130,79,60,118,crushing fork middlegame short,https://lichess.org/cz2KwORf/black#46
YLQEd,3r4/nk1pqp2/1pp1p1rp/4Pp2/p1NP4/2P3P1/PP2QPP1/1K1R2R1 b - - 1 20,d8a8 c4d6 e7d6 e5d6,1196,96,67,74,crushing middlegame short,https://lichess.org/9GAlooxZ/black#40
YLQRX,2Rr2kq/pb5p/1p1ppppB/3n4/4N3/Pn1B3P/1P1Q1PP1/4R1K1 b - - 0 24,d8c8 d2d1,1987,80,40,94,crushing middlegame oneMove,https://lichess.org/QADKQpts/black#48
YLQTl,7k/3r2p1/p4p1p/4p3/8/1P4P1/P4PKP/BBRr4 w - - 13 29,a1b2 d1c1 b2c1 d7d1,1298,77,85,111,advantage clearance endgame short,https://lichess.org/UtHro21T#57
YLQWn,1r4k1/2p3p1/2Qb1p1p/4p3/7P/P1B1P2q/2PP1P2/R5K1 w - - 0 26,a3a4 e5e4 c6d6 c7d6,1612,76,94,1507,crushing endgame quietMove short,https://lichess.org/fd79EEhj#51
YLQaG,4r3/pp3p2/4r1k1/2p3p1/3p2p1/PP1P1qP1/2PQ1P1R/5K1R b - - 9 29,e6e2 h2h6 g6f5 d2g5 f5g5 h1h5,1711,74,98,1347,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/JQzMRpK1/black#58
YLQgi,4r1k1/pp4p1/2b3N1/3p1P1R/2nP4/2P5/P5PP/6K1 b - - 2 29,e8e2 h5h8 g8f7 h8f8,1249,80,92,57,endgame hookMate mate mateIn2 short,https://lichess.org/9JEBcDRg/black#58
YLQiN,6k1/6pp/1pq5/3pBpn1/3P4/5P1P/PQ3P2/6K1 w - - 2 30,g1g2 c6h6 h3h4 h6h4,1881,78,68,45,crushing endgame short,https://lichess.org/NBW9IBQ9#59
YLQqs,8/p1k1nQ2/1pp5/3p4/3P3b/2P4q/PP2N2P/R2K2r1 w - - 0 33,e2g1 h3d3 d1c1 h4g5 f7f4 g5f4,1683,80,83,55,endgame exposedKing long mate mateIn3,https://lichess.org/el1QWA8G#65
YLR6i,r4rk1/pp1q1ppp/1np3b1/b2p4/3P1B2/PBP1QN1P/2P1RPP1/4R1K1 b - - 2 19,f8e8 e3e8 a8e8 e2e8 d7e8 e1e8,862,90,85,52,backRankMate long mate mateIn3 middlegame,https://lichess.org/TP5KNDJA/black#38
YLRHb,4q1k1/6pp/1ppb4/p2p4/R7/1P1P1N1P/1PP1rPP1/1Q4K1 w - - 3 30,g1f1 d6g3 f2g3 e8e3 b1e1 e2e1,2169,84,79,42,advantage endgame long sacrifice,https://lichess.org/qHPuidsk#59
YLRKn,2r2r2/pp4k1/5p2/1q2p1R1/8/6PR/PP4P1/1Q2K3 b - - 0 34,f6g5 b1h7 g7f6 h3h6,1410,75,96,1987,endgame mate mateIn2 short,https://lichess.org/e7lJwA3I/black#68
YLRMD,r5r1/3k1p2/pq1p1Q2/5p1p/2P5/1P3P2/1P6/4RK1R b - - 5 31,b6b3 f6f7 d7c6 f7d5,1555,135,71,10,crushing endgame short,https://lichess.org/5AdpocVL/black#62
YLROx,3r2rk/2p2R1p/1p1p2Q1/p2P4/4P1n1/3B4/P1P2RP1/6K1 b - - 0 33,h7g6 f2f4 g8g7 f7g7 h8g7 f4g4,1761,75,97,1104,crushing endgame long,https://lichess.org/zW24JkPa/black#66
YLRZV,r2r2k1/1p3pp1/p1q1b2p/8/P3B2Q/2P1P3/6PP/2R2RK1 b - - 2 19,c6a4 e4h7 g8h7 h4a4,1378,76,90,169,advantage discoveredAttack middlegame short,https://lichess.org/kbXZHd9h/black#38
YLRdC,r5k1/1p4pp/3P4/p4Pp1/2p3P1/P6P/1r6/3RR1K1 b - - 5 38,g8f7 e1e7 f7f8 d1e1 b2d2 d6d7,2149,77,64,64,advancedPawn advantage clearance endgame long quietMove rookEndgame,https://lichess.org/sg9i8XzL/black#76
YLRe8,3B1rk1/5qpp/p3R3/8/1P1pp1Q1/P6P/5nP1/5RK1 w - - 0 33,f1f2 f7f2 g1h2 f8d8,1234,390,100,5,endgame equality short,https://lichess.org/hqntQug2#65
YLSAy,r7/1p2r1k1/p7/2q1P2p/2Pp2p1/1Q6/PP4KP/3R1R2 b - - 0 33,e7e5 b3b7 c5e7 b7a8,1160,76,100,602,crushing endgame fork short,https://lichess.org/jjHzVJNq/black#66
YLSEC,r2qk2r/1bb2pp1/p1p1pn1p/8/4N3/5B2/PPP1QPPP/R1B2RK1 w kq - 6 14,e4c5 d8d6 c1f4 d6f4,1896,77,91,574,advantage fork master opening short,https://lichess.org/YWZxdb5k#27
YLSKZ,5bk1/3r1bB1/2q1p2p/8/5NQ1/4PP2/2r4P/6RK b - - 0 37,f7h5 f4h5 f8g7 h5g7 h6h5 g7h5,2293,86,85,248,advantage discoveredAttack hangingPiece long middlegame,https://lichess.org/qFCL6BLV/black#74
YLSR6,r1b4r/pp4p1/2p2kn1/5p2/3PNP2/3B4/PPP5/4RRK1 b - - 1 25,f6f7 e4d6 f7f6 d6e8,2357,78,82,214,crushing middlegame short,https://lichess.org/TTKSYCM0/black#50
YLShv,2r1r1k1/1p3pp1/4b2p/pQ1Bb1q1/3P4/P3P2P/1P3RP1/3R2K1 w - - 0 26,d5e6 e5h2 g1h2 g5b5,1599,85,88,28,crushing discoveredAttack middlegame short,https://lichess.org/SeFq9bAh#51
YLSjr,r2q1rk1/ppp2ppp/3b4/4n3/2P2n2/5B2/PP1P1PPP/RNBQ1RK1 w - - 3 11,f3b7 d8h4 g2g3 h4h3,2472,82,90,253,crushing opening short,https://lichess.org/ptuHfBni#21
YLSlD,r4rk1/6p1/1p1qp1n1/2pp1PN1/p2P4/P1PBP3/1PQ5/2K4R b - - 0 27,c5c4 f5g6 d6g3 g5f7 f8f7 g6f7,2156,134,27,17,advancedPawn advantage hangingPiece kingsideAttack long middlegame quietMove,https://lichess.org/bNJ2NG62/black#54
YLSvT,r2q1r1k/3nN1pp/p2P4/2p2pN1/1pB2P2/8/PPPB2PP/1K5R b - - 1 24,h7h6 e7g6,1427,80,94,654,mate mateIn1 middlegame oneMove,https://lichess.org/yHYG0E6A/black#48
YLT2I,1r5k/2p2p1p/5p2/p1pN4/P5R1/1Pb4P/r4PP1/1R3K2 b - - 3 28,h7h5 d5c3 h5g4 c3a2,1615,85,66,42,advantage endgame hangingPiece short,https://lichess.org/zvWdRmGE/black#56
YLTcG,r2qk1nr/2p1bp2/2b1p1pp/1p1pP3/pPnP1PP1/P1PBB3/3NN2P/R2Q1RK1 w kq - 1 16,d2c4 d5c4 d3c4 b5c4,1429,76,93,553,crushing middlegame short,https://lichess.org/uNLwHVqc#31
YLU0t,r5k1/ppp1n1q1/2n1bp1p/2bp3Q/7N/2PB4/PP1N1PPP/R4R1K w - - 6 16,b2b4 e6g4 h5g4 g7g4,1554,75,93,1865,advantage middlegame short trappedPiece,https://lichess.org/NztGRIdc#31
YLU3C,r3r1k1/p2nqp2/6pp/2p5/3P4/P1R2b2/1PQ2PPP/1B1R2K1 w - - 0 20,c3f3 e7e1 d1e1 e8e1,1040,108,82,25,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/R6oblSwp#39
YLU8V,5Q2/5P2/6p1/3Np1qk/4P3/1PK5/P1P5/2q5 b - - 2 40,g5g3 c3b4 g3e1 c2c3 e1e4 c3c4 c1d2 b4b5 e4f5 f8h8 h5g4 d5f6 g4g3 f7f8q,2730,120,77,41,advancedPawn crushing defensiveMove endgame promotion veryLong,https://lichess.org/13IJUqwt/black#80
YLULu,1n2kb1r/r1q3p1/p3p3/1p3p2/2pP2p1/2P1P2P/4BPP1/R1BQ1RK1 w k - 0 20,h3g4 c7h2,917,123,75,25,mate mateIn1 middlegame oneMove,https://lichess.org/W1TZv9Ks#39
YLUTq,r1b1k2r/ppp3pp/2n5/4pp2/1nP5/3P1N2/PP1N1PPP/R3KB1R w KQkq - 1 12,a2a3 b4c2 e1d1 c2a1,1123,89,78,68,crushing fork middlegame short,https://lichess.org/AqhPr2gR#23
YLV08,6k1/5r1p/5p2/pR2n1p1/6K1/3P3P/PPP2P2/R1B4r w - - 4 29,g4g3 h1g1 g3h2 e5f3,1089,77,100,500,endgame mate mateIn2 short,https://lichess.org/gPeF3gWT#57
YLVIZ,5q1k/1Q1R2bp/p2p2p1/1p1Bp3/8/P7/1P2r1rP/2R3K1 w - - 0 31,d5g2 f8f2 g1h1 e2e1 c1e1 f2e1 g2f1 e1f1,1729,75,93,1007,mate mateIn4 middlegame veryLong,https://lichess.org/jaHS988D#61
YLVmU,r1b2rk1/ppp2ppp/2qp1n2/8/4P3/2NB2Q1/PPP2KPP/R1B4R w - - 2 11,c1h6 f6g4 f2e2 g4h6,1916,97,83,32,advantage fork middlegame short,https://lichess.org/U8r2GXCq#21
YLVny,r1b2r2/pp1n1p1k/4N1p1/3pP3/5PQ1/5N2/PPP2qPP/R6K w - - 0 20,e6f8 d7f8 g4h4 f2h4,1621,75,94,316,advantage middlegame short,https://lichess.org/m7DZYC4d#39
YLVxG,1k1r1b1r/ppp1np2/5p2/3p2pp/3P4/1QPB1N1q/PP1N1P2/R3R1K1 w - - 0 17,f3h2 h3d3,1528,88,77,36,crushing hangingPiece middlegame oneMove,https://lichess.org/cZFDhsLL#33
YLWLC,r1b2rk1/ppp3pp/1b6/5p2/BPPnp3/P2n2qP/5PPN/R1BQ1RK1 w - - 0 16,f2g3 d4e2 g1h1 e2g3,1835,101,84,46,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/KCGYJXVZ#31
YLWUQ,1r3rk1/p1q2pp1/2p1b2p/7Q/4N3/1P1BnR2/P1P3PP/R6K b - - 2 19,e6g4 e4f6 g8h8 f6g4,1600,75,89,987,crushing middlegame short,https://lichess.org/LEupkO8t/black#38
YLWZw,8/3P4/1P6/5K2/k7/8/8/4r3 b - - 10 52,e1d1 b6b7 d1d7 b7b8q,1322,75,90,733,advancedPawn crushing endgame master promotion rookEndgame short,https://lichess.org/N0i7Nfui/black#104
YLWo1,r1b1k2r/pp3ppp/1q3n2/4p3/3nP3/2N4P/PPPB1QP1/R3KB1R w KQkq - 5 13,e1c1 d4b3 a2b3 b6f2,1396,76,94,177,crushing discoveredAttack opening short,https://lichess.org/ZxCH5j7F#25
YLWq2,2k4r/ppqn4/2pb1p2/3p1Qr1/P2P4/1PN2N2/1BP2PP1/R4RK1 w - - 3 20,f3g5 d6h2 g1h1 h2g1 f5h3 h8h3 h1g1 c7h2,1601,74,94,1371,discoveredAttack kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/rwVm6W0N#39
YLWyH,6r1/1p2pk1p/p2p4/2pP1P2/P1P1nPn1/7q/4Q2P/R3R1BK w - - 2 28,e2e4 h3h2 g1h2 g4f2,1911,75,81,73,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/2ym0Ny33#55
YLX07,8/3kr3/7P/5P2/8/5K2/5n2/4R3 b - - 6 53,f2d3 e1d1 e7h7 d1d3 d7e7 d3e3 e7f7 e3e6,2481,77,81,207,crushing defensiveMove endgame exposedKing pin veryLong,https://lichess.org/6Z7lCkH2/black#106
YLX2a,8/4b1p1/2K2k1p/5PnP/8/8/4R3/8 b - - 46 73,g5f7 e2e6 f6f5 e6e7,1500,500,100,1,deflection endgame equality short,https://lichess.org/EAkGEC45/black#146
YLXLy,8/8/4k3/3B1pP1/1ppK1P1p/1b6/8/8 b - - 1 50,e6d6 g5g6 c4c3 d5b3,1949,86,79,27,bishopEndgame crushing endgame short,https://lichess.org/f7s5ZwAs/black#100
YLXS6,2kr3r/1pb2qp1/2p1p1p1/p4pP1/2PP1PP1/2B1PQ2/PP6/1K1R3R w - - 1 23,h1h2 h8h2,1207,105,39,21,crushing hangingPiece middlegame oneMove,https://lichess.org/CMVA99dA#45
YLXYb,r3k2r/pp2bppp/2bqp3/2pn4/4P3/2N2N2/PPQ2PPP/R1B2RK1 b kq - 0 13,d5f6 e4e5 d6c7 e5f6,1271,79,94,470,advantage fork middlegame short,https://lichess.org/mZrYa8B0/black#26
YLXfG,4r1k1/6pb/1R3bp1/p5N1/2p2P2/3P4/r1P5/3B1RK1 w - - 0 40,d3c4 f6d4 g1h1 d4b6,1372,188,-60,6,advantage fork middlegame short,https://lichess.org/j9QsCy3n#79
YLXg9,6k1/5pp1/1qpP4/1p5p/1P4b1/4r1QP/PBPN2P1/R6K w - - 1 24,g3f2 e3h3 g2h3 b6f2,1364,74,93,411,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/mGCAMV4J#47
YLYJH,r3r1k1/5pp1/p2Q4/1p6/2p1P1R1/P1q3PP/2PR3K/8 b - - 3 31,c3f3 d6d4 f3g4 h3g4,2216,79,83,225,advantage endgame short,https://lichess.org/x5bSAs3K/black#62
YLYYN,r2qkb1r/1ppn1pp1/p3p1p1/3p4/3P1nQ1/3BP3/PPPN1PPP/R4RK1 w kq - 0 11,g4f4 f8d6 f4d6 c7d6,1637,76,91,268,crushing middlegame short,https://lichess.org/INcfbkzM#21
YLYig,r1b2bk1/pp3p2/2p2npp/2P3n1/1P1N3q/1QN1PB1P/P4PPK/3R1R2 w - - 5 23,f1h1 g5f3 d4f3 f6g4 h2g1 h4f2,1522,76,92,277,long mate mateIn3 middlegame pin,https://lichess.org/EhlMh0iY#45
YLYjr,3r4/3b1p2/1k1p4/RNpBp1q1/1n2P3/3P1Pr1/1PP1Q1P1/5RK1 w - - 3 26,d3d4 d8g8 d4c5 d6c5,2371,87,80,107,crushing middlegame quietMove short,https://lichess.org/4IuY65ZU#51
YLYoZ,6k1/4ppbp/6P1/8/3q4/1Q4N1/1P2KP2/r6R b - - 2 35,a1h1 b3f7 g8h8 f7e8 g7f8 e8f8,1771,75,97,1258,endgame long mate mateIn3,https://lichess.org/CXJlVgMK/black#70
YLYsB,5rk1/6pp/1qNppr2/p7/3P4/P4P2/3Q2PP/2R3K1 b - - 5 31,f6f4 c6e7 g8f7 d2f4,1500,500,100,0,endgame equality interference short,https://lichess.org/ZfiY8hs3/black#62
YLYsD,5k2/p5Rp/1p2p3/2r2q2/N1P3n1/1Q5P/PP6/K5R1 w - - 6 28,g1g4 f5f1 b3d1 f1d1,871,82,80,102,backRankMate endgame mate mateIn2 short,https://lichess.org/K8UDJuPm#55
YLYt2,2kr3r/ppp4p/2nqpb2/8/2Q2P2/3p4/PPPN2PP/R1B2RK1 w - - 0 15,d2e4 d6d4 c4d4 f6d4 g1h1 d3c2,1817,75,68,84,advancedPawn advantage long middlegame,https://lichess.org/iq1QEUpU#29
YLZ10,6k1/1pq2pp1/p1p4p/1n6/2Q1N3/1P4RP/1P3PPK/3r4 b - - 3 33,b5d6 e4f6 g8f8 f6h7,2136,86,83,286,advantage endgame pin short,https://lichess.org/xN7WmNyu/black#66
YLZ20,7R/6k1/4ppr1/5p2/3P1P1K/B3P3/7R/5b2 w - - 2 44,h8h5 g6g4,847,96,96,226,endgame master mate mateIn1 oneMove,https://lichess.org/FrkQMDtt#87
YLZHs,7k/6p1/7p/P1p5/1rP5/8/6K1/R7 b - - 0 43,b4c4 a5a6 c4d4 a6a7,1078,113,71,14,advancedPawn crushing endgame rookEndgame short,https://lichess.org/F1FUllRj/black#86
YLZWO,3K4/q1P5/3P4/8/8/6k1/8/8 b - - 4 60,a7a8 c7c8q a8a5 c8c7,1432,76,85,137,advancedPawn crushing defensiveMove endgame promotion queenEndgame short,https://lichess.org/FkfhrGdH/black#120
YLZvj,r1b1r1k1/4npp1/p3pn1p/1p1pN3/5P2/2qB3Q/P1P3PP/R1BR2K1 b - - 1 19,c8b7 d3h7 g8h7 h3c3,1479,76,98,1466,advantage discoveredAttack middlegame short,https://lichess.org/6ictaJfW/black#38
YLZyB,r4k1r/1p2ppb1/1q1p3p/p1n3p1/6b1/2N1PNP1/PPPQBPP1/2KR3R w - - 0 15,c3d5 b6b2,1490,76,96,3471,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/ZbJuo16Y#29
YLa8z,rnb1k2r/pp2qppp/5n2/2bpN1B1/2PQ1P2/P7/1P2P1PP/RN2KB1R w KQkq - 1 10,d4d5 f6d5 g5e7 d5e7,1454,79,93,910,advantage middlegame short,https://lichess.org/GLmjia3W#19
YLaAw,1rbq1r2/p3bpk1/2p1p1pp/2p1Pn2/4N1Q1/3P3N/PPP3PP/R1B2RK1 w - - 2 19,b2b3 d8d4 g1h1 d4a1,1774,75,93,416,advantage fork middlegame short,https://lichess.org/vw7gD8WM#37
YLaBx,r1bq1rk1/2p2pR1/3p1b1Q/p4P2/1p1BP3/3P1n1B/PPP5/RN1K4 b - - 0 18,f6g7 h6g7,1019,94,71,29,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qCJHNzI6/black#36
YLaTn,7k/2p4p/1p1p1q2/8/1P4b1/3Q2P1/B1P2r1P/2R3RK w - - 2 26,c1e1 f6f3 d3f3 g4f3,2641,88,85,278,crushing middlegame short,https://lichess.org/IjBirswH#51
YLaZk,6k1/3q1rb1/1p1p1r1p/pN1Pp3/2PpQpR1/PK3P2/1P6/6R1 b - - 3 37,g8f8 e4h7 d7f5 h7f5 f6f5 b5d6,1992,76,89,125,crushing long master masterVsMaster middlegame,https://lichess.org/FCI6sRSG/black#74
YLabv,r2q1rk1/pp3ppp/2p1b3/3p4/3P1n2/1B2RPb1/PPP2Q1P/R1B2NK1 w - - 0 18,h2g3 f4h3 g1g2 h3f2,1032,75,100,61,crushing fork middlegame short,https://lichess.org/hzQQGWkh#35
YLbXF,r5k1/pQ1b1p2/2pb3p/3p4/3P2p1/2P1r1Pq/PP1N1P1N/R4RK1 w - - 0 20,b7d7 e3g3 f2g3 h3g3 g1h1 g3h2,1436,77,96,3001,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nzyyH9Lo#39
YLbtO,r5k1/3R1ppp/2P5/8/8/8/p3rPPP/3R2K1 b - - 1 23,e2c2 d7d8 a8d8 d1d8,650,97,47,47,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/iS0RITYp/black#46
YLbuh,2k5/pppr1p2/7p/1P4p1/P1Qb1p2/B1P5/2q3PP/4R2K b - - 1 26,c2f2 e1e8 d7d8 e8d8,1756,76,86,248,advantage endgame queensideAttack short,https://lichess.org/LsSiySyk/black#52
YLc5S,8/p3b3/P7/1KpPk3/2P5/5p2/8/5N2 b - - 0 43,e5d6 f1d2 e7g5 d2f3,2245,81,84,238,crushing endgame short,https://lichess.org/A802B5me/black#86
