PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
Xiz49,r4nk1/pp3pp1/2p4p/3p2r1/1P3Nn1/P2BP3/1BQ2P1q/R3RK2 w - - 6 21,f2f3 g4e3 e1e3 g5g1,1913,75,89,401,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/qr5uGvtB#41
XizF4,1rb1r3/1pqk1p2/p2p4/3P4/2P1PQ1B/PnN5/6PP/7K b - - 0 31,c7c4 f4f7 e8e7 f7e7,1730,75,95,2082,mate mateIn2 middlegame short,https://lichess.org/5haPIyjR/black#62
Xizbq,5rk1/pp4p1/2p1pp2/q5r1/3P1P1Q/2P5/PP6/1K1R3R b - - 0 23,g5g6 h4h7 g8f7 d4d5 c6d5 h7h5 a5a4 d1d4,2173,213,-39,9,crushing endgame fork veryLong,https://lichess.org/5EdzJh4Z/black#46
Xizcq,4n1k1/1Qp2pp1/7p/p7/3q1B2/P6P/5PP1/6K1 w - - 0 23,f4c7 d4d1 g1h2 d1d7,2481,81,91,921,crushing endgame short,https://lichess.org/fHGnYHZG#45
Xizp6,r7/pp3Rp1/1b2k2p/3p4/4bB2/8/P4PPP/R5K1 w - - 8 34,f7g7 b6d4 a1e1 d4g7,1290,79,45,73,advantage endgame fork short,https://lichess.org/BZR9bLuP#67
Xizvu,4r2k/pp4p1/7p/3Q4/3p3N/P2Pb2P/RPP3PK/5r2 w - - 0 27,h4f3 e3f4 g2g3 e8e2,1552,76,88,239,clearance endgame mate mateIn2 short,https://lichess.org/ZBQXkUFD#53
Xizzz,6r1/pBp5/4k3/P4R1p/1PP1p1r1/8/2P5/5R1K w - - 1 34,b7e4 g4h4,1554,83,65,302,endgame mate mateIn1 oneMove,https://lichess.org/Uw5j2U9J#67
Xj02Q,q3nb1r/1p1k2p1/4p1p1/p2p4/1n1P3P/2Q1PPB1/PPP1N3/2KR3R w - - 4 19,a2a3 b4a2 c1b1 a2c3,880,76,100,251,advantage fork middlegame short,https://lichess.org/rpyOCqa8#37
Xj0Cf,2rq1rk1/pp1bbppp/4p3/n2pP2Q/3P2N1/BP3N2/P4PPP/R4RK1 b - - 12 19,e7a3 f3g5 d8g5 h5g5,1666,86,71,35,advantage middlegame short,https://lichess.org/nygjBMYN/black#38
Xj0Ge,3k4/3Pr3/p4pp1/1p5p/1P5P/P1K5/3R1PP1/8 b - - 5 43,e7d7 d2d7 d8d7 c3d4,1524,88,44,41,crushing defensiveMove endgame rookEndgame short,https://lichess.org/NXwm6MeI/black#86
Xj0Hg,8/8/4r1pk/6Rp/5P2/1P1B4/3b2K1/8 w - - 3 50,g2f3 e6e3 f3f2 e3d3,1027,77,94,415,crushing endgame fork short,https://lichess.org/DwUryyCg#99
Xj0O8,8/8/3Q1k2/5qp1/4p3/5P1P/6K1/8 b - - 1 67,f5e6 d6e6 f6e6 f3e4,1788,75,82,112,crushing endgame queenEndgame short,https://lichess.org/kYXeo89F/black#134
Xj0VJ,1r6/6pk/pb3p1p/1p3R2/3q2P1/1P5P/P4PK1/1Q6 b - - 5 32,b8e8 f5f4 h7h8 f4d4,1767,76,86,146,advantage discoveredAttack endgame short,https://lichess.org/hMyVOKUL/black#64
Xj0os,5rk1/6pp/3Q4/1qp2p2/6b1/p3P1P1/1P1R1PP1/4K2R w - - 0 26,b2a3 b5b1 d2d1 g4d1,1553,74,93,321,advantage endgame short,https://lichess.org/XxQ0iKxu#51
Xj0tf,6k1/6p1/p6p/1p1b1p2/1P1qP3/P1r5/3NQ1PP/4RK2 b - - 3 29,c3e3 e2e3 d4e3 e1e3,1178,76,100,1133,crushing endgame short,https://lichess.org/BR5T5Rmh/black#58
Xj119,r2r2k1/pp3ppp/1q3n2/6B1/3b4/2NQ4/PP3PPP/1R3RK1 w - - 1 17,g5f6 d4f2 f1f2 d8d3,1320,76,95,985,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/BZ7nD534#33
Xj1BX,6k1/pp5p/6p1/2pr1p2/1P1bp3/8/P1B2PPP/3R1K2 b - - 0 27,c5b4 c2b3 g8f8 b3d5,994,119,43,31,advantage endgame pin short,https://lichess.org/v5S3CSnX/black#54
Xj1RV,r5k1/pp4pp/2p4r/4P3/2P1n1bq/P1N1P1Q1/1P4P1/R4RK1 w - - 0 21,c3e4 h4h1 g1f2 a8f8,1397,76,94,2040,crushing middlegame short,https://lichess.org/TMxmGKWz#41
Xj1SL,r1b1k2r/pp3N1p/2n3p1/qBpp4/8/3PB3/PbPQ1PPP/R3K2R b KQkq - 2 12,a5b5 f7d6 e8d7 d6b5,1228,78,94,394,crushing fork middlegame short,https://lichess.org/IdToveah/black#24
Xj1V5,1k6/p5pp/1pR2nn1/PP6/1KP5/6PB/3r3P/8 b - - 0 32,d2h2 c6c8 b8b7 a5a6,1486,111,43,14,endgame mate mateIn2 short,https://lichess.org/MxeL4b0e/black#64
Xj1VQ,8/p5p1/6p1/1pkn4/2p5/5P2/P2K2PP/3R4 w - - 0 37,d2c2 d5e3 c2d2 e3d1,801,83,76,122,crushing endgame fork short,https://lichess.org/Q1XbA8cG#73
Xj1gc,3r2k1/p3bppp/Ppb1p3/8/5n2/2P1N3/1P3PPP/R1B2BK1 w - - 0 25,e3c4 d8d1 c1f4 d1a1,1709,76,85,93,crushing middlegame short,https://lichess.org/zSCiqh0i#49
Xj1tw,4r2k/6bp/1p1qp1p1/pPp1p3/Pn1p4/1Q1P2B1/1P2RPPP/3R2K1 w - - 2 26,f2f4 e5f4,1082,87,83,61,advantage middlegame oneMove,https://lichess.org/K74gMJRe#51
Xj1yx,r1b2rk1/1p1n1pbp/pqn1p1p1/3pP3/3P1B2/P1N2N2/1P2BPPP/R2QR1K1 b - - 2 13,b6b2 c3a4 b2a1 d1a1,1690,80,67,55,crushing middlegame short trappedPiece,https://lichess.org/OzAHVVpi/black#26
Xj1zD,2k5/p3R3/2P2p2/4b3/1r3Np1/1P2q2r/P4R2/5QK1 b - - 3 31,b4f4 f1a6 c8d8 e7d7 d8e8 a6c8,1659,75,87,200,exposedKing long mate mateIn3 middlegame,https://lichess.org/phEFQy0D/black#62
Xj2H3,8/8/6pp/P4p2/5P2/1p4P1/1Kpkn2P/R7 b - - 0 52,c2c1q a1c1 e2c1 a5a6 c1d3 b2b1,2142,77,90,256,crushing defensiveMove endgame long,https://lichess.org/8P1vVA9N/black#104
Xj2Oz,8/1N1k3p/4npp1/8/1b2B1PP/5P1K/8/8 w - - 3 37,h4h5 e6g5 h3g3 g5e4 f3e4 g6g5,2491,104,90,240,crushing defensiveMove endgame long,https://lichess.org/O6c0uCLf#73
Xj2c0,r1bqr3/1ppp1Q2/p6k/n2Bp1b1/4PP2/3P4/PPP3PP/R4RK1 b - - 0 18,e5f4 h2h4 g5f6 g2g4,2740,93,95,253,advantage defensiveMove middlegame short,https://lichess.org/FCh4IrVi/black#36
Xj2fI,4rr2/6k1/p6p/2PB3R/1P1P2p1/8/6PP/R4q1K w - - 2 36,a1f1 f8f1,761,95,89,123,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/VFuPN1w6#71
Xj2vi,5r2/1R2R1pk/p4p1p/1p1N4/3P4/6P1/PPq2P1P/2b3K1 b - - 2 28,f8g8 d5f6 h7g6 f6g8,1154,75,100,736,advantage endgame pin short,https://lichess.org/uCDT2dC3/black#56
Xj35E,1r4k1/3qp2p/1n1p4/1PpP1p2/6P1/3Q3P/4BP2/1R4K1 b - - 1 30,f5g4 e2g4 d7e8 g4e6,1263,77,94,331,crushing endgame short,https://lichess.org/XUurcaQX/black#60
Xj3A7,rnbqr1k1/pppp1ppp/8/4N3/2P1n3/2PB4/PP3PPP/R1BQK2R w KQ - 3 8,f2f4 d8h4 g2g3 e4g3 h2g3 h4h1,1455,76,86,327,crushing long opening,https://lichess.org/VjdrVmTO#15
Xj3RL,3r3k/2q3pp/p5b1/2p5/6Q1/4BN1P/Pb3PP1/2R3K1 w - - 0 29,c1c5 d8d1 f3e1 d1e1,1150,76,100,464,mate mateIn2 middlegame short,https://lichess.org/LjPTeTBm#57
Xj3YK,r4rk1/pp1n1pp1/2p2b1p/4p3/4N3/6P1/PPP1RPBP/3R2K1 b - - 0 16,a8d8 e2d2 f6e7 d2d7,2028,75,97,1432,advantage middlegame short,https://lichess.org/EaAym6XH/black#32
Xj3cl,r3kbnr/pp2pppp/2n5/2p1q3/8/2N2BPP/PPPP1P2/R1BQK2R w KQkq - 1 9,d1e2 c6d4 e2e5 d4f3 e1e2 f3e5,2072,75,82,64,advantage fork long master opening sacrifice,https://lichess.org/6mJWFYHt#17
Xj3dN,rn2k2r/pp3pp1/2pp1q1p/b3p3/P1B1P2n/3P1PN1/1BP2P1P/R2Q1R1K b kq - 0 13,h4f3 g3h5 f6g6 d1f3,1399,77,84,96,crushing opening short,https://lichess.org/S0ijlwwQ/black#26
Xj3fE,3q1rk1/1rp4p/2b1p3/3n1ppQ/3P4/2PB4/P2N1PPP/R4RK1 w - - 0 21,d2f3 d5f4 h5g5 d8g5,1614,74,93,1272,advantage fork middlegame short,https://lichess.org/jGqAwQWk#41
Xj3mp,r1b2rk1/p2pn1pp/1pn1p3/4P3/6q1/2P1BNP1/P3B2P/R2Q1RK1 b - - 0 15,e7f5 f3g5 g4e2 d1e2,1961,75,95,2056,crushing middlegame short trappedPiece,https://lichess.org/Q2GSVKjX/black#30
Xj4I1,2k1rb1r/1b1p4/1pp2Bp1/2q1P3/3p4/1Q6/1PP3PP/4RRK1 b - - 2 24,h8g8 b3g8 d4d3 g1h1,1486,76,81,210,advantage defensiveMove hangingPiece master middlegame short,https://lichess.org/6njxOBsh/black#48
Xj4Tt,8/2Br3k/1Q3ppb/p6p/q7/3n1N1P/1P1R1PP1/6K1 w - - 1 33,d2e2 a4d1 g1h2 d1e2,1518,110,82,21,crushing fork middlegame short,https://lichess.org/fXUuWbO0#65
Xj4jI,8/8/4pR2/3p4/4r1P1/8/5K1k/8 b - - 0 47,e4g4 f6h6 g4h4 h6h4,951,82,88,157,endgame mate mateIn2 rookEndgame short,https://lichess.org/j4QjjGvk/black#94
Xj4tw,2R5/3nNpkp/8/4p1p1/P7/6Pb/1r3qB1/Q3N2K w - - 2 30,c8g8 g7h6 a1b2 f2b2 g2h3 d7f6,2198,92,84,62,advantage long middlegame,https://lichess.org/szxOB9vG#59
Xj4xK,2rq3r/1p3kb1/p2p2P1/4p1p1/3n4/2NB3Q/PP3PPK/R6R b - - 0 22,f7f6 c3d5,1288,77,88,283,mate mateIn1 middlegame oneMove,https://lichess.org/mUBKnggv/black#44
Xj4zV,r4r1k/ppqR2pp/2P2pn1/8/1PQ5/P4B1P/1b3PP1/4R1K1 b - - 4 25,g6e5 d7c7 e5c4 c6b7,2004,75,84,88,advancedPawn capturingDefender crushing middlegame short,https://lichess.org/fMydTrhe/black#50
Xj56o,7r/1pq1kp2/p2R1p2/4pB2/1P2P3/P4QP1/2P2b1r/3R1K2 b - - 1 25,c7c2 d6d7 e7f8 d7d8 f8g7 f3g4 g7h6 d8h8,1345,77,86,176,deflection interference master mate mateIn4 middlegame veryLong,https://lichess.org/1GiAL1pt/black#50
Xj5CT,r4rk1/pp4pp/2nbp3/3p1n2/7q/1N1B4/PPP2PPP/R1BQR1K1 w - - 2 14,g2g3 f5g3 f2g3 d6g3,1711,292,82,18,crushing middlegame short,https://lichess.org/CQGxAToi#27
Xj5IJ,4r2k/ppp2Qpp/8/2bB4/2P3b1/2Nqr3/PP4PP/R4R1K b - - 1 18,e3e7 f7f8 e8f8 f1f8,1106,81,97,223,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/io1C3Z8D/black#36
Xj5Jf,8/8/3p4/p2Pp3/P1P1P3/5k2/1K6/8 w - - 0 46,b2c3 f3e4 c4c5 e4d5,1204,76,97,1239,crushing endgame pawnEndgame short zugzwang,https://lichess.org/jA7TSxoH#91
Xj5Lo,3q2k1/1p3Rp1/p1r1R1bp/2p4N/3p2Q1/3P4/P5PK/1r6 b - - 0 28,g6h5 g4g7,1041,77,100,546,mate mateIn1 middlegame oneMove,https://lichess.org/ojnajrm8/black#56
Xj5Nr,2k5/pp5q/3p4/3Pp3/4N2P/P2P1pp1/1P2n2K/R3QR2 w - - 0 28,h2h3 h7f5,1799,79,89,1314,endgame mate mateIn1 oneMove,https://lichess.org/1DIzEjon#55
Xj5ax,4k3/1p6/2p2Q2/p7/2P3q1/PP3pB1/5P1K/7r w - - 6 47,h2h1 g4h3 h1g1 h3g2,1090,77,100,71,endgame mate mateIn2 short,https://lichess.org/sYN8GKY2#93
Xj5pK,2knq2r/p4pp1/5b2/1pP4p/4BNb1/BPQ1P1P1/P4P1P/5RK1 w - - 0 21,c3a5 e8e4 c5c6 d8c6,1602,89,79,34,advantage hangingPiece middlegame short,https://lichess.org/OQb9Clwg#41
Xj5qT,3r4/8/p1P5/8/7P/P1K1p3/5k2/4R3 w - - 1 45,c6c7 d8c8 e1h1 c8c7,1418,79,93,164,crushing endgame rookEndgame short,https://lichess.org/8ZcJpyb1#89
Xj5rc,2r4k/p3b2p/1rn5/6p1/3pN3/P2Q1PPq/1P2P2P/2R2RK1 b - - 6 23,b6b2 c1c6 c8c6 d3d4 h8g8 d4b2,1459,76,92,427,advantage capturingDefender fork long middlegame,https://lichess.org/bkrk5qWt/black#46
Xj67j,8/R6k/1P4pp/3p1p2/3P3q/2P5/4r1P1/5RK1 b - - 1 46,e2e7 f1b1 h6h5 a7e7 h4e7 b6b7 e7e3 g1h1 e3c3 b7b8q,2700,99,94,743,advancedPawn crushing endgame master promotion queenRookEndgame quietMove veryLong,https://lichess.org/7PB6o64p/black#92
Xj6Dl,1k1r1b1r/pp3Rp1/2p1P2p/3p4/3P2Q1/1P6/P1q3PP/5RK1 b - - 0 20,d8e8 g4f4 b8a8 f7f8 h8f8 f4f8,2130,75,88,81,crushing long middlegame pin,https://lichess.org/EhRc4b72/black#40
Xj6G7,1r2kb1r/1bqp1ppp/p7/1p2P3/3Q4/3P4/PP3PPP/RNB2RK1 w k - 3 15,c1f4 f8c5 e5e6 c5d4,1305,76,98,881,advantage middlegame short,https://lichess.org/X9LH3chR#29
Xj6SP,r3q1k1/p4p1r/1p2pQp1/5b2/P2B4/1PP5/1K3P2/7R b - - 2 34,e8d8 f6h8 h7h8 h1h8,1796,75,93,191,mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/mkn6veY9/black#68
Xj6hU,3k1r2/1p1n2p1/4p2p/p2p4/3N4/1P5P/P1R2PP1/6K1 b - - 2 25,e6e5 d4e6 d8e7 e6f8,1011,83,90,122,crushing endgame fork short,https://lichess.org/DZyH7TWI/black#50
Xj70y,r2qk2r/ppp2ppp/2np2b1/2b1p3/2P1N1PN/3P3P/PP2BP2/R1BQK2R b KQkq - 0 10,d8h4 c1g5 g6e4 g5h4,1470,75,97,2590,advantage middlegame short trappedPiece,https://lichess.org/8UDvrTy8/black#20
Xj7CE,2r5/pp4kp/3Np3/1b3p2/3R4/2n4P/PPP2PP1/6K1 w - - 0 29,d6c8 c3e2 g1h1 e2d4,862,83,89,130,advantage endgame fork short,https://lichess.org/6Gt1Jnf5#57
Xj7F3,6k1/1pp2pp1/p2n1n1p/P7/1P1R4/1r1B2PP/5K2/8 b - - 0 30,d6b5 d4d8 f6e8 d8e8,712,100,97,314,endgame mate mateIn2 short,https://lichess.org/s0yakBf3/black#60
Xj7JH,4b1k1/1p4p1/p1p1p3/2PpP1q1/PP1Pp2p/4P1N1/3KQ1PP/8 w - - 0 27,g3f1 e8h5 e2f2 g5g4,1705,74,93,1713,crushing endgame short,https://lichess.org/iSBPqRYe#53
Xj7WR,r1bqkb1r/pp2pppp/2p2n2/2n5/4P2N/1BN5/PPP2PPP/R1BQK2R b KQkq - 2 9,f6e4 b3f7 e8f7 d1d8,1632,74,91,610,attackingF2F7 crushing deflection opening short,https://lichess.org/uLfwUzJo/black#18
Xj7fL,5rk1/p1r2ppp/1p2P3/8/8/QP6/P2q2PP/4RR1K b - - 0 29,c7c2 e6f7 f8f7 e1e8 f7f8 a3f8,1686,74,97,2454,advancedPawn endgame long mate mateIn3,https://lichess.org/Ny54bCnp/black#58
Xj7vT,4r1k1/p5pp/2p4n/3p3r/P2P1QNq/5P2/6PP/2RR2K1 w - - 0 29,c1c6 e8e1 d1e1 h4e1,1458,105,56,14,mate mateIn2 middlegame short,https://lichess.org/VhpcRAu1#57
Xj7xZ,6k1/6pp/4rp2/2p5/8/N2p1bPP/PP3P2/3R2K1 w - - 1 29,d1d3 e6e1 g1h2 e1h1,929,138,20,15,endgame mate mateIn2 short,https://lichess.org/PYQXcKtW#57
Xj82n,8/6p1/7p/pp1k3P/2p2P2/PP2K3/2P5/8 b - - 1 34,c4c3 e3d3 b5b4 a3b4 a5b4 f4f5 d5e5 d3c4,2309,97,87,493,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/fFmspnsp/black#68
Xj8Pw,2krb2r/bpp5/p1n3qp/3NPpp1/1P1N1P2/PB1R4/6PP/2RQ1K2 b - - 4 25,c6d4 d5e7 c8b8 e7g6,1285,85,95,182,advantage fork middlegame short,https://lichess.org/owAJzwDt/black#50
Xj8Vd,8/7p/2R2pk1/6p1/1p4P1/1P1n3P/5PK1/8 w - - 2 38,g2f3 d3e5 f3e2 e5c6,827,78,100,261,crushing endgame fork short,https://lichess.org/G3ToOi5y#75
Xj8fV,r4rk1/4b2p/2Pp1npP/q1n1pb2/8/2Q1BP1N/PP4P1/K2R1B1R w - - 3 22,c3a5 c5b3 a2b3 a8a5,1606,76,96,2188,intermezzo master masterVsMaster mate mateIn2 middlegame short,https://lichess.org/VoBEj2LZ#43
Xj8mX,3rrb1k/1bq2p1n/2p3pN/ppp3Qp/4PP2/P1N3PP/1PP3BK/3R1R2 w - - 4 22,h6f7 c7f7 g5d8 e8d8,1024,77,100,268,advantage hangingPiece middlegame short,https://lichess.org/pm9NxuLE#43
Xj8rq,5rk1/2p3p1/p4q1p/2Q1p3/3rR3/8/PPP2PPP/4R1K1 w - - 3 22,e4e5 f6f2 g1h1 f2f1 e1f1 f8f1,1341,75,98,1435,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/6hruWAo8#43
Xj8tP,8/5p2/1b2k1p1/p3r1P1/2KpN3/3P4/5R2/8 b - - 1 38,a5a4 f2f6 e6e7 f6b6,1196,90,65,35,advantage endgame short skewer,https://lichess.org/rYErSBx9/black#76
Xj8yi,1r4k1/p3ppbp/4q1p1/8/2P5/P1PQ1P2/1B4PP/3R2K1 w - - 1 25,d1d2 e6e1 d3f1 e1d2,1242,102,89,53,crushing deflection endgame short,https://lichess.org/EhXqdpgr#49
Xj91W,1r2nk2/p2n1pp1/2p4p/q7/P2Pp3/2P1P3/B1Q1b1PP/R3K2R w KQ - 0 23,c2e2 a5c3 e1f2 b8b2,1457,74,97,3440,crushing fork middlegame pin short,https://lichess.org/s9Nd9wmJ#45
Xj9U4,5r1k/1p5p/p2p1qp1/3B2R1/4P3/1P6/PP4PP/3Q2K1 w - - 5 31,g5g3 f6f2 g1h1 f2f1 d1f1 f8f1,1158,77,99,931,backRankMate endgame long mate mateIn3,https://lichess.org/hDxFfQyf#61
Xj9co,8/8/6p1/2k1KbPp/1p5P/8/R7/8 w - - 0 80,a2b2 c5c4 b2f2 f5d3,2322,96,55,45,crushing defensiveMove endgame short,https://lichess.org/HxrzEMdg#159
Xj9gb,r3k2r/1p3pp1/p1Rppb1p/q7/4PPP1/2N2Q2/PPP3BP/2K1R3 b kq - 0 16,b7c6 e4e5 d6d5 e5f6,1296,76,89,718,advantage middlegame short,https://lichess.org/9ZEvnoIV/black#32
Xj9jb,8/p5r1/1pBn1k2/1P1P1p1p/P3pP2/7P/5K2/2R5 w - - 0 43,c1g1 e4e3 f2e3 g7g1,1315,75,92,234,crushing deflection endgame short,https://lichess.org/eGHN6jPB#85
Xj9nR,rnq1r2k/pp4bp/3p2p1/3Q4/2P1p1P1/1P2B2P/P5PN/R4RK1 w - - 0 24,f1f7 g7a1 e3d4 a1d4 d5d4 e8e5 d4d6 c8c5 d6c5 e5c5,1893,99,68,28,advantage hangingPiece middlegame veryLong,https://lichess.org/LbcANwFo#47
Xj9p5,r4rk1/6p1/2pN4/1pP1P2p/pP4bP/P2q1pP1/1Q3K2/1R5R w - - 3 36,h1d1 d3e2 b2e2 f3e2,1188,75,100,302,advancedPawn crushing discoveredAttack middlegame short,https://lichess.org/eMZwLfjv#71
Xj9pf,rn3rk1/3p1ppp/p3p3/qp6/3N2PP/2bQB3/P1P3B1/2KR3R w - - 2 16,d4b3 a5a3 c1b1 a3b2,1549,75,89,466,mate mateIn2 middlegame queensideAttack short,https://lichess.org/xFoDGkL6#31
XjA7L,3r2k1/1q1r1ppp/p3p3/1p1b4/1P3P2/P7/1B3QPP/2R1R2K b - - 10 27,d5b3 f2g3 f7f6 g3b3,1653,130,57,15,advantage middlegame pin short,https://lichess.org/JltnKB7k/black#54
XjAG3,4r2k/6p1/3p3p/5p2/2PQ1P1q/3P4/PP4PP/1r3RK1 w - - 0 26,f1b1 e8e1 b1e1 h4e1,1072,81,100,187,endgame mate mateIn2 short,https://lichess.org/c5beV3aG#51
XjAL9,k5r1/1p6/3Bq3/pP2Pp1p/P2K2p1/6Q1/8/8 b - - 1 50,g8h8 g3c3 b7b6 c3c6,1792,74,92,1125,crushing endgame short,https://lichess.org/1LlO4pjg/black#100
XjAPK,4R3/nbp2rpk/p1p4p/3p4/P4B1P/6Q1/2q2PP1/6K1 b - - 0 25,c2a4 g3d3 a4e4 e8e4,1661,74,93,491,advantage middlegame short,https://lichess.org/sZAj3oRq/black#50
XjARo,4r3/p1p1n1k1/1p1pR2p/4n1p1/PPP5/4R1PP/5K2/8 b - - 2 35,e7f5 e6e8 f5e3 f2e3,1251,205,-29,4,advantage endgame short,https://lichess.org/0KTcIlgJ/black#70
XjASf,r1bqkb1r/1p3ppp/p2p1n2/n3p3/2N1P3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 5 9,c8e6 e3b6 a5c4 b6d8,1660,77,93,444,advantage opening short,https://lichess.org/fs3D9mfk/black#18
XjAcL,6R1/1p3p1r/p1k1b3/P1Pp1p1p/1P1R1K1P/2P5/8/8 w - - 14 44,f4g5 f7f6 g5f6 e6g8,1455,75,94,629,advantage discoveredAttack endgame master short,https://lichess.org/awqFgB6Q#87
XjAjH,r3k2r/2qnbpp1/b1p4p/p2p4/Np1PnP2/4BN2/PPQ1B1PP/2R2RK1 w kq - 0 20,c2c6 c7c6 c1c6 a6e2,1538,75,94,1000,crushing middlegame short,https://lichess.org/B62qLW9m#39
XjApV,2k3rr/4bp2/1p1p3p/pPpP4/P1P1pP1q/4B2P/3Q3K/R5R1 b - - 2 29,e7g5 f4g5 h6g5 g1g3,2228,81,77,40,advantage middlegame short,https://lichess.org/jFyqt1dh/black#58
XjAyg,5Q1k/7q/2p5/pp6/2nr3N/P6P/1P3PP1/6K1 b - - 2 34,h7g8 f8h6 g8h7 h4g6 h8g8 h6f8,2022,74,96,1176,endgame exposedKing long mate mateIn3,https://lichess.org/HoIi7Vah/black#68
XjB4Q,8/8/4k3/1N6/4r2K/8/p7/5R2 w - - 0 55,h4g5 e4e5 g5g6 e5b5,1057,91,97,163,crushing endgame fork short,https://lichess.org/XaoNosIt#109
XjB90,5r1k/1Q4bp/4q1p1/1p2p3/4P3/1P1R1pP1/5P1P/5RK1 w - - 5 38,f1d1 e6h3 d3f3 f8f3,1500,500,100,0,endgame equality short,https://lichess.org/dtRz7bCT#75
XjBe1,1r1r2k1/p6p/5P2/2p5/2Np2qp/1P1Q1bP1/P2R1P1K/4R3 w - - 0 31,c4e5 h4g3 f2g3 g4h5 h2g1 h5h1 g1f2 h1g2,1584,75,76,93,mate mateIn4 middlegame veryLong,https://lichess.org/OtrnPepf#61
XjBgf,8/2R2pk1/6pp/6n1/3r4/4R1K1/8/8 b - - 3 45,g5e6 e3e6,1500,500,100,0,endgame equality oneMove pin,https://lichess.org/vKfgQPRv/black#90
XjBoJ,r2b2k1/4rpp1/1nRR1n1p/3p4/3P1NP1/1P2PP1P/p3K3/B7 b - - 4 31,b6c8 d6d8 e7e8 d8e8,922,84,80,77,advantage hangingPiece kingsideAttack master middlegame short,https://lichess.org/2wdSBfqG/black#62
XjBor,5Nk1/2p3pp/1p1p4/8/2Pn4/P4RPb/7P/6K1 w - - 0 33,f3f4 d4e2 g1f2 e2f4,667,108,96,248,crushing endgame fork short,https://lichess.org/HUmaDtE6#65
XjBov,1rbqr1k1/1pp2pp1/p2b1n1p/8/3Q1B2/2N2B2/PPP2PPP/3R1RK1 b - - 3 15,d6f4 d4d8 e8d8 d1d8,1503,123,14,17,advantage middlegame short,https://lichess.org/C6OgK0NH/black#30
XjBv7,6k1/5p2/p3p1p1/1pq2r2/4R3/P1P3QP/1P2R1P1/3r3K w - - 11 36,e2e1 f5f1 e1f1 d1f1 h1h2 c5g1,1507,76,84,83,endgame long mate mateIn3 xRayAttack,https://lichess.org/SvM1LGz5#71
XjC2M,1r6/p1p1k3/2Bbp1rp/5b2/4N3/P2P4/1PP3P1/2KR3R b - - 4 21,g6g2 e4d6 g2c2 c1c2,1367,78,74,187,crushing middlegame short,https://lichess.org/Z4km0eij/black#42
XjC9Y,2kr4/5q2/Q1bppPn1/p1p3P1/1p1bN3/8/PPP5/2KRR3 b - - 1 31,c6b7 e4d6 d8d6 a6d6,1066,107,87,50,advantage fork middlegame short,https://lichess.org/NDxWHpge/black#62
XjCFy,r1b4k/1p4pp/p1nprp2/q2Qp3/1B2P3/P7/1PP2PPP/2KR1B1R b - - 5 16,a5d5 e4d5 c6b4 d5e6,1519,75,96,1766,crushing fork middlegame short,https://lichess.org/fO7qL461/black#32
XjCHq,4N2R/p1p1kp2/1p2p1p1/4P3/3P4/r1P3K1/8/8 w - - 1 37,e8c7 a3c3 g3g4 c3c7,917,80,100,236,crushing endgame fork short,https://lichess.org/GiVKwLeD#73
XjCPR,1rb2rk1/4R1p1/p1p2bQp/q2p4/N1p5/5NP1/PP3PP1/4R1K1 b - - 9 25,a5d8 e7e8 d8d7 f3h4 d7d6 e8f8 d6f8 e1e8,2125,125,77,26,advantage clearance kingsideAttack middlegame pin quietMove veryLong,https://lichess.org/4oJr8x5x/black#50
XjCqp,3B2k1/6b1/3p2Qp/3P2p1/1P2pp2/7P/r3qPP1/5RK1 b - - 3 39,f4f3 d8f6 e2f1 g1f1,1994,75,94,1907,crushing endgame short,https://lichess.org/95V5Amqn/black#78
XjCzm,8/5p2/3r2p1/3bk1P1/3R4/6KP/3R4/8 w - - 5 46,g3g4 d5e6 g4g3 d6d4,1822,79,29,43,crushing discoveredAttack endgame short,https://lichess.org/pcQkMKKv#91
XjDGq,Q7/p1p2pk1/1p3p2/2b2P1p/5Bnq/4r3/PP4PP/3R1R1K w - - 3 26,h2h3 e3h3 g2h3 h4h3 f4h2 h3h2,1658,75,98,2993,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/XWPU7LcV#51
XjDJv,r3kb1r/pp2pppp/2p2B2/8/3qB3/5Q2/PPP2PPP/R3K2R b KQkq - 0 11,e7f6 e4c6 b7c6 f3c6 d4d7 c6a8,1245,76,96,376,crushing fork long master middlegame,https://lichess.org/7IW3PdrW/black#22
XjDS4,2k2r2/R7/5r2/3B4/2Pp4/3P2K1/PP3p2/6R1 w - - 0 37,g1f1 f6g6 g3h4 f8h8 a7h7 h8h7,1642,76,96,1632,endgame exposedKing long mate mateIn3,https://lichess.org/Uay7u6lK#73
